candidate_id,candidate_origin,panel_order,selection_class,scaffold,cluster,acquisition_score,protocol_disagreement,glide_score,phase14_glide_rank,glide_evidence_status,glide_missing_reason,glide_evidence_source,vina_score,open_mmgbsa_deltaG,open_mmgbsa_sd,frame_count,qc_status,protocol_id,protocol_hash,glide_utility,glide_finite,glide_cohort_n,vina_utility,vina_finite,vina_cohort_n,mmgbsa_utility,open_mmgbsa_finite,open_mmgbsa_cohort_n,protocol_count,three_protocol_complete,three_protocol_status,three_protocol_missing_reason,normalization,interpretation
ATP-HTVS-66618B00A972,phase15_historical_htvs,11,historical_bridge_interpretable,c1ccc(C[NH2+]Cc2csc(COc3ccccc3)n2)cc1,125,0.0524173832945028,0.7873774509803921,-6.72891028700809,3.0,available_exact_candidate_id,,results/phase14/glide_vina_protocol_disagreement.csv; exact candidate_id,-7.245,-12.72,2.67,50,pass,open_mmgbsa_7p3w_v2,cb28279704aa51f7530e0e61fc592450d43823fe1e23aad5975a638b82407aab,0.9565217391304348,True,24,0.10344827586206895,True,30,0.10344827586206895,True,30,3,True,available,,within_protocol_finite_cohort_percentile; lower raw value is better,protocol consistency only; not biological activity
ATP-HTVS-9F81613398D9,phase15_historical_htvs,12,medium_controls,O=C(Nc1ncc(NCc2ccccc2)cc1-n1cccc1)c1ccccc1,54,0.0395069647244861,0.3394607843137255,-3.79144316095327,1094.0,available_exact_candidate_id,,results/phase14/glide_vina_protocol_disagreement.csv; exact candidate_id,-8.362,-13.92,2.74,50,pass,open_mmgbsa_7p3w_v2,cb28279704aa51f7530e0e61fc592450d43823fe1e23aad5975a638b82407aab,0.30434782608695654,True,24,0.31034482758620685,True,30,0.1724137931034483,True,30,3,True,available,,within_protocol_finite_cohort_percentile; lower raw value is better,protocol consistency only; not biological activity
ATP-HTVS-B31ECD8B9A27,phase15_historical_htvs,13,multi_protocol_strong,O=C(NCc1ccccc1)c1cc(-c2ccccn2)nc2ccccc12,157,0.0597418261857926,0.0055147058823529,-5.92766230536446,48.0,available_exact_candidate_id,,results/phase14/glide_vina_protocol_disagreement.csv; exact candidate_id,-9.507,-31.79,2.75,50,pass,open_mmgbsa_7p3w_v2,cb28279704aa51f7530e0e61fc592450d43823fe1e23aad5975a638b82407aab,0.6086956521739131,True,24,0.8620689655172413,True,30,1.0,True,30,3,True,available,,within_protocol_finite_cohort_percentile; lower raw value is better,protocol consistency only; not biological activity
ATP-HTVS-E3E3C457ADC4,phase15_historical_htvs,14,rank_boundary_uncertain,C(=Cn1c(CCc2ccccc2)nc2ccccc21)c1ccccn1,436,0.060485381652661,0.8155637254901961,-6.02590230095753,41.0,available_exact_candidate_id,,results/phase14/glide_vina_protocol_disagreement.csv; exact candidate_id,-6.981,-6.37,2.48,50,pass,open_mmgbsa_7p3w_v2,cb28279704aa51f7530e0e61fc592450d43823fe1e23aad5975a638b82407aab,0.6956521739130435,True,24,0.06896551724137934,True,30,0.0,True,30,3,True,available,,within_protocol_finite_cohort_percentile; lower raw value is better,protocol consistency only; not biological activity
ATP-HTVS-DDBB6FEB6103,phase15_historical_htvs,15,scaffold_diverse,c1ccc(C[NH2+]Cc2oc3ccccc3c2-c2ccccc2)cc1,452,0.057531950280112,0.1219362745098039,-6.29318849134732,13.0,available_exact_candidate_id,,results/phase14/glide_vina_protocol_disagreement.csv; exact candidate_id,-8.824,-20.29,1.74,50,pass,open_mmgbsa_7p3w_v2,cb28279704aa51f7530e0e61fc592450d43823fe1e23aad5975a638b82407aab,0.8260869565217391,True,24,0.5172413793103448,True,30,0.5172413793103448,True,30,3,True,available,,within_protocol_finite_cohort_percentile; lower raw value is better,protocol consistency only; not biological activity
ATP-HTVS-8E5D0C8C0586,phase15_historical_htvs,16,extreme_disagreement,O=C1c2ccccc2C(CNCc2cccc(C3CC3)c2)N1Cc1ccccc1,642,0.0609480042016806,0.9044117647058824,-1.92434302270637,1516.0,available_exact_candidate_id,,results/phase14/glide_vina_protocol_disagreement.csv; exact candidate_id,-9.493,-25.71,2.0,50,pass,open_mmgbsa_7p3w_v2,cb28279704aa51f7530e0e61fc592450d43823fe1e23aad5975a638b82407aab,0.13043478260869568,True,24,0.8275862068965517,True,30,0.896551724137931,True,30,3,True,available,,within_protocol_finite_cohort_percentile; lower raw value is better,protocol consistency only; not biological activity
ATP-GEN-B9896EAB127D,phase16_generated,17,generated_acquisition,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,generated,0.7251811391223155,,,,scientifically_unavailable,no_comparable_historical_glide_result_for_candidate_identity,,-8.516,-18.8,1.86,50,pass,open_mmgbsa_7p3w_v2,cb28279704aa51f7530e0e61fc592450d43823fe1e23aad5975a638b82407aab,,False,24,0.4137931034482759,True,30,0.3793103448275862,True,30,2,False,scientifically_unavailable,glide_missing,within_protocol_finite_cohort_percentile; lower raw value is better,protocol consistency only; not biological activity
ATP-HTVS-AC71774ACC4B,phase15_historical_htvs,18,historical_bridge_interpretable,O=C(NCc1ccccc1)c1cc(NCc2ccccc2)cs1,567,0.0513748496462544,0.7236519607843137,-6.96005044741765,1.0,available_exact_candidate_id,,results/phase14/glide_vina_protocol_disagreement.csv; exact candidate_id,-7.449,-20.0,2.04,50,pass,open_mmgbsa_7p3w_v2,cb28279704aa51f7530e0e61fc592450d43823fe1e23aad5975a638b82407aab,1.0,True,24,0.1724137931034483,True,30,0.48275862068965514,True,30,3,True,available,,within_protocol_finite_cohort_percentile; lower raw value is better,protocol consistency only; not biological activity
ATP-HTVS-7BEC4E93BD87,phase15_historical_htvs,19,medium_controls,O=C(Nc1c[nH+]c2ccccc2c1NCCc1ccccc1)c1ccccc1,164,0.0391694988867748,0.3431372549019608,-3.78499474999287,1098.0,available_exact_candidate_id,,results/phase14/glide_vina_protocol_disagreement.csv; exact candidate_id,-8.363,-14.17,2.17,50,pass,open_mmgbsa_7p3w_v2,cb28279704aa51f7530e0e61fc592450d43823fe1e23aad5975a638b82407aab,0.26086956521739135,True,24,0.3448275862068966,True,30,0.2068965517241379,True,30,3,True,available,,within_protocol_finite_cohort_percentile; lower raw value is better,protocol consistency only; not biological activity
ATP-HTVS-E71202E475AE,phase15_historical_htvs,20,multi_protocol_strong,O=C(Nc1ccccc1)Nc1ccc(OCc2ccccc2)nc1,427,0.057406950280112,0.0337009803921568,-6.19841322737428,23.0,available_exact_candidate_id,,results/phase14/glide_vina_protocol_disagreement.csv; exact candidate_id,-9.176,-24.54,2.42,50,pass,open_mmgbsa_7p3w_v2,cb28279704aa51f7530e0e61fc592450d43823fe1e23aad5975a638b82407aab,0.7391304347826086,True,24,0.6896551724137931,True,30,0.8275862068965517,True,30,3,True,available,,within_protocol_finite_cohort_percentile; lower raw value is better,protocol consistency only; not biological activity
ATP-HTVS-3DA95123E47A,phase15_historical_htvs,21,rank_boundary_uncertain,c1ccc(-c2c(CNCc3ccc(N4CC[NH2+]CC4)cc3)oc3ccccc23)cc1,810,0.0604118522408963,0.8302696078431373,-2.79904934128025,1404.0,available_exact_candidate_id,,results/phase14/glide_vina_protocol_disagreement.csv; exact candidate_id,-9.373,-24.25,2.91,50,pass,open_mmgbsa_7p3w_v2,cb28279704aa51f7530e0e61fc592450d43823fe1e23aad5975a638b82407aab,0.21739130434782605,True,24,0.7586206896551724,True,30,0.7586206896551724,True,30,3,True,available,,within_protocol_finite_cohort_percentile; lower raw value is better,protocol consistency only; not biological activity
ATP-HTVS-1356F7D69808,phase15_historical_htvs,22,scaffold_diverse,O=C(NCC1c2ccccc2C(=O)N1Cc1ccccc1)Nc1ccccc1,889,0.057204131652661,0.221813725490196,-4.76216215558839,420.0,available_exact_candidate_id,,results/phase14/glide_vina_protocol_disagreement.csv; exact candidate_id,-9.306,-24.38,3.33,50,pass,open_mmgbsa_7p3w_v2,cb28279704aa51f7530e0e61fc592450d43823fe1e23aad5975a638b82407aab,0.4347826086956522,True,24,0.7241379310344828,True,30,0.7931034482758621,True,30,3,True,available,,within_protocol_finite_cohort_percentile; lower raw value is better,protocol consistency only; not biological activity
ATP-HTVS-DF8AF7E8BFB3,phase15_historical_htvs,23,extreme_disagreement,O=C1c2ccccc2C(C[NH2+]CCc2ccccc2)N1Cc1ccccc1,448,0.0608959208683473,0.9087009803921569,-5.97841732994679,44.0,available_exact_candidate_id,,results/phase14/glide_vina_protocol_disagreement.csv; exact candidate_id,-6.319,-12.14,1.26,50,pass,open_mmgbsa_7p3w_v2,cb28279704aa51f7530e0e61fc592450d43823fe1e23aad5975a638b82407aab,0.6521739130434783,True,24,0.03448275862068961,True,30,0.06896551724137934,True,30,3,True,available,,within_protocol_finite_cohort_percentile; lower raw value is better,protocol consistency only; not biological activity
ATP-GEN-28C82FC9CA0D,phase16_generated,24,generated_acquisition,c1ccc(Cn2cc(C[NH2+]Cc3ccccc3C[NH+]3CCCC3)c(-c3ccccc3)n2)cc1,generated,0.7245637077174846,,,,scientifically_unavailable,no_comparable_historical_glide_result_for_candidate_identity,,-8.899,-29.31,1.88,50,pass,open_mmgbsa_7p3w_v2,cb28279704aa51f7530e0e61fc592450d43823fe1e23aad5975a638b82407aab,,False,24,0.5517241379310345,True,30,0.9310344827586207,True,30,2,False,scientifically_unavailable,glide_missing,within_protocol_finite_cohort_percentile; lower raw value is better,protocol consistency only; not biological activity
ATP-HTVS-F0EA8E73CD83,phase15_historical_htvs,25,historical_bridge_interpretable,O=C(Nc1ccccc1)c1cc(NCc2ccccc2)cs1,224,0.0480384525874308,0.6519607843137255,-5.33587701286716,163.0,available_exact_candidate_id,,results/phase14/glide_vina_protocol_disagreement.csv; exact candidate_id,-7.383,-23.16,2.72,50,pass,open_mmgbsa_7p3w_v2,cb28279704aa51f7530e0e61fc592450d43823fe1e23aad5975a638b82407aab,0.4782608695652174,True,24,0.13793103448275867,True,30,0.6551724137931034,True,30,3,True,available,,within_protocol_finite_cohort_percentile; lower raw value is better,protocol consistency only; not biological activity
ATP-HTVS-48ECC7021683,phase15_historical_htvs,26,medium_controls,O=C(NCc1ccccc1)c1cc(NCc2ccccc2)cs1,189,0.0326821520225232,0.1568627450980392,-4.40656122353877,688.0,available_exact_candidate_id,,results/phase14/glide_vina_protocol_disagreement.csv; exact candidate_id,-7.885,-9.58,2.07,50,pass,open_mmgbsa_7p3w_v2,cb28279704aa51f7530e0e61fc592450d43823fe1e23aad5975a638b82407aab,0.3913043478260869,True,24,0.2068965517241379,True,30,0.03448275862068961,True,30,3,True,available,,within_protocol_finite_cohort_percentile; lower raw value is better,protocol consistency only; not biological activity
ATP-HTVS-B847417F307C,phase15_historical_htvs,27,multi_protocol_strong,O=C(Cc1ccccc1)Nc1cnc2ccccc2c1C#CC(=O)c1ccccc1,538,0.0570080532212885,0.0649509803921568,-5.45752917124397,132.0,available_exact_candidate_id,,results/phase14/glide_vina_protocol_disagreement.csv; exact candidate_id,-9.706,-18.87,2.37,50,pass,open_mmgbsa_7p3w_v2,cb28279704aa51f7530e0e61fc592450d43823fe1e23aad5975a638b82407aab,0.5217391304347826,True,24,0.9655172413793104,True,30,0.4137931034482759,True,30,3,True,available,,within_protocol_finite_cohort_percentile; lower raw value is better,protocol consistency only; not biological activity
ATP-HTVS-9E45A7CB1B23,phase15_historical_htvs,28,rank_boundary_uncertain,O=C(Cn1c(COc2ccccc2)[nH+]c2ccccc21)NCc1ccccc1,603,0.059578518907563,0.8363970588235294,-2.34711079073836,1461.0,available_exact_candidate_id,,results/phase14/glide_vina_protocol_disagreement.csv; exact candidate_id,-9.107,-18.58,2.52,50,pass,open_mmgbsa_7p3w_v2,cb28279704aa51f7530e0e61fc592450d43823fe1e23aad5975a638b82407aab,0.17391304347826086,True,24,0.6206896551724138,True,30,0.3448275862068966,True,30,3,True,available,,within_protocol_finite_cohort_percentile; lower raw value is better,protocol consistency only; not biological activity
ATP-HTVS-397149B089BD,phase15_historical_htvs,29,scaffold_diverse,c1ccc(Cn2cc(C[NH2+]Cc3cccc4c3CCN4)c(-c3ccccc3)n2)cc1,816,0.0570203081232493,0.1740196078431372,-5.85385473217396,55.0,available_exact_candidate_id,,results/phase14/glide_vina_protocol_disagreement.csv; exact candidate_id,-8.594,-17.68,2.83,50,pass,open_mmgbsa_7p3w_v2,cb28279704aa51f7530e0e61fc592450d43823fe1e23aad5975a638b82407aab,0.5652173913043479,True,24,0.48275862068965514,True,30,0.31034482758620685,True,30,3,True,available,,within_protocol_finite_cohort_percentile; lower raw value is better,protocol consistency only; not biological activity
ATP-HTVS-9505CBC4E7EE,phase15_historical_htvs,30,extreme_disagreement,c1ccc(CCNc2nc(NCc3cccc4c3OCO4)[nH+]c3ccccc23)cc1,133,0.0593052743190109,0.9356617647058824,-1.65167439484376,1554.0,available_exact_candidate_id,,results/phase14/glide_vina_protocol_disagreement.csv; exact candidate_id,-9.7,-20.37,3.09,50,pass,open_mmgbsa_7p3w_v2,cb28279704aa51f7530e0e61fc592450d43823fe1e23aad5975a638b82407aab,0.08695652173913049,True,24,0.9310344827586207,True,30,0.5862068965517242,True,30,3,True,available,,within_protocol_finite_cohort_percentile; lower raw value is better,protocol consistency only; not biological activity
