canonical_id,compound_code,title,variant,pose_index,source_file,canonical_smiles,canonical_smiles_nonisomeric,scaffold,molecular_formula,formal_charge,heavy_atom_count,atom_count_with_h,conformer_count,smiles_sha256,glide_docking_score,glide_emodel,glide_ligand_efficiency,pose_count,variant_count,unique_variant_structures,structure_join_status,extraction_status
ATP-HTVS-109B405B023F,43907,m_270004bda____24170338____16896454,43907-2,1335,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,CC(C)Oc1ccc(CN2CC(=O)Nc3ccccc3[C@@H]2c2ccccc2)c(Cl)c1,CC(C)Oc1ccc(CN2CC(=O)Nc3ccccc3C2c2ccccc2)c(Cl)c1,O=C1CN(Cc2ccccc2)C(c2ccccc2)c2ccccc2N1,C25H25ClN2O2,0.0,30.0,55.0,1.0,861022010dfb51752d9afd080a5fc473d4c26e39825f20236bd344dbbaf0dc76,-1.38503096339242,-34.4179119572302,-0.0461676987797473,1,1,1,matched,complete
ATP-HTVS-10A4E2B2EADA,92833,rxn502c____EMOL18624763____EMOL36251210____EMOL493903,92833-1,219,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,C[NH+](C)Cc1ccc(C(=O)Nc2nccc(Nc3ccccc3N)c2C(=O)c2ccccc2)cc1,C[NH+](C)Cc1ccc(C(=O)Nc2nccc(Nc3ccccc3N)c2C(=O)c2ccccc2)cc1,O=C(Nc1nccc(Nc2ccccc2)c1C(=O)c1ccccc1)c1ccccc1,C28H28N5O2+,1.0,35.0,63.0,1.0,7f81d6bf9695ce367c1e036475aba73099394388478ff55c5aa05b0d04cf8dcd,-4.57477617344155,-61.4719107830289,-0.130707890669759,4,4,4,matched,complete
ATP-HTVS-11489B74AE1C,69539,rxn502b____EMOL299976369____EMOL30488121____EMOL2873214,69539-1,108,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,C[NH+](C)Cc1cccc(CNc2c(NC(=O)[C@](C)(O)c3ccccc3)c[nH+]c3ccccc23)c1,C[NH+](C)Cc1cccc(CNc2c(NC(=O)C(C)(O)c3ccccc3)c[nH+]c3ccccc23)c1,O=C(Cc1ccccc1)Nc1c[nH+]c2ccccc2c1NCc1ccccc1,C28H32N4O2+2,2.0,34.0,66.0,1.0,a94efcd1fcccf9a02be67259743b23e46ca6550d4d06efa55b08c9ca334a1d3c,-5.03834344879853,-67.4943659905862,-0.148186572023486,6,6,6,matched,complete
ATP-HTVS-115B93EFBC96,98209,rxn502b____EMOL15318088____EMOL44466703____EMOL24630243,98209-2,575,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,CN(c1cc2ccccc2nc1NC(=O)COc1ccccc1Cl)[C@H](C#N)c1ccccc1,CN(c1cc2ccccc2nc1NC(=O)COc1ccccc1Cl)C(C#N)c1ccccc1,O=C(COc1ccccc1)Nc1nc2ccccc2cc1NCc1ccccc1,C26H21ClN4O2,0.0,33.0,54.0,1.0,3e8064801670d42dc51f518780adac4db791fc15040f275ea4e37ff18cd342cd,-3.64122190653447,-45.2467029710364,-0.110340057773772,2,2,2,matched,complete
ATP-HTVS-11C14F34C5FE,35233,m_2230bbb____8627196____7471132,35233-3,368,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,OC[C@H](NCc1nc2ccccc2c(-c2ccccc2)c1Cl)c1cccc(F)c1,OCC(NCc1nc2ccccc2c(-c2ccccc2)c1Cl)c1cccc(F)c1,c1ccc(CNCc2cc(-c3ccccc3)c3ccccc3n2)cc1,C24H20ClFN2O,0.0,29.0,49.0,1.0,5c744ad87ae1fc7ec469b930fd65692c50e8793c72dd2c52a53230bb13eae440,-4.15555608176031,-50.3542293081544,-0.14329503730208,2,2,2,matched,complete
ATP-HTVS-11CEFB3A39DF,61475,m_270004bbb____8292364____7547234,61475-1,109,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,CN(CCC#N)c1ccc(C[NH2+]Cc2cn(-c3ccccc3)nc2-c2ccncc2)cc1,CN(CCC#N)c1ccc(C[NH2+]Cc2cn(-c3ccccc3)nc2-c2ccncc2)cc1,c1ccc(C[NH2+]Cc2cn(-c3ccccc3)nc2-c2ccncc2)cc1,C26H27N6+,1.0,32.0,59.0,1.0,506a9813ea8db2edb0a23be0b25cd55c0b1a1ba9754f34604f70d8cdef5a1ca7,-5.0306086001535,-62.3765019665557,-0.157206518754797,2,2,2,matched,complete
ATP-HTVS-11E35EA06531,61505,m_282030aaa____21898820____22360182____21973156,61505-1,335,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,Cc1ccc(N)cc1CNc1nc(NCc2ccccc2C[NH+](C)C)[nH+]c2ccccc12,Cc1ccc(N)cc1CNc1nc(NCc2ccccc2C[NH+](C)C)[nH+]c2ccccc12,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3[nH+]2)cc1,C26H32N6+2,2.0,32.0,64.0,1.0,1f79746b2fa682cc28e8cb055f56559150ae93f2c94507413421593337b9b1e9,-4.23623957512344,-60.7845737129318,-0.132382486722608,3,3,3,matched,complete
ATP-HTVS-125A7E13CFB1,85089,rxn502b____EMOL331054254____EMOL30488121____EMOL36790511,85089-1,760,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,C[C@H](C#N)N(c1ccccc1)c1c(NC(=O)[C@@H](c2ccc(Cl)cc2)N(C)C)cnc2ccccc12,CC(C#N)N(c1ccccc1)c1c(NC(=O)C(c2ccc(Cl)cc2)N(C)C)cnc2ccccc12,O=C(Cc1ccccc1)Nc1cnc2ccccc2c1Nc1ccccc1,C28H26ClN5O,0.0,35.0,61.0,1.0,3d3326fdc06e79734dc1b3212540a552b3b421722cb28b729c78a258fcd0e5cd,-3.1340226312072,-39.8342706755565,-0.0895435037487771,11,11,11,matched,complete
ATP-HTVS-12CEF0BA8B10,31426,m_282030aaa____21903914____23157418____21973156,31426-1,377,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,CN(CCOc1cccc(C#N)c1)c1nc2ccccc2nc1NCc1ccccc1C[NH+](C)C,CN(CCOc1cccc(C#N)c1)c1nc2ccccc2nc1NCc1ccccc1C[NH+](C)C,c1ccc(CNc2nc3ccccc3nc2NCCOc2ccccc2)cc1,C28H31N6O+,1.0,35.0,66.0,1.0,8cb712c75b3e45c04f176393a9a7dd9d03bae92b6d71954762fd9905083b34f4,-4.16872499718825,-59.0469464752855,-0.119106428491093,2,2,2,matched,complete
ATP-HTVS-132672672DF9,95778,rxn502b____EMOL18624763____EMOL44466703____EMOL324170366,95778-1,273,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,C[NH+](C)Cc1ccc(C(=O)Nc2nc3ccccc3cc2NCc2ccc(NCCO)cc2)cc1,C[NH+](C)Cc1ccc(C(=O)Nc2nc3ccccc3cc2NCc2ccc(NCCO)cc2)cc1,O=C(Nc1nc2ccccc2cc1NCc1ccccc1)c1ccccc1,C28H32N5O2+,1.0,35.0,67.0,1.0,848b4ec8dc8c5d859c8cfaead57035b724f41cdc146a5b33d875f7a0712963b9,-4.42873461631719,-53.2355695757021,-0.12653527475192,3,3,3,matched,complete
ATP-HTVS-132BACAA4698,82561,rxn502b____EMOL494614____EMOL30488121____EMOL324170366,82561-1,159,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,N#Cc1ccc(C(=O)Nc2c[nH+]c3ccccc3c2NCc2ccc(NCCO)cc2)cc1,N#Cc1ccc(C(=O)Nc2c[nH+]c3ccccc3c2NCc2ccc(NCCO)cc2)cc1,O=C(Nc1c[nH+]c2ccccc2c1NCc1ccccc1)c1ccccc1,C26H24N5O2+,1.0,33.0,57.0,1.0,c9e1a240066ec027664a00ae56b2b8ae9f7db57f50842890b9a0fdfc47e4d887,-4.75722904561426,-63.2446763712107,-0.144158455927705,3,3,3,matched,complete
ATP-HTVS-134FC0CB3694,71041,rxn502b____EMOL36771238____EMOL30488121____EMOL50155899,71041-1,213,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,C[NH+](C)Cc1ccc(CNc2c(NC(=O)Cc3ccc(Cl)cc3F)c[nH+]c3ccccc23)cc1,C[NH+](C)Cc1ccc(CNc2c(NC(=O)Cc3ccc(Cl)cc3F)c[nH+]c3ccccc23)cc1,O=C(Cc1ccccc1)Nc1c[nH+]c2ccccc2c1NCc1ccccc1,C27H28ClFN4O+2,2.0,34.0,62.0,1.0,826a19fc302c332725add7876c33b6b36968b3da9eed1985c5b934da1a27d063,-4.5836821116938,-61.2808188170411,-0.1348141797557,2,2,2,matched,complete
ATP-HTVS-1356F7D69808,27907,m_2430bbb____22525962____12219700,27907-1,176,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,C[NH+](C)Cc1ccc(NC(=O)NC[C@H]2c3ccccc3C(=O)N2Cc2ccccc2)c(F)c1,C[NH+](C)Cc1ccc(NC(=O)NCC2c3ccccc3C(=O)N2Cc2ccccc2)c(F)c1,O=C(NCC1c2ccccc2C(=O)N1Cc1ccccc1)Nc1ccccc1,C26H28FN4O2+,1.0,33.0,61.0,1.0,d08e0296790af4639adc8e2a5f9e464d52314c6548fa457fbadfe0c3d2c383a0,-4.76216215558839,-61.029566429269,-0.144307944108739,4,4,4,matched,complete
ATP-HTVS-1373BD200FA0,72865,rxn502b____EMOL20754534____EMOL7515103____EMOL50155899,72865-3,289,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,CC(=O)c1ccc(CC(=O)Nc2[nH+]cc(NCc3ccc(C[NH+](C)C)cc3)c3ccccc23)cc1,CC(=O)c1ccc(CC(=O)Nc2[nH+]cc(NCc3ccc(C[NH+](C)C)cc3)c3ccccc23)cc1,O=C(Cc1ccccc1)Nc1[nH+]cc(NCc2ccccc2)c2ccccc12,C29H32N4O2+2,2.0,35.0,67.0,1.0,41a575a5c2557b3071aa3ffc0276ea145fdb09bfe3fd3cb3da197a79b4b3a684,-4.37759148920313,-83.1223367657138,-0.125074042548661,3,3,3,matched,complete
ATP-HTVS-1377A1139B97,96002,rxn503b____EMOL711278____EMOL44466703____EMOL1197208,96002-2,198,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,CC(=O)c1ccccc1C(=O)Nc1nc2ccccc2cc1C#CC[NH2+]Cc1ccccc1,CC(=O)c1ccccc1C(=O)Nc1nc2ccccc2cc1C#CC[NH2+]Cc1ccccc1,O=C(Nc1nc2ccccc2cc1C#CC[NH2+]Cc1ccccc1)c1ccccc1,C28H24N3O2+,1.0,33.0,57.0,1.0,2d048fb38a877a2502d63aa1f03b3156a9c277abdad02b29e47300c3e1bb2872,-4.68563003207059,-60.593942794337,-0.141988788850624,2,2,2,matched,complete
ATP-HTVS-138C9DBD3419,68321,m_2230bec____12332212____6362664,68321-1,119,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,CC[N@@H+](CCOc1ccc(OC)c2ccccc12)Cc1ccc(C[NH+](C)C)cc1,CC[NH+](CCOc1ccc(OC)c2ccccc12)Cc1ccc(C[NH+](C)C)cc1,c1ccc(C[NH2+]CCOc2cccc3ccccc23)cc1,C25H34N2O2+2,2.0,29.0,63.0,1.0,48b4d37b3655a04520b13ab06b9f357a99222bac36b8f77d66373c031b5b867c,-4.92660496634571,-62.7514309410915,-0.16988292987399,4,4,4,matched,complete
ATP-HTVS-13A5AE9C2B6A,88258,rxn512b____EMOL43482592____EMOL2730731____EMOL44693140,88258-6,524,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,C#C[C@H](C)NC(=O)c1cccc(CNCc2[nH+]c3ccccc3n2Cc2ccccc2)c1,C#CC(C)NC(=O)c1cccc(CNCc2[nH+]c3ccccc3n2Cc2ccccc2)c1,c1ccc(CNCc2[nH+]c3ccccc3n2Cc2ccccc2)cc1,C27H27N4O+,1.0,32.0,59.0,1.0,434d21b61d5eec15525a162aaeb5e4f97de59894893ba63762dc29ba1f461f42,-3.76780447123084,-63.5196844911292,-0.117743889725964,1,1,1,matched,complete
ATP-HTVS-1402A7ED8177,450,YAS_R004____OTV1509977____OTV7113231893____OTV7020431351,450-1,112,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,C[NH+](C)[C@@H](CNc1cc(COc2ccccc2)[nH+]c2ccc(O)cc12)c1ccc(F)cc1,C[NH+](C)C(CNc1cc(COc2ccccc2)[nH+]c2ccc(O)cc12)c1ccc(F)cc1,c1ccc(CCNc2cc(COc3ccccc3)[nH+]c3ccccc23)cc1,C26H28FN3O2+2,2.0,32.0,60.0,1.0,5ad46e20d3a93079e6c0ed665bc7bcbfbeaa10b8d17ec325b578319799e7b18b,-5.06327281392812,-64.8546970376858,-0.158227275435254,3,3,3,matched,complete
ATP-HTVS-143D46541936,71362,rxn512b____EMOL480996____EMOL720738____EMOL50155899,71362-1,488,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,CN(Cc1ccccc1)C(=O)c1cc(NCc2ccc(C[NH+](C)C)cc2)cs1,CN(Cc1ccccc1)C(=O)c1cc(NCc2ccc(C[NH+](C)C)cc2)cs1,O=C(NCc1ccccc1)c1cc(NCc2ccccc2)cs1,C23H28N3OS+,1.0,28.0,56.0,1.0,e9d143e37ac3f95547db4a7102c0f78d087fc2accba69de4646edec658d114be,-3.86812266389345,-46.4248273611836,-0.138147237996194,2,2,2,matched,complete
ATP-HTVS-1449F4F4BA71,89058,rxn102c____EMOL36904858____EMOL195078550,89058-1,11,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,Cc1ccc(C(=O)c2cnc3ccc(F)cc3c2N(CC[NH3+])Cc2ccc(F)cc2)cc1,Cc1ccc(C(=O)c2cnc3ccc(F)cc3c2N(CC[NH3+])Cc2ccc(F)cc2)cc1,O=C(c1ccccc1)c1cnc2ccccc2c1NCc1ccccc1,C26H24F2N3O+,1.0,32.0,56.0,1.0,747b5df5d554e4c3f79f4f1db42f0d8ca1f458894fe28823be7ad8a9bfdec4ad,-6.21958526920677,-66.3580188940401,-0.194362039662711,1,1,1,matched,complete
ATP-HTVS-14724C615932,53281,m_2230bbb____22397410____10178420,53281-4,704,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,Cc1cc(C)c(C[NH2+][C@@H](Cc2ccccc2)CN(C)C)c(OCc2ccccc2)n1,Cc1cc(C)c(C[NH2+]C(Cc2ccccc2)CN(C)C)c(OCc2ccccc2)n1,c1ccc(CC[NH2+]Cc2cccnc2OCc2ccccc2)cc1,C26H34N3O+,1.0,30.0,64.0,1.0,a0897ecf5c1bdb54ec6caea39384f846ace83539396f56614c91e8038f6150e8,-3.29507612750316,-43.5467267636306,-0.109835870916772,3,3,3,matched,complete
ATP-HTVS-14AE04B6952B,40129,m_282030aaa____21930060____22360182____21979096,40129-2,253,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,CC(C)Nc1ccc(CNc2nc(N[C@@H](CC(N)=O)c3ccccc3)c3ccccc3[nH+]2)cc1,CC(C)Nc1ccc(CNc2nc(NC(CC(N)=O)c3ccccc3)c3ccccc3[nH+]2)cc1,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3[nH+]2)cc1,C27H31N6O+,1.0,34.0,65.0,1.0,27b1335ba700a1a7f0a0d8ea3ae8bea444a2dcecd8f3560372fda3141b8b3f72,-4.47370169161169,-58.1175284022461,-0.131579461517991,6,6,6,matched,complete
ATP-HTVS-14BA2D75CE49,449,YAS_R004____OTV998841____OTV7113231893____OTV7020431351,449-5,608,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,C[NH+](C)[C@@H](CNc1cc(COc2ccccc2)[nH+]c2c([O-])cccc12)c1ccc(F)cc1,C[NH+](C)C(CNc1cc(COc2ccccc2)[nH+]c2c([O-])cccc12)c1ccc(F)cc1,c1ccc(CCNc2cc(COc3ccccc3)[nH+]c3ccccc23)cc1,C26H27FN3O2+,1.0,32.0,59.0,1.0,b56012416961fb16507852d33f568abd98a4fccaf69440bfa6b77fe4991905d8,-3.54257727891752,-62.8720721267896,-0.110705539966173,2,2,2,matched,complete
ATP-HTVS-1551732D1515,43266,m_270004bbb____25289968____24714584,43266-1,489,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,Cc1cc(OCc2ccc(C[NH2+]Cc3ccccc3NCCO)o2)ccc1Cl,Cc1cc(OCc2ccc(C[NH2+]Cc3ccccc3NCCO)o2)ccc1Cl,c1ccc(C[NH2+]Cc2ccc(COc3ccccc3)o2)cc1,C22H26ClN2O3+,1.0,28.0,54.0,1.0,85fb8e7be6f1ea4ebb318295f1139ec01b7fcae2039ce286ad13698d8d3d20a0,-3.86577494528237,-49.6417597580242,-0.138063390902942,2,2,2,matched,complete
ATP-HTVS-159795FE363C,92387,rxn503b____EMOL3801098____EMOL44466703____EMOL313110234,92387-4,78,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,N#Cc1ccccc1CC(=O)Nc1nc2ccccc2cc1C#C[C@@H]([NH3+])Cc1cccc(F)c1,N#Cc1ccccc1CC(=O)Nc1nc2ccccc2cc1C#CC([NH3+])Cc1cccc(F)c1,O=C(Cc1ccccc1)Nc1nc2ccccc2cc1C#CCCc1ccccc1,C28H22FN4O+,1.0,34.0,56.0,1.0,6a250537bc75895deb42fb3fdbb76245660b1480516b48f4d0ada0a4f704d586,-5.28912059855985,-70.173303496339,-0.155562370545878,4,4,4,matched,complete
ATP-HTVS-159959ECB567,70723,rxn502b____EMOL495084____EMOL30488121____EMOL2873214,70723-1,80,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,C[NH+](C)Cc1cccc(CNc2c(NC(=O)c3cc(F)cc(F)c3)c[nH+]c3ccccc23)c1,C[NH+](C)Cc1cccc(CNc2c(NC(=O)c3cc(F)cc(F)c3)c[nH+]c3ccccc23)c1,O=C(Nc1c[nH+]c2ccccc2c1NCc1ccccc1)c1ccccc1,C26H26F2N4O+2,2.0,33.0,59.0,1.0,f7ec511837ef0cd18412157aec54a13c99488204cbfb85cc96ab3906e6c4caec,-5.28054980478574,-67.1634415808605,-0.160016660751083,3,3,3,matched,complete
ATP-HTVS-159CD8CCFA6D,50978,m_270004bbb____12219716____11986586,50978-1,63,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,COc1cccc(F)c1C[NH2+]C[C@H]1c2ccccc2C(=O)N1Cc1ccccc1,COc1cccc(F)c1C[NH2+]CC1c2ccccc2C(=O)N1Cc1ccccc1,O=C1c2ccccc2C(C[NH2+]Cc2ccccc2)N1Cc1ccccc1,C24H24FN2O2+,1.0,29.0,53.0,1.0,dd5e971d98e318ae1d3c1f28c55d57535a6814b579202167b5532ce872e52fb5,-5.41069228280643,-62.1685233474437,-0.186575595958843,4,4,4,matched,complete
ATP-HTVS-159F0F821AF9,96098,rxn512b____EMOL524429____EMOL49851977____EMOL2873214,96098-1,385,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,C#Cc1ccccc1NC(=O)c1sc(Cl)cc1NCc1cccc(C[NH+](C)C)c1,C#Cc1ccccc1NC(=O)c1sc(Cl)cc1NCc1cccc(C[NH+](C)C)c1,O=C(Nc1ccccc1)c1sccc1NCc1ccccc1,C23H23ClN3OS+,1.0,29.0,52.0,1.0,5d3fbb14dbc1d7e7c6365767a9169f10169ce5460f79d92fa526f3fac628618d,-4.07684671932549,-52.017984471473,-0.140580921356051,1,1,1,matched,complete
ATP-HTVS-15A0030054C0,69441,rxn502b____EMOL530803____EMOL13728749____EMOL50155899,69441-1,325,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,C[NH+](C)Cc1ccc(CNc2cnc3ccccc3c2NC(=O)C#Cc2ccccc2)cc1,C[NH+](C)Cc1ccc(CNc2cnc3ccccc3c2NC(=O)C#Cc2ccccc2)cc1,O=C(C#Cc1ccccc1)Nc1c(NCc2ccccc2)cnc2ccccc12,C28H27N4O+,1.0,33.0,60.0,1.0,b52c0d2cb0f7d59a830be932764b390b454130a5916fd2ca8d2cff995055dffe,-4.26158179087582,-53.656851486986,-0.129138842147752,3,3,3,matched,complete
ATP-HTVS-15F2A5DBBD51,68225,m_270004bca____10206044____24714584,68225-1,24,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,CC[N@H+](Cc1ccc(C[NH+](C)C)cc1)Cc1ccc(COc2ccc(Cl)c(C)c2)o1,CC[NH+](Cc1ccc(C[NH+](C)C)cc1)Cc1ccc(COc2ccc(Cl)c(C)c2)o1,c1ccc(C[NH2+]Cc2ccc(COc3ccccc3)o2)cc1,C25H33ClN2O2+2,2.0,30.0,63.0,1.0,67f52cf09aa35a1abc90aac2de8b28b325f8f2021811d8ef3b166d8c40f7bc79,-5.75577483810029,-64.7490636896547,-0.19185916127001,2,2,2,matched,complete
ATP-HTVS-15FA43506D9E,31298,m_270004bca____10206044____7547868,31298-2,321,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,CC[N@@H+](Cc1ccc(C[NH+](C)C)cc1)Cc1cn(Cc2ccccc2)nc1-c1cccnc1,CC[NH+](Cc1ccc(C[NH+](C)C)cc1)Cc1cn(Cc2ccccc2)nc1-c1cccnc1,c1ccc(C[NH2+]Cc2cn(Cc3ccccc3)nc2-c2cccnc2)cc1,C28H35N5+2,2.0,33.0,68.0,1.0,7a0087d6773d9f2e56141015585a214eefde3f177140c3027144f6750a1f540d,-4.32346194669473,-59.0035260207319,-0.131013998384689,4,4,4,matched,complete
ATP-HTVS-16140744D8E5,56385,m_66bab____89515____89991,56385-1,652,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,Cc1ccc(CN2C(=O)c3ccccc3N[C@H]2c2ccccc2I)cc1,Cc1ccc(CN2C(=O)c3ccccc3NC2c2ccccc2I)cc1,O=C1c2ccccc2NC(c2ccccc2)N1Cc1ccccc1,C22H19IN2O,0.0,26.0,45.0,1.0,12fdbe5d6c304435ecd57c377f7531c60329c12520dfc77cc01915835e3057c1,-3.44500000443843,-40.9303666633015,-0.132500000170709,1,1,1,matched,complete
ATP-HTVS-16316C23D1E4,71169,rxn502b____EMOL31412043____EMOL13728749____EMOL2868412,71169-1,449,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,CC[NH+](CC)Cc1ccc(CNc2cnc3ccccc3c2NC(=O)CN(C)c2ccccc2)cc1,CC[NH+](CC)Cc1ccc(CNc2cnc3ccccc3c2NC(=O)CN(C)c2ccccc2)cc1,O=C(CNc1ccccc1)Nc1c(NCc2ccccc2)cnc2ccccc12,C30H36N5O+,1.0,36.0,72.0,1.0,5ba70004bea63c370b0836fdd034f271f7c48cddcd01176c76d51943d70e576c,-3.9335371092757,-55.0808405019254,-0.109264919702103,2,2,2,matched,complete
ATP-HTVS-167535894C2D,33218,m_282030aaa____21926464____23157418____21976814,33218-1,360,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,CN(Cc1ccc(N)[nH+]c1)c1nc2ccccc2nc1NCCc1ccc(C[NH+](C)C)cc1,CN(Cc1ccc(N)[nH+]c1)c1nc2ccccc2nc1NCCc1ccc(C[NH+](C)C)cc1,c1ccc(CCNc2nc3ccccc3nc2NCc2ccc[nH+]c2)cc1,C26H33N7+2,2.0,33.0,66.0,1.0,2912969ae715d6edd34a977ef90ef4ce7afe1a27d65ac776e0e0a9eac3ace6ba,-4.2337937922233,-59.2063733114773,-0.128296781582524,3,3,3,matched,complete
ATP-HTVS-169071BECF96,81441,rxn502b____EMOL31528114____EMOL30488121____EMOL712348,81441-1,646,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,Cc1cccc(Cl)c1C(=O)Nc1cnc2ccccc2c1N(CC#N)c1ccccc1,Cc1cccc(Cl)c1C(=O)Nc1cnc2ccccc2c1N(CC#N)c1ccccc1,O=C(Nc1cnc2ccccc2c1Nc1ccccc1)c1ccccc1,C25H19ClN4O,0.0,31.0,50.0,1.0,bb6dc79908e1e786a6c7afd6f745a17e01b371693f6e61d592b13397653c529b,-3.45555133972806,-41.4521422986407,-0.111469398055744,2,2,2,matched,complete
ATP-HTVS-16A35D40F1B5,38337,m_282030aaa____21931794____22360182____21968946,38337-5,1083,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,COC[C@H](Nc1nc(NCc2ccc(F)c(C[NH+](C)C)c2)nc2ccccc12)c1ccccc1,COCC(Nc1nc(NCc2ccc(F)c(C[NH+](C)C)c2)nc2ccccc12)c1ccccc1,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3n2)cc1,C27H31FN5O+,1.0,34.0,65.0,1.0,3e7136cfc40efc43b198293c94d6e64dc5af7b4098a1ac29866addad408bf04c,-2.22015345546122,-60.5671494351541,-0.065298631042977,1,1,1,matched,complete
ATP-HTVS-16AC68300479,69859,rxn512c____EMOL36364556____EMOL526741____EMOL50155899,69859-1,524,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,CN(C(=O)c1sc2cc(F)ccc2c1NCc1ccc(C[NH+](C)C)cc1)c1cccc(O)c1,CN(C(=O)c1sc2cc(F)ccc2c1NCc1ccc(C[NH+](C)C)cc1)c1cccc(O)c1,O=C(Nc1ccccc1)c1sc2ccccc2c1NCc1ccccc1,C26H27FN3O2S+,1.0,33.0,60.0,1.0,01e09ee75a4b9f169b135f1eddc2d814bca45920b3b88924ed2aa4876124ef60,-3.75054118131307,-49.6752465462227,-0.113652763070093,1,1,1,matched,complete
