canonical_id,compound_code,title,variant,pose_index,glide_docking_score,glide_gscore,glide_emodel,glide_energy,glide_evdw,glide_ecoul,glide_einternal,glide_eff_state_penalty,glide_ligand_efficiency,glide_ligand_efficiency_sa,glide_ligand_efficiency_ln,quickprop_accpthb,quickprop_acid,quickprop_acxdn_5_sa,quickprop_amide,quickprop_amidine,quickprop_amine,quickprop_ciqplogs,quickprop_cns,quickprop_dip_2_v,quickprop_dipole,quickprop_donorhb,quickprop_ea_ev,quickprop_fisa,quickprop_fosa,quickprop_glob,quickprop_humanoralabsorption,quickprop_in34,quickprop_in56,quickprop_ip_ev,quickprop_jm,quickprop_metab,quickprop_mol_mw,quickprop_nando,quickprop_noncon,quickprop_nonhatm,quickprop_percenthumanoralabsorption,quickprop_pisa,quickprop_psa,quickprop_qplogbb,quickprop_qplogherg,quickprop_qplogkhsa,quickprop_qplogkp,quickprop_qplogpc16,quickprop_qplogpo_w,quickprop_qplogpoct,quickprop_qplogpw,quickprop_qplogs,quickprop_qppcaco,quickprop_qppmdck,quickprop_qppolrz,quickprop_ringatoms,quickprop_rotor,quickprop_rtvfg,quickprop_ruleoffive,quickprop_ruleofthree,quickprop_saamideo,quickprop_safluorine,quickprop_sasa,quickprop_stars,quickprop_volume,quickprop_wpsa,source_file,pose_count,variant_count,source_file_count,source_file_exists,known_internal_overlap,smiles,phase8_v1_structure_status,feature_completeness,trace_complete,selection_eligible,docking_priority,emodel_priority,ligand_efficiency_priority,exploitation_score,selected_in_phase8_v1,phase8_v1_acquisition_id,phase8_v1_priority,phase8_v1_wave,phase8_v1_selection_arm,canonical_smiles,scaffold,molecular_formula,formal_charge,heavy_atom_count,smiles_sha256,max_similarity_to_internal,nearest_internal_compound_id,scaffold_seen_in_internal,selection_arm_v2,selection_objective_v2,arm_rank_v2,wave_v2,priority_v2,docking_decile,acquisition_order_v2,acquisition_id_v2,structure_status_v2,mmgbsa_label_status,experimental_activity_status,next_required_action
ATP-HTVS-DDBB6FEB6103,43170,m_270004bbb____15722580____21435080,43170-2,7,-6.29318849134732,-6.31988849134732,-71.7115134165612,-48.0563859939575,-35.5225868225098,-12.5337991714478,3.58681321144104,0.0267,-0.217006499701632,-0.666712719568175,-1.44098058302746,3.7,0,0.0079142,0,0,1,-5.756,1,0.0025503,1.766,2.0,0.648,65.074,187.249,0.8363779,3,0,21,8.904,0.0130072971735335,6,389.468,3,0,29,100.0,361.982,43.586,0.035,-6.632,0.854,-2.834,12.735,4.847,18.807,9.261,-4.642,596.63,565.604,41.741,21,7,0,0,0,0.0,46.864,661.168,0,1222.713,46.864,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.992651561543172,0.95529699938763,0.988977342314758,0.9807103490508268,True,ATP-ACQ-0043,P1,2.0,exploitation,C[C@H](O)Cc1ccc(C[NH2+]Cc2oc3ccc(F)cc3c2-c2ccccc2)cc1,c1ccc(C[NH2+]Cc2oc3ccccc3c2-c2ccccc2)cc1,C25H25FNO2+,1.0,29.0,4a0759120509f44ac4f0e4233a820e66d8eac0f6335001c9b5b6e27261533dde,0.2535211267605634,ATP-SMI-CFA68A98711F,False,exploitation,test whether strongest HTVS multi-score candidates retain favorable same-protocol MMGBSA,15,2,P1,,43,ATP-ACQ2-0043,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-5801E8FB792E,25635,m_270004bbb____23868216____7547738,25635-1,94,-5.14154727999399,-5.21694727999399,-62.1502316701078,-42.6743297576904,-31.036563873291,-11.6377658843994,3.11653470993042,0.0754,-0.183626688571214,-0.557598776838051,-1.18682007461048,5.0,0,0.009943,0,0,1,-4.988,1,0.0217542,5.246,2.0,0.635,52.479,145.247,0.7954717,3,0,23,7.936,0.0118598854338853,9,369.468,5,0,28,100.0,513.438,52.611,0.108,-8.016,0.803,-2.261,14.466,4.666,21.183,12.031,-5.233,785.49,421.589,46.17,23,5,0,0,1,0.0,0.0,711.163,2,1265.155,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.8628291488058788,0.7881200244947949,0.9222290263319044,0.8522963870177587,False,,,,,CNc1ccccc1C[NH2+]Cc1cn(-c2ccccc2)nc1-c1cccnc1,c1ccc(C[NH2+]Cc2cn(-c3ccccc3)nc2-c2cccnc2)cc1,C23H24N5+,1.0,28.0,8c21bff7a5436371f37f23c3bcec5d3bbedc16c721d945db1acd59b0e74f0d74,0.5441176470588235,ATP-SMI-96FD6257D8BA,False,local_structure_bridge,connect the existing 17-candidate chemical series to nearby HTVS structures across distinct scaffolds,15,2,P1,,44,ATP-ACQ2-0044,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-675D7E7E37EF,84769,rxn101____EMOL108753642____EMOL30145481,84769-1,286,-4.39095491270896,-4.39625491270896,-54.4867991019564,-43.6667003631592,-38.3727035522461,-5.29399681091309,3.36962151527405,0.0053,-0.141643706861579,-0.444956799758638,-0.990294899423106,7.0,0,0.0131232,0,0,0,-6.081,-1,0.0864719,10.794,2.0,0.886,94.402,197.073,0.7821205,1,0,22,8.188,0.0152759212265358,6,412.49,6,0,31,100.0,462.874,85.668,-0.827,-7.265,0.602,-1.053,15.235,4.548,23.966,13.826,-6.379,1260.92,635.596,48.34,22,6,0,0,1,0.0,0.0,754.349,1,1347.477,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,1,1,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.575015309246785,0.4929577464788732,0.6344151867728107,0.5622780159216166,False,,,,,CC(C)Nc1ccccc1NC(=O)Cn1c(=O)nc(-c2ccccc2)c2ccccc21,O=C(Cn1c(=O)nc(-c2ccccc2)c2ccccc21)Nc1ccccc1,C25H24N4O2,0.0,31.0,9995b0986e6a51fc5971d88f6c02e65bd09549e1f8bf7a253a37810298b4782e,0.1927710843373494,ATP-SMI-4417138BF81D,False,scaffold_score_exploration,cover unseen scaffolds across docking-score deciles to reduce selection bias,15,2,P1,4.0,45,ATP-ACQ2-0045,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-92BA88CED8DA,20033,WXDL_15E____QS5063____LN00174727____BT2076,20033-1,8,-6.1795954276148,-6.3585954276148,-71.8208229639052,-44.7069225311279,-31.5139427185059,-13.1929798126221,3.15296530723572,0.179,-0.237676747215954,-0.704116428414423,-1.45125770926888,5.25,0,0.0102761,0,0,2,-3.112,1,0.012428,3.937,2.0,0.589,86.221,252.265,0.7754866,2,0,18,8.981,0.0006102840691843,7,347.459,4,0,26,82.905,384.026,53.697,-0.077,-8.449,0.57,-5.113,13.679,3.529,19.591,10.992,-3.643,93.771,46.885,42.283,18,8,0,0,1,0.0,0.0,722.512,0,1247.044,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,3,3,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.9859154929577464,0.9571341090018372,0.9975505205143906,0.9796080832823024,True,ATP-ACQ-0046,P1,2.0,exploitation,C[NH+](C)Cc1ccc(C[NH2+]Cc2ccc(-c3cccc(O)c3)cn2)cc1,c1ccc(C[NH2+]Cc2ccc(-c3ccccc3)cn2)cc1,C22H27N3O+2,2.0,26.0,ac1a2ff911294e9e938985c5009eca8cd2e5ec4ccb0444abd2afc937de222eb2,0.4,ATP-SMI-9DA3213A09E8,False,exploitation,test whether strongest HTVS multi-score candidates retain favorable same-protocol MMGBSA,16,2,P1,,46,ATP-ACQ2-0046,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-DB6DF45B456E,23457,m_270004bbb____8349656____24720270,23457-1,76,-5.12756462447033,-5.21776462447033,-62.7268205220777,-42.1919651031494,-27.4826278686523,-14.7093372344971,5.55449533462524,0.0902,-0.183127308016797,-0.556082363355424,-1.18359246716701,5.5,0,0.0069888,0,0,2,-3.674,2,0.0012025,1.274,1.0,-0.222,15.13,389.124,0.750447,3,0,17,8.669,0.0030522661324139,9,380.486,5,0,28,100.0,382.715,42.555,0.579,-8.848,0.758,-3.615,14.076,4.72,18.579,8.995,-4.48,442.814,251.025,45.086,17,10,0,0,1,0.0,0.0,786.968,1,1349.486,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,3,3,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.8591549295774648,0.8077158603796694,0.9191671769748928,0.8557256582976117,False,,,,,COc1ccccc1OCc1ccc(C[NH2+]Cc2cccc(C[NH+](C)C)c2)o1,c1ccc(C[NH2+]Cc2ccc(COc3ccccc3)o2)cc1,C23H30N2O3+2,2.0,28.0,c42543c0325d374bf4ef167155a40e6b9dae8967a1943e779c82ad41601d1350,0.5423728813559322,ATP-SMI-91E7552C2382,False,local_structure_bridge,connect the existing 17-candidate chemical series to nearby HTVS structures across distinct scaffolds,16,2,P1,,47,ATP-ACQ2-0047,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-7A394D6CE484,99713,rxn102b____EMOL316258031____EMOL42620813,99713-4,450,-3.97450067174064,-4.40670067174064,-51.7208726967115,-43.0228223800659,-35.6587371826172,-7.36408519744873,14.6744213104248,0.4322,-0.124203145991895,-0.394320408755051,-0.889999041199208,6.0,0,0.010757,0,0,1,-6.037,1,0.0201187,5.127,1.5,1.282,77.916,108.929,0.8459893,3,0,22,8.292,0.145459831482362,5,441.547,5,0,32,100.0,495.204,62.527,-0.243,-7.112,0.655,-2.506,14.713,4.441,21.045,11.604,-3.977,450.735,234.476,45.718,22,8,0,0,0,0.0,0.0,683.133,1,1306.346,1.084,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,4,4,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.4084507042253521,0.3851806491120637,0.4206981016533986,0.4039191671769749,False,,,,,C#CC[NH2+][C@@H](C)c1ccccc1Nc1nc2ccccc2cc1S(=O)(=O)c1ccccc1,O=S(=O)(c1ccccc1)c1cc2ccccc2nc1Nc1ccccc1,C26H24N3O2S+,1.0,32.0,95d8a46a364a60236893f30aba02a221fec9a11f5639bc83d35eeca8726e33dd,0.23809523809523808,ATP-SMI-4417138BF81D,False,scaffold_score_exploration,cover unseen scaffolds across docking-score deciles to reduce selection bias,16,2,P1,5.0,48,ATP-ACQ2-0048,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-3FEB13A0176D,79265,rxn403____EMOL44390368____EMOL720244____EMOL1197208,79265-6,12,-6.10497051782088,-6.60217051782088,-76.755817942428,-50.3531103134155,-38.6843109130859,-11.6687994003296,8.88853168487549,0.4972,-0.196934532832932,-0.618646330520968,-1.37685794664573,4.5,0,0.008663,0,0,2,-6.059,1,0.0183162,4.974,2.0,0.808,77.35,106.485,0.804517,3,0,21,8.864,0.0002520973155314,8,421.559,3,0,31,92.145,515.814,48.353,0.047,-8.607,0.918,-4.293,15.682,4.85,21.155,10.69,-4.93,113.812,89.851,46.417,21,10,0,0,1,0.0,0.0,734.618,1,1350.975,34.969,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,4,4,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.981016533986528,0.9853031230863442,0.964482547458665,0.9789957134109002,True,ATP-ACQ-0049,P1,2.0,exploitation,N#C[C@H](N[C@@H](C#CC[NH2+]Cc1ccccc1)c1cc2ccccc2s1)c1ccccc1,C(#CC(NCc1ccccc1)c1cc2ccccc2s1)C[NH2+]Cc1ccccc1,C27H24N3S+,1.0,31.0,41046c1225213bbdf4ab486131303f0eee0a972113c257111dc0d9ee7e276217,0.31645569620253167,ATP-SMI-9DA3213A09E8,False,exploitation,test whether strongest HTVS multi-score candidates retain favorable same-protocol MMGBSA,17,2,P1,,49,ATP-ACQ2-0049,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-9B930A3F277B,46658,m_270004bbb____8349702____8127862,46658-5,547,-3.71626239896153,-6.16726239896153,-77.3328627158956,-50.8292589187622,-39.2667617797852,-11.5624971389771,2.75588488578796,2.451,-0.106178925684615,-0.34731830624735,-0.815802074572204,6.25,0,0.0082827,0,0,3,-4.461,2,0.0021081,1.775,1.0,0.605,21.593,246.17,0.8378479,3,0,28,8.274,0.45463817070112,8,465.637,4,4,35,91.166,486.823,27.334,0.613,-8.656,1.078,-3.464,15.788,4.91,22.313,10.629,-2.547,95.903,53.146,52.535,28,9,0,0,1,0.0,0.0,754.586,1,1494.731,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.2957746478873239,0.9871402327005512,0.2253521126760563,0.4890998162890386,False,,,,,CN1CCN(Cc2ccccc2C[NH2+]Cc2cc(OCc3ccccc3)c3ccccc3c2)CC1,c1ccc(COc2cc(C[NH2+]Cc3ccccc3CN3CCNCC3)cc3ccccc23)cc1,C31H36N3O+,1.0,35.0,18f2eddf52d469d6bb3e59df243154db367bc9849eb829b156d1c320e47bf76d,0.5423728813559322,ATP-SMI-CFA68A98711F,False,local_structure_bridge,connect the existing 17-candidate chemical series to nearby HTVS structures across distinct scaffolds,17,2,P1,,50,ATP-ACQ2-0050,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-C894FAAE5B10,4706,YAS_R001____OTV6666767____OTV7020410249,4706-2,475,-3.89827983630935,-3.96397983630935,-48.9920317222555,-39.1269612312317,-32.6451454162598,-6.48181581497192,6.14552068710327,0.0657,-0.108285551008593,-0.357551011109745,-0.850499340932673,8.25,0,0.0108182,0,0,1,-6.0,1,0.0284107,6.507,1.0,0.621,63.625,340.497,0.8274346,3,0,22,8.842,0.0936728116983161,5,483.609,6,0,36,100.0,358.481,72.021,-0.26,-6.76,0.598,-2.532,15.174,4.633,22.956,11.81,-4.181,615.811,324.076,50.494,22,10,0,0,0,0.0,0.0,762.602,0,1490.39,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,4,4,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.3717085119412125,0.2700551132884262,0.2461726883037354,0.3161053276178812,False,,,,,CC[NH+](CC)[C@H](CNC(=O)c1cn(Cc2ccc(OC)cc2)c(=O)c2ccccc12)c1ccccc1,O=C(NCCc1ccccc1)c1cn(Cc2ccccc2)c(=O)c2ccccc12,C30H34N3O3+,1.0,36.0,2df94122ca9667927a5e7879841863e3df5eaed7642bdf9f99b682d4947beb08,0.2247191011235955,ATP-SMI-C3308BEE03AC,False,scaffold_score_exploration,cover unseen scaffolds across docking-score deciles to reduce selection bias,17,2,P1,6.0,51,ATP-ACQ2-0051,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-54A1786C1F00,83457,rxn503b____EMOL491815____EMOL44466703____EMOL313110234,83457-7,6,-6.26897481874173,-6.88197481874173,-82.4643768815005,-53.4098796844482,-36.6380386352539,-16.7718410491943,9.38437747955322,0.613,-0.184381612315933,-0.59732484649514,-1.38499237624766,6.2,0,0.0166796,0,0,1,-6.35,-1,0.0360937,7.093,4.0,1.048,136.195,45.216,0.8116697,3,0,22,8.751,0.0018092778083737,5,473.933,5,0,34,89.987,468.761,90.802,-0.73,-7.541,0.607,-3.577,16.441,4.344,26.478,15.636,-4.841,126.258,189.507,48.32,22,9,0,0,0,0.0,41.182,743.423,1,1393.721,93.251,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,8,8,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.9895897121861604,0.9957134109001836,0.9240661359461114,0.9783221065523576,True,ATP-ACQ-0052,P1,2.0,exploitation,[NH3+][C@H](C#Cc1cc2ccccc2nc1NC(=O)[C@H](O)c1ccc(Cl)cc1)Cc1cccc(F)c1,O=C(Cc1ccccc1)Nc1nc2ccccc2cc1C#CCCc1ccccc1,C27H22ClFN3O2+,1.0,34.0,c356d23b17ed861bfc335cc6ea45ac1ee725422a1de11237299e14fefe2012a2,0.3373493975903614,ATP-SMI-4417138BF81D,False,exploitation,test whether strongest HTVS multi-score candidates retain favorable same-protocol MMGBSA,18,2,P1,,52,ATP-ACQ2-0052,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-4E652792F62F,84931,rxn512b____EMOL50241152____EMOL49851977____EMOL2873214,84931-1,423,-3.96789359037915,-4.01099359037915,-56.2205361315999,-42.9178733825684,-40.484676361084,-2.43319702148438,4.38665056228638,0.0431,-0.132263119679305,-0.41097226434047,-0.901548657397555,4.5,0,0.0081748,0,0,2,-5.209,2,0.0045794,2.441,1.5,0.73,36.586,199.689,0.8547174,3,0,17,8.598,0.0100490438214478,7,437.986,4,0,30,100.0,338.986,48.787,0.727,-6.952,0.885,-4.261,13.958,4.969,19.221,8.575,-3.379,277.175,526.867,43.356,17,9,0,0,1,0.0,0.0,674.186,0,1300.636,98.924,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,1,1,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.4053888548683405,0.5646050214329456,0.5235762400489896,0.4767911818738518,False,,,,,C#C[C@@H](NC(=O)c1sc(Cl)cc1NCc1cccc(C[NH+](C)C)c1)c1ccccc1,O=C(NCc1ccccc1)c1sccc1NCc1ccccc1,C24H25ClN3OS+,1.0,30.0,99e0f833cece937578da68597a13073dd4dc04b74a9dcec8843a59b9048b3710,0.5416666666666666,ATP-SMI-BF69AB71C1A4,True,local_structure_bridge,connect the existing 17-candidate chemical series to nearby HTVS structures across distinct scaffolds,18,2,P1,,53,ATP-ACQ2-0053,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-542A37ED863C,14243,a1____51052____400834,14243-2,569,-3.62532293838666,-4.36052293838666,-47.6790657138249,-36.8398561477661,-28.6624870300293,-8.17736911773682,7.64763927459717,0.7352,-0.129475819228095,-0.393164844355898,-0.836830978286397,4.5,0,0.0,0,0,0,-6.129,0,0.0493648,7.469,0.0,1.053,50.488,147.474,0.8819792,3,0,22,8.921,2.60428959293757,2,368.434,4,0,28,100.0,396.928,46.762,-0.11,-5.335,0.525,-0.668,11.959,4.591,16.446,7.744,-4.483,3289.428,1791.827,40.293,22,4,0,0,0,0.0,0.0,594.89,0,1130.044,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,1,1,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.2694427434170239,0.2278015921616656,0.483159828536436,0.2996938150642989,True,ATP-ACQ-0017,P0,1.0,descriptor_diversity,Cc1ccc(Oc2cc(C(=O)N(C)c3ccccc3)[nH+]c3ccccc23)cc1,O=C(Nc1ccccc1)c1cc(Oc2ccccc2)c2ccccc2[nH+]1,C24H21N2O2+,1.0,28.0,cefcc7c5efe6e2ff2580a0b9b021409bff35a4219b8f1dc9f8c3b0f019d752ea,0.19540229885057472,ATP-SMI-FCA9CDF3313B,False,scaffold_score_exploration,cover unseen scaffolds across docking-score deciles to reduce selection bias,18,2,P1,7.0,54,ATP-ACQ2-0054,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-F8BD3C119C5E,34435,m_269862dba____8258832____13192834,34435-4,5,-6.25521085706323,-6.31811085706323,-70.1475610683062,-45.9282655715942,-32.1972427368164,-13.7310228347778,5.22085380554199,0.0629,-0.231674476187527,-0.695023427799019,-1.45610996231367,4.7,0,0.0097194,0,0,1,-5.168,1,0.0034704,2.037,2.0,0.268,46.103,40.274,0.7965568,3,0,21,8.838,0.0919641331637592,7,378.857,4,0,27,100.0,542.3,49.508,0.191,-8.136,0.586,-1.849,14.343,4.636,19.648,11.401,-4.766,902.831,983.122,42.373,21,7,0,0,1,0.0,0.0,683.873,1,1195.475,55.196,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,8,8,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.988977342314758,0.9424372320881812,0.996325780771586,0.9764849969381506,True,ATP-ACQ-0055,P1,2.0,exploitation,O[C@H](C[NH2+][C@@H](c1ccccn1)c1cc2ccccc2o1)c1ccccc1Cl,c1ccc(CC[NH2+]C(c2ccccn2)c2cc3ccccc3o2)cc1,C22H20ClN2O2+,1.0,27.0,371050705d42a5aa333d1fc6bac7adec7455000f6a9af41bb19305e09a1efc5d,0.2077922077922078,ATP-SMI-CDED936B42F4,False,exploitation,test whether strongest HTVS multi-score candidates retain favorable same-protocol MMGBSA,19,2,P1,,55,ATP-ACQ2-0055,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-83768D529230,81825,rxn512b____EMOL477532____EMOL15801711____EMOL50155899,81825-1,20,-5.83755543127655,-5.87765543127655,-62.0989872418523,-42.6874666213989,-31.057165145874,-11.6303014755249,3.50768232345581,0.0401,-0.216205756713946,-0.64861726942926,-1.35888666477836,5.5,0,0.010683,0,0,2,-3.595,1,0.0156587,4.498,2.0,0.252,65.392,261.035,0.7879787,3,0,17,8.268,0.0009127663462631,7,379.519,4,0,27,89.098,364.359,54.641,0.268,-8.153,0.652,-4.798,14.049,3.983,20.456,10.99,-3.821,147.772,122.716,43.899,17,8,0,0,1,0.0,0.0,728.091,0,1292.12,37.306,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.9657072872014696,0.7850581751377832,0.9871402327005512,0.91579914268218,False,,,,,C[NH+](C)Cc1ccc(CNc2csc(CC(=O)Nc3ccccc3)c2)cc1,O=C(Cc1cc(NCc2ccccc2)cs1)Nc1ccccc1,C22H26N3OS+,1.0,27.0,778819cfecba440f316f9276629f2efdef2fb83cdffa710dca5b3b2f90a13a60,0.5238095238095238,ATP-SMI-5B36D3E11A3B,False,local_structure_bridge,connect the existing 17-candidate chemical series to nearby HTVS structures across distinct scaffolds,19,2,P1,,56,ATP-ACQ2-0056,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-892E5C6BD7E4,94849,rxn512b____EMOL712348____EMOL719673____EMOL17023805,94849-1,862,-2.82877717099983,-2.82877717099983,-32.4235533531421,-31.3056102991104,-33.0542755126953,1.7486652135849,9.15359020233154,0.0,-0.0883992865937446,-0.280650240740077,-0.633440318140257,5.5,0,0.0075843,0,0,1,-6.819,1,0.0395819,7.336,1.0,0.623,86.866,189.675,0.8184299,3,0,21,7.923,0.0007535943587584,6,422.529,5,0,32,100.0,448.638,63.13,-0.385,-7.336,0.898,-2.835,14.842,4.92,20.774,10.224,-5.914,370.723,187.251,47.403,21,8,0,0,1,0.0,0.0,725.179,0,1359.542,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,1,1,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.1426821800367421,0.0128597672994488,0.1432945499081445,0.1038579301898346,False,,,,,CCN(Cc1ccccc1C)c1c(C(=O)N(CC#N)c2ccccc2)[nH]c2ccccc12,O=C(Nc1ccccc1)c1[nH]c2ccccc2c1NCc1ccccc1,C27H26N4O,0.0,32.0,e7e8436452edaef2abc4713bb925d759d193f4ffd96df5f7d4eff8cef403cc07,0.19101123595505617,ATP-SMI-94F73967C042,False,scaffold_score_exploration,cover unseen scaffolds across docking-score deciles to reduce selection bias,19,2,P1,8.0,57,ATP-ACQ2-0057,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-3B3954EE8C13,84897,rxn503b____EMOL32279559____EMOL13728749____EMOL313110234,84897-3,4,-6.32225078624524,-6.93525078624524,-74.5739171032211,-47.8076114654541,-30.9214458465576,-16.8861656188965,5.77850723266602,0.613,-0.185948552536625,-0.602401124520021,-1.39676253180945,4.5,0,0.0109747,0,0,1,-6.649,0,0.0533416,8.467,3.0,1.297,117.901,52.254,0.829253,3,0,22,8.946,0.0021891366506051,5,451.474,4,0,34,96.518,471.51,77.251,-0.495,-7.27,0.897,-3.326,15.068,4.929,23.76,12.523,-4.988,188.253,213.678,46.994,22,8,0,0,0,0.0,68.537,710.202,1,1343.865,68.537,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,1,1,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.9938763012859768,0.9755052051439068,0.9314145744029394,0.9758726270667484,True,ATP-ACQ-0058,P1,2.0,exploitation,[NH3+][C@@H](C#Cc1cnc2ccccc2c1NC(=O)C#Cc1cccc(F)c1)Cc1cccc(F)c1,O=C(C#Cc1ccccc1)Nc1c(C#CCCc2ccccc2)cnc2ccccc12,C28H20F2N3O+,1.0,34.0,df81067913d31d9636bdc745c903c26d5f494eab4f3f570e7fa64e5048992523,0.1956521739130435,ATP-SMI-4417138BF81D,False,exploitation,test whether strongest HTVS multi-score candidates retain favorable same-protocol MMGBSA,20,2,P1,,58,ATP-ACQ2-0058,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
