acquisition_id,acquisition_order,priority,wave,selection_arm,arm_rank,selection_objective,canonical_id,compound_code,title,variant,pose_index,source_file,source_file_exists,pose_count,variant_count,feature_completeness,glide_docking_score,glide_emodel,glide_energy,glide_ligand_efficiency,docking_priority,emodel_priority,ligand_efficiency_priority,exploitation_score,quickprop_mol_mw,quickprop_psa,quickprop_qplogpo_w,quickprop_qplogs,quickprop_qplogherg,quickprop_percenthumanoralabsorption,quickprop_stars,known_internal_overlap,next_required_action,mmgbsa_label_status,experimental_activity_status,canonical_smiles,canonical_smiles_nonisomeric,scaffold,molecular_formula,formal_charge,heavy_atom_count,atom_count_with_h,conformer_count,smiles_sha256,structure_join_status,structure_status
ATP-ACQ-0048,48,P1,2,score_calibration,16,add medium and weak docking controls to reduce Top-candidate selection bias,ATP-HTVS-85577F90127E,51907,m_282030aaa____21932362____23157418____21968946,51907-1,596,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,True,1,1,1.0,-3.55311571776964,-48.5487339267409,-37.3687524795532,-0.101517591936275,0.2504592774035517,0.2541334966319657,0.1990202082057562,0.2412737293325168,472.607,47.47,4.941,-3.323,-4.86,100.0,0,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown,C[C@@H](Nc1nc2ccccc2nc1NCc1ccc(F)c(C[NH+](C)C)c1)c1ccc(N(C)C)cc1,CC(Nc1nc2ccccc2nc1NCc1ccc(F)c(C[NH+](C)C)c1)c1ccc(N(C)C)cc1,c1ccc(CNc2nc3ccccc3nc2NCc2ccccc2)cc1,C28H34FN6+,1.0,35.0,69.0,1.0,51310328ac2eb8819a13c516b19d8eb0d01a94809d83b00c4ef97b1b4eb1f41a,matched,extracted_and_rdkit_validated
ATP-ACQ-0049,49,P1,2,exploitation,17,test whether strongest HTVS multi-score candidates retain favorable same-protocol MMGBSA,ATP-HTVS-3FEB13A0176D,79265,rxn403____EMOL44390368____EMOL720244____EMOL1197208,79265-6,12,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,True,4,4,1.0,-6.10497051782088,-76.755817942428,-50.3531103134155,-0.196934532832932,0.981016533986528,0.9853031230863442,0.964482547458665,0.9789957134109002,421.559,48.353,4.85,-4.93,-8.607,92.145,1,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown,N#C[C@H](N[C@@H](C#CC[NH2+]Cc1ccccc1)c1cc2ccccc2s1)c1ccccc1,N#CC(NC(C#CC[NH2+]Cc1ccccc1)c1cc2ccccc2s1)c1ccccc1,C(#CC(NCc1ccccc1)c1cc2ccccc2s1)C[NH2+]Cc1ccccc1,C27H24N3S+,1.0,31.0,55.0,1.0,41046c1225213bbdf4ab486131303f0eee0a972113c257111dc0d9ee7e276217,matched,extracted_and_rdkit_validated
ATP-ACQ-0050,50,P1,2,descriptor_diversity,17,expand physicochemical and docking-feature coverage before SMILES/scaffold extraction,ATP-HTVS-B278BB2953A5,37281,m_270004bbb____25289958____24721296,37281-1,294,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,True,2,2,1.0,-4.35664288623461,-54.4902664504592,-40.4404668807983,-0.150229065042573,0.5603184323331292,0.4935701163502756,0.7164727495407226,0.5715248009797917,390.527,49.948,4.639,-4.413,-9.313,100.0,4,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown,C[NH+](C)CCNc1ccccc1C[NH2+]Cc1ccc(OCc2ccccc2)cn1,C[NH+](C)CCNc1ccccc1C[NH2+]Cc1ccc(OCc2ccccc2)cn1,c1ccc(C[NH2+]Cc2ccc(OCc3ccccc3)cn2)cc1,C24H32N4O+2,2.0,29.0,61.0,1.0,6761ed1f761dc6019c1f2084ff6af1f16f77500727ff49a2600a89afc8547133,matched,extracted_and_rdkit_validated
ATP-ACQ-0051,51,P1,2,score_calibration,17,add medium and weak docking controls to reduce Top-candidate selection bias,ATP-HTVS-DD1946FA5AC5,93185,rxn502a____EMOL882167____EMOL45980405____EMOL50155899,93185-1,816,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,True,3,3,1.0,-2.95789127203458,-38.6467688597857,-32.0933351516724,-0.0954158474849866,0.1512553582363747,0.0606246172688303,0.1726883037354562,0.1283527250459277,416.565,46.781,4.768,-4.588,-6.87,100.0,1,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown,CN(C(=O)C(C)(C)c1ccccc1)c1ncccc1NCc1ccc(C[NH+](C)C)cc1,CN(C(=O)C(C)(C)c1ccccc1)c1ncccc1NCc1ccc(C[NH+](C)C)cc1,O=C(Cc1ccccc1)Nc1ncccc1NCc1ccccc1,C26H33N4O+,1.0,31.0,64.0,1.0,359a8f0de41374291d348eb743bc1e3c70fe650a2e7c6bcee0b17f91aec4c0c5,matched,extracted_and_rdkit_validated
ATP-ACQ-0052,52,P1,2,exploitation,18,test whether strongest HTVS multi-score candidates retain favorable same-protocol MMGBSA,ATP-HTVS-54A1786C1F00,83457,rxn503b____EMOL491815____EMOL44466703____EMOL313110234,83457-7,6,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,True,8,8,1.0,-6.26897481874173,-82.4643768815005,-53.4098796844482,-0.184381612315933,0.9895897121861604,0.9957134109001836,0.9240661359461114,0.9783221065523576,473.933,90.802,4.344,-4.841,-7.541,89.987,1,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown,[NH3+][C@H](C#Cc1cc2ccccc2nc1NC(=O)[C@H](O)c1ccc(Cl)cc1)Cc1cccc(F)c1,[NH3+]C(C#Cc1cc2ccccc2nc1NC(=O)C(O)c1ccc(Cl)cc1)Cc1cccc(F)c1,O=C(Cc1ccccc1)Nc1nc2ccccc2cc1C#CCCc1ccccc1,C27H22ClFN3O2+,1.0,34.0,56.0,1.0,c356d23b17ed861bfc335cc6ea45ac1ee725422a1de11237299e14fefe2012a2,matched,extracted_and_rdkit_validated
ATP-ACQ-0053,53,P1,2,descriptor_diversity,18,expand physicochemical and docking-feature coverage before SMILES/scaffold extraction,ATP-HTVS-E85D4903F0A1,48227,m_270004bbb____23846716____7548984,48227-4,1198,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,True,1,1,1.0,-1.88450407350739,-46.158236843581,-38.7400965690613,-0.0649828990864617,0.0691977954684629,0.1855480710349051,0.0832823025107164,0.1069197795468463,450.425,35.905,4.854,-3.349,-6.841,100.0,0,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown,C[NH+](C)C[C@H](CNCc1csc(COc2ccc(Cl)cc2)n1)c1ccc(Cl)cc1,C[NH+](C)CC(CNCc1csc(COc2ccc(Cl)cc2)n1)c1ccc(Cl)cc1,c1ccc(CCNCc2csc(COc3ccccc3)n2)cc1,C22H26Cl2N3OS+,1.0,29.0,55.0,1.0,998ac7e3b2fd8b7beaa72423c39dd7e5ec75d8c320b4ccb31fcc57f3786b1000,matched,extracted_and_rdkit_validated
ATP-ACQ-0054,54,P1,2,score_calibration,18,add medium and weak docking controls to reduce Top-candidate selection bias,ATP-HTVS-EE8A818A3017,72097,rxn403____EMOL8314610____EMOL24201912____EMOL530791,72097-4,815,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,True,1,1,1.0,-2.95811246750271,-48.2899721449823,-34.8743047714233,-0.095422982822668,0.1518677281077771,0.2455603184323331,0.1733006736068585,0.1842620943049602,412.487,63.83,4.978,-5.0,-6.494,100.0,2,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown,OCC[NH2+]c1ccc(N[C@@H](C#CCOc2ccccc2)c2coc3ccccc23)cc1,OCC[NH2+]c1ccc(NC(C#CCOc2ccccc2)c2coc3ccccc23)cc1,C(#CC(Nc1ccccc1)c1coc2ccccc12)COc1ccccc1,C26H25N2O3+,1.0,31.0,56.0,1.0,bf49b3a17ac2e51124cf8ecbe06ed4a3d92e9f8a8e5677a564534d7ceb6e9ef0,matched,extracted_and_rdkit_validated
ATP-ACQ-0055,55,P1,2,exploitation,19,test whether strongest HTVS multi-score candidates retain favorable same-protocol MMGBSA,ATP-HTVS-F8BD3C119C5E,34435,m_269862dba____8258832____13192834,34435-4,5,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,True,8,8,1.0,-6.25521085706323,-70.1475610683062,-45.9282655715942,-0.231674476187527,0.988977342314758,0.9424372320881812,0.996325780771586,0.9764849969381506,378.857,49.508,4.636,-4.766,-8.136,100.0,1,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown,O[C@H](C[NH2+][C@@H](c1ccccn1)c1cc2ccccc2o1)c1ccccc1Cl,OC(C[NH2+]C(c1ccccn1)c1cc2ccccc2o1)c1ccccc1Cl,c1ccc(CC[NH2+]C(c2ccccn2)c2cc3ccccc3o2)cc1,C22H20ClN2O2+,1.0,27.0,47.0,1.0,371050705d42a5aa333d1fc6bac7adec7455000f6a9af41bb19305e09a1efc5d,matched,extracted_and_rdkit_validated
ATP-ACQ-0056,56,P1,2,descriptor_diversity,19,expand physicochemical and docking-feature coverage before SMILES/scaffold extraction,ATP-HTVS-CEC01CDE00B1,94818,rxn505a____EMOL5415347____EMOL313123100____EMOL49780033,94818-2,970,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,True,1,1,1.0,-2.47877349878223,-45.3261663544708,-41.0300642251968,-0.0708220999652065,0.1181873851806491,0.1641151255358236,0.1010410287813839,0.1285364360073484,462.553,98.586,3.637,-4.612,-9.736,75.406,3,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown,CN(C)Cc1ccccc1C(=O)Nc1ncc(C#Cc2ccccc2NN)nc1-c1ccccc1,CN(C)Cc1ccccc1C(=O)Nc1ncc(C#Cc2ccccc2NN)nc1-c1ccccc1,O=C(Nc1ncc(C#Cc2ccccc2)nc1-c1ccccc1)c1ccccc1,C28H26N6O,0.0,35.0,61.0,1.0,1983297ab133140472cd3107f6deaaa6f3c814a0298c77318af97af3679836c6,matched,extracted_and_rdkit_validated
ATP-ACQ-0057,57,P1,2,score_calibration,19,add medium and weak docking controls to reduce Top-candidate selection bias,ATP-HTVS-8EE5F01B86B2,66145,m_2230bdc____17849930____666704,66145-1,1275,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,True,2,2,1.0,-1.66247542751148,-34.3394809330867,-31.5075242966413,-0.0615731639819068,0.0502143294549908,0.0220453153704837,0.0747091243110839,0.0466625842008573,353.423,66.978,3.162,-5.051,-7.261,84.993,1,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown,N#Cc1cccc(CN2CC(=O)Nc3ccccc3[C@H]2c2ccccc2)c1,N#Cc1cccc(CN2CC(=O)Nc3ccccc3C2c2ccccc2)c1,O=C1CN(Cc2ccccc2)C(c2ccccc2)c2ccccc2N1,C23H19N3O,0.0,27.0,46.0,1.0,d661fae60f6606546fb618057f8e7c457a1a7030fd11c740e892bf28b48cc2ca,matched,extracted_and_rdkit_validated
ATP-ACQ-0058,58,P1,2,exploitation,20,test whether strongest HTVS multi-score candidates retain favorable same-protocol MMGBSA,ATP-HTVS-3B3954EE8C13,84897,rxn503b____EMOL32279559____EMOL13728749____EMOL313110234,84897-3,4,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,True,1,1,1.0,-6.32225078624524,-74.5739171032211,-47.8076114654541,-0.185948552536625,0.9938763012859768,0.9755052051439068,0.9314145744029394,0.9758726270667484,451.474,77.251,4.929,-4.988,-7.27,96.518,1,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown,[NH3+][C@@H](C#Cc1cnc2ccccc2c1NC(=O)C#Cc1cccc(F)c1)Cc1cccc(F)c1,[NH3+]C(C#Cc1cnc2ccccc2c1NC(=O)C#Cc1cccc(F)c1)Cc1cccc(F)c1,O=C(C#Cc1ccccc1)Nc1c(C#CCCc2ccccc2)cnc2ccccc12,C28H20F2N3O+,1.0,34.0,54.0,1.0,df81067913d31d9636bdc745c903c26d5f494eab4f3f570e7fa64e5048992523,matched,extracted_and_rdkit_validated
ATP-ACQ-0059,59,P1,2,descriptor_diversity,20,expand physicochemical and docking-feature coverage before SMILES/scaffold extraction,ATP-HTVS-4AC739BE8539,83970,rxn502b____EMOL49863568____EMOL13728749____EMOL44153840,83970-2,894,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,True,2,2,1.0,-2.77467908775875,-62.1541682398112,-48.1411027908325,-0.0770744191044097,0.1365584813227189,0.7893447642375995,0.1145131659522351,0.3279853031230864,498.026,81.342,4.891,-6.672,-7.931,95.978,2,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown,CC[NH+](CC)Cc1cccc(CNc2c[nH]c3ccccc3/c2=[NH+]/C(=O)c2cccc(C#N)c2Cl)c1,CC[NH+](CC)Cc1cccc(CNc2c[nH]c3ccccc3c2=[NH+]C(=O)c2cccc(C#N)c2Cl)c1,O=C([NH+]=c1c(NCc2ccccc2)c[nH]c2ccccc12)c1ccccc1,C29H30ClN5O+2,2.0,36.0,66.0,1.0,81ddb7aff6406f2f401ea8f69ed19abc39647045a36e2e59d4a5a2c9024c898f,matched,extracted_and_rdkit_validated
ATP-ACQ-0060,60,P1,2,score_calibration,20,add medium and weak docking controls to reduce Top-candidate selection bias,ATP-HTVS-F05D07B9382E,64417,m_270004beb____23855432____24720860,64417-5,1271,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,True,1,1,1.0,-1.67195748938188,-39.037123747113,-34.6673491001129,-0.0539341125607059,0.0508266993263931,0.0642988364972443,0.0508266993263931,0.0548683404776485,412.577,29.604,4.979,-3.124,-7.443,100.0,0,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown,CCN(CC)C[C@H](NCc1nc2ccccc2n1Cc1ccccc1)c1ccccc1,CCN(CC)CC(NCc1nc2ccccc2n1Cc1ccccc1)c1ccccc1,c1ccc(CNCc2nc3ccccc3n2Cc2ccccc2)cc1,C27H32N4,0.0,31.0,63.0,1.0,baba34ace52fd28b0a5384b5eebb9095dbe09803d60a1341d02c3bc631c2158f,matched,extracted_and_rdkit_validated
