profile,compound_id,historical_alias,rank,central_rank,final_score,mean_rank,p_top3,p_top5
atp_mechanism_focused,ATP-HTVS-5C29B6179A0F,95362,,,,,,
atp_mechanism_focused,ATP-HTVS-5CE7EF7F1B66,84354,,,,,,
atp_mechanism_focused,ATP-HTVS-5CEF79319D6B,72323,,,,,,
atp_mechanism_focused,ATP-HTVS-5CF527C7FD25,87938,,,,,,
atp_mechanism_focused,ATP-HTVS-5CFA0109773F,85506,,,,,,
atp_mechanism_focused,ATP-HTVS-5D344E99E653,87266,,,,,,
atp_mechanism_focused,ATP-HTVS-5D5940BED632,70627,,,,,,
atp_mechanism_focused,ATP-HTVS-5D5A320A0101,84833,,,,,,
atp_mechanism_focused,ATP-HTVS-5D7D5B0AFE50,31266,,,,,,
atp_mechanism_focused,ATP-HTVS-5DA5A3EB6624,30594,,,,,,
atp_mechanism_focused,ATP-HTVS-5DB20AD11BEB,83713,,,,,,
atp_mechanism_focused,ATP-HTVS-5E187255B48D,81057,,,,,,
atp_mechanism_focused,ATP-HTVS-5E1B9EFD9407,87298,,,,,,
atp_mechanism_focused,ATP-HTVS-5E389E326DA0,50337,,,,,,
atp_mechanism_focused,ATP-HTVS-5E561F95C670,44705,,,,,,
atp_mechanism_focused,ATP-HTVS-5E6DF5CA027C,40866,,,,,,
atp_mechanism_focused,ATP-HTVS-5EB936FA5BDD,88803,,,,,,
atp_mechanism_focused,ATP-HTVS-5EF6359E179A,71329,,,,,,
atp_mechanism_focused,ATP-HTVS-5F569EDABC80,82754,,,,,,
atp_mechanism_focused,ATP-HTVS-5FA879ADA4FF,77314,,,,,,
atp_mechanism_focused,ATP-HTVS-6012FFC9E47E,77729,,,,,,
atp_mechanism_focused,ATP-HTVS-601F520459A4,94209,,,,,,
atp_mechanism_focused,ATP-HTVS-602F8E6702A7,98337,,,,,,
atp_mechanism_focused,ATP-HTVS-60B21D6CE655,20227,,,,,,
atp_mechanism_focused,ATP-HTVS-60B70570E761,62883,,,,,,
atp_mechanism_focused,ATP-HTVS-60C7695B6F0C,73410,,,,,,
atp_mechanism_focused,ATP-HTVS-60D4F7FF4B6B,48865,,,,,,
atp_mechanism_focused,ATP-HTVS-60F8B74A0D7C,66018,,,,,,
atp_mechanism_focused,ATP-HTVS-6168063B3267,35105,,,,,,
atp_mechanism_focused,ATP-HTVS-61A3D13E339F,4770,,,,,,
atp_mechanism_focused,ATP-HTVS-62207831F6CB,69763,,,,,,
atp_mechanism_focused,ATP-HTVS-6227313DC6E5,72418,,,,,,
atp_mechanism_focused,ATP-HTVS-6286382C1C45,71299,,,,,,
atp_mechanism_focused,ATP-HTVS-62D29CE4051A,17858,,,,,,
atp_mechanism_focused,ATP-HTVS-631C0C315D5A,76739,,,,,,
atp_mechanism_focused,ATP-HTVS-638532F00CCB,72737,,,,,,
atp_mechanism_focused,ATP-HTVS-63A2B85F1850,85570,,,,,,
atp_mechanism_focused,ATP-HTVS-63DD1309BB6A,79362,,,,,,
atp_mechanism_focused,ATP-HTVS-63DFF8A88018,1537,,,,,,
atp_mechanism_focused,ATP-HTVS-63E5F33A32FB,23458,,,,,,
atp_mechanism_focused,ATP-HTVS-64561A556005,76449,,,,,,
atp_mechanism_focused,ATP-HTVS-6480B695D089,74689,,,,,,
atp_mechanism_focused,ATP-HTVS-64A2B9E187D2,31651,,,,,,
atp_mechanism_focused,ATP-HTVS-64F4A1A461ED,76035,,,,,,
atp_mechanism_focused,ATP-HTVS-651F2B2980F4,15906,,,,,,
atp_mechanism_focused,ATP-HTVS-65263582E7F4,36450,,,,,,
atp_mechanism_focused,ATP-HTVS-654FE4E3AAA7,28929,,,,,,
atp_mechanism_focused,ATP-HTVS-655331016ABF,30146,,,,,,
atp_mechanism_focused,ATP-HTVS-656A250247D8,81986,,,,,,
atp_mechanism_focused,ATP-HTVS-657E323E2351,76481,,,,,,
atp_mechanism_focused,ATP-HTVS-65B75474615F,40449,,,,,,
atp_mechanism_focused,ATP-HTVS-65F1321BFD60,23330,,,,,,
atp_mechanism_focused,ATP-HTVS-65F4836C7042,84577,,,,,,
atp_mechanism_focused,ATP-HTVS-6612EA4E183C,54530,,,,,,
atp_mechanism_focused,ATP-HTVS-665A86DAD15F,78754,,,,,,
atp_mechanism_focused,ATP-HTVS-66618B00A972,44098,,,,,,
atp_mechanism_focused,ATP-HTVS-667EB58ED22D,21090,,,,,,
atp_mechanism_focused,ATP-HTVS-669A511FBD29,90914,,,,,,
atp_mechanism_focused,ATP-HTVS-66A9CC424D71,24770,,,,,,
atp_mechanism_focused,ATP-HTVS-66BD7620CABA,87457,,,,,,
atp_mechanism_focused,ATP-HTVS-66EE35E24140,84065,,,,,,
atp_mechanism_focused,ATP-HTVS-66FFB530802B,85635,,,,,,
atp_mechanism_focused,ATP-HTVS-67024B617AFA,96930,,,,,,
atp_mechanism_focused,ATP-HTVS-673A54B483CC,85827,,,,,,
atp_mechanism_focused,ATP-HTVS-675C8FFFA49B,85475,,,,,,
atp_mechanism_focused,ATP-HTVS-675D7E7E37EF,84769,,,,,,
atp_mechanism_focused,ATP-HTVS-676B1F951E41,75489,,,,,,
atp_mechanism_focused,ATP-HTVS-6778D00A26F1,88097,,,,,,
atp_mechanism_focused,ATP-HTVS-677D6479829E,40802,,,,,,
atp_mechanism_focused,ATP-HTVS-67830652660F,76674,,,,,,
atp_mechanism_focused,ATP-HTVS-67B30DFDD52C,28355,,,,,,
atp_mechanism_focused,ATP-HTVS-67E3C63FBC34,48897,,,,,,
atp_mechanism_focused,ATP-HTVS-67F14CF2E487,89249,,,,,,
atp_mechanism_focused,ATP-HTVS-6804FBE9529D,53249,,,,,,
atp_mechanism_focused,ATP-HTVS-681E21A5C336,90402,,,,,,
atp_mechanism_focused,ATP-HTVS-684B476D1E6A,72322,,,,,,
atp_mechanism_focused,ATP-HTVS-68829DCC26F9,24002,,,,,,
atp_mechanism_focused,ATP-HTVS-68B1DBF07479,3426,,,,,,
atp_mechanism_focused,ATP-HTVS-69239F8CDE40,84739,,,,,,
atp_mechanism_focused,ATP-HTVS-694143BD68F7,98210,,,,,,
atp_mechanism_focused,ATP-HTVS-697A85B30C1D,5217,,,,,,
atp_mechanism_focused,ATP-HTVS-69A2FC5C8ACC,16515,,,,,,
atp_mechanism_focused,ATP-HTVS-69AD6B8D3733,52643,,,,,,
atp_mechanism_focused,ATP-HTVS-69DE697C6F69,70082,,,,,,
atp_mechanism_focused,ATP-HTVS-6A46373CBB09,79298,,,,,,
atp_mechanism_focused,ATP-HTVS-6A615EE15C98,5634,,,,,,
atp_mechanism_focused,ATP-HTVS-6A632AA0CEB9,45283,,,,,,
atp_mechanism_focused,ATP-HTVS-6A75058F52BE,28289,,,,,,
atp_mechanism_focused,ATP-HTVS-6A7606C4C92F,92290,,,,,,
atp_mechanism_focused,ATP-HTVS-6A9F3E67E2B3,32321,,,,,,
atp_mechanism_focused,ATP-HTVS-6AEF3DDEB613,24577,,,,,,
atp_mechanism_focused,ATP-HTVS-6B0687E57A6A,39265,,,,,,
atp_mechanism_focused,ATP-HTVS-6B1624881868,95842,,,,,,
atp_mechanism_focused,ATP-HTVS-6B545AE439E8,71073,,,,,,
atp_mechanism_focused,ATP-HTVS-6B6B8E0C727E,97122,,,,,,
atp_mechanism_focused,ATP-HTVS-6B709F2DA304,63171,,,,,,
atp_mechanism_focused,ATP-HTVS-6BE395388015,5218,,,,,,
atp_mechanism_focused,ATP-HTVS-6BFC96102A75,91009,,,,,,
atp_mechanism_focused,ATP-HTVS-6C10A5B04019,55619,,,,,,
atp_mechanism_focused,ATP-HTVS-6C50DB0A272F,98305,,,,,,
atp_mechanism_focused,ATP-HTVS-6C7D9744EE21,70402,,,,,,
atp_mechanism_focused,ATP-HTVS-6C953A1E72F9,84770,,,,,,
atp_mechanism_focused,ATP-HTVS-6C98FCD8FCFE,96322,,,,,,
atp_mechanism_focused,ATP-HTVS-6CCE19BA0E53,41123,,,,,,
atp_mechanism_focused,ATP-HTVS-6D0E62C9397C,87907,,,,,,
atp_mechanism_focused,ATP-HTVS-6D22B46DE244,25601,,,,,,
atp_mechanism_focused,ATP-HTVS-6D2ED4476584,96450,,,,,,
atp_mechanism_focused,ATP-HTVS-6D4BCDFA1C91,75521,,,,,,
atp_mechanism_focused,ATP-HTVS-6D7E0E0D5192,75362,,,,,,
atp_mechanism_focused,ATP-HTVS-6E0FE1B5DEAA,65857,,,,,,
atp_mechanism_focused,ATP-HTVS-6E162A247368,73633,,,,,,
atp_mechanism_focused,ATP-HTVS-6E22C1143CC0,63683,,,,,,
atp_mechanism_focused,ATP-HTVS-6E53E23A0DE7,86883,,,,,,
atp_mechanism_focused,ATP-HTVS-6E858FDBC7BE,81090,,,,,,
atp_mechanism_focused,ATP-HTVS-6E87A6CCCD27,96001,,,,,,
atp_mechanism_focused,ATP-HTVS-6EB205788321,70434,,,,,,
atp_mechanism_focused,ATP-HTVS-6EF9F712D3BB,38274,,,,,,
atp_mechanism_focused,ATP-HTVS-6F05C87B1F67,70785,,,,,,
atp_mechanism_focused,ATP-HTVS-6F07AE7177E0,48289,,,,,,
atp_mechanism_focused,ATP-HTVS-6F1494FEFC60,84675,,,,,,
atp_mechanism_focused,ATP-HTVS-6F734E803CC4,90177,,,,,,
atp_mechanism_focused,ATP-HTVS-6F858A0E8812,50979,,,,,,
atp_mechanism_focused,ATP-HTVS-6FE04A77CC41,71777,,,,,,
atp_mechanism_focused,ATP-HTVS-702B49CD2E82,75043,,,,,,
atp_mechanism_focused,ATP-HTVS-7075BC6FC110,40003,,,,,,
atp_mechanism_focused,ATP-HTVS-708569B81B35,91521,,,,,,
atp_mechanism_focused,ATP-HTVS-70C7181F988B,22946,,,,,,
atp_mechanism_focused,ATP-HTVS-70E37A6C21BA,87747,,,,,,
atp_mechanism_focused,ATP-HTVS-7191B1059E2A,91041,,,,,,
atp_mechanism_focused,ATP-HTVS-71BAC3B18036,84419,,,,,,
atp_mechanism_focused,ATP-HTVS-71BF5DD28E53,57729,,,,,,
atp_mechanism_focused,ATP-HTVS-71D6C35FE659,77570,,,,,,
atp_mechanism_focused,ATP-HTVS-7201DD4C282A,6657,,,,,,
atp_mechanism_focused,ATP-HTVS-72573E055255,65475,,,,,,
atp_mechanism_focused,ATP-HTVS-72B2F4D4EA61,85379,,,,,,
atp_mechanism_focused,ATP-HTVS-72BD9FFCF62D,59458,,,,,,
atp_mechanism_focused,ATP-HTVS-72D66A1ED57F,85633,,,,,,
atp_mechanism_focused,ATP-HTVS-72E6B3102DA2,29953,,,,,,
atp_mechanism_focused,ATP-HTVS-7317133B38FB,3522,,,,,,
atp_mechanism_focused,ATP-HTVS-73425E104865,17794,,,,,,
atp_mechanism_focused,ATP-HTVS-736CCC940701,87841,,,,,,
atp_mechanism_focused,ATP-HTVS-738A9E09AC53,76002,,,,,,
atp_mechanism_focused,ATP-HTVS-7398D4493E72,77633,,,,,,
atp_mechanism_focused,ATP-HTVS-73D804AB38E4,60195,,,,,,
atp_mechanism_focused,ATP-HTVS-7418424385E1,74179,,,,,,
atp_mechanism_focused,ATP-HTVS-74641C70E223,90850,,,,,,
atp_mechanism_focused,ATP-HTVS-74C5B06FA80B,35331,,,,,,
atp_mechanism_focused,ATP-HTVS-74E2CC654FC3,78466,,,,,,
atp_mechanism_focused,ATP-HTVS-750E4CFCB0FA,69826,,,,,,
atp_mechanism_focused,ATP-HTVS-7598FFEE7603,72739,,,,,,
atp_mechanism_focused,ATP-HTVS-75A4DAB7424E,78401,,,,,,
atp_mechanism_focused,ATP-HTVS-75AC094BF9E0,89827,,,,,,
atp_mechanism_focused,ATP-HTVS-75B300C751D2,33282,,,,,,
atp_mechanism_focused,ATP-HTVS-75F52EFCCD23,94273,,,,,,
atp_mechanism_focused,ATP-HTVS-76416D54A342,23331,,,,,,
atp_mechanism_focused,ATP-HTVS-767E37D8A78C,74498,,,,,,
atp_mechanism_focused,ATP-HTVS-7694DCD97798,36195,,,,,,
atp_mechanism_focused,ATP-HTVS-76CE1997AF40,20163,,,,,,
atp_mechanism_focused,ATP-HTVS-76EB0BEAC1B9,37825,,,,,,
atp_mechanism_focused,ATP-HTVS-772EF906400E,20706,,,,,,
atp_mechanism_focused,ATP-HTVS-773D20A649CC,79681,,,,,,
atp_mechanism_focused,ATP-HTVS-7743C5ABCFDD,93987,,,,,,
atp_mechanism_focused,ATP-HTVS-7752C713B971,90178,,,,,,
atp_mechanism_focused,ATP-HTVS-776FBC5F0312,98786,,,,,,
atp_mechanism_focused,ATP-HTVS-77ED8C900CC0,79747,,,,,,
atp_mechanism_focused,ATP-HTVS-77F3EA8C01D2,80162,,,,,,
atp_mechanism_focused,ATP-HTVS-780990BE0E68,83747,,,,,,
atp_mechanism_focused,ATP-HTVS-7820955A714C,43682,,,,,,
atp_mechanism_focused,ATP-HTVS-78252FECAF69,68547,,,,,,
atp_mechanism_focused,ATP-HTVS-792F02E01A4E,94081,,,,,,
atp_mechanism_focused,ATP-HTVS-794646D3B9C8,91617,,,,,,
atp_mechanism_focused,ATP-HTVS-795FA74A51DE,66529,,,,,,
atp_mechanism_focused,ATP-HTVS-79A32C942736,68642,,,,,,
atp_mechanism_focused,ATP-HTVS-79BEB139CB8F,55745,,,,,,
atp_mechanism_focused,ATP-HTVS-79C7807006E2,74402,,,,,,
atp_mechanism_focused,ATP-HTVS-79E4EBD82D6A,63777,,,,,,
atp_mechanism_focused,ATP-HTVS-79EE8ED1543F,88993,,,,,,
atp_mechanism_focused,ATP-HTVS-7A394D6CE484,99713,,,,,,
atp_mechanism_focused,ATP-HTVS-7A7B7DA644AB,49827,,,,,,
atp_mechanism_focused,ATP-HTVS-7A7BCDC0632F,1539,,,,,,
atp_mechanism_focused,ATP-HTVS-7AB1442FC022,28993,,,,,,
atp_mechanism_focused,ATP-HTVS-7ABEAEA32F74,93505,,,,,,
atp_mechanism_focused,ATP-HTVS-7ACA80837BCE,95906,,,,,,
atp_mechanism_focused,ATP-HTVS-7AEE8A51E1B1,46561,,,,,,
atp_mechanism_focused,ATP-HTVS-7AFD271A302C,56897,,,,,,
atp_mechanism_focused,ATP-HTVS-7B1416FC1373,96097,,,,,,
atp_mechanism_focused,ATP-HTVS-7B85D20A61B3,83969,,,,,,
atp_mechanism_focused,ATP-HTVS-7B98CE40EDFD,70307,,,,,,
atp_mechanism_focused,ATP-HTVS-7BBDEC1762B0,28193,,,,,,
atp_mechanism_focused,ATP-HTVS-7BEC4E93BD87,81249,,,,,,
atp_mechanism_focused,ATP-HTVS-7BF7B7486D45,67138,,,,,,
atp_mechanism_focused,ATP-HTVS-7C2B62D08873,63427,,,,,,
atp_mechanism_focused,ATP-HTVS-7C2D6468D489,82402,,,,,,
atp_mechanism_focused,ATP-HTVS-7C58C2B4F3B5,20035,,,,,,
atp_mechanism_focused,ATP-HTVS-7C6049B0D6CE,73154,,,,,,
atp_mechanism_focused,ATP-HTVS-7C6F09AC1D4C,90306,,,,,,
atp_mechanism_focused,ATP-HTVS-7CA2ECE32076,86177,,,,,,
atp_mechanism_focused,ATP-HTVS-7CD79F872AFC,67937,,,,,,
atp_mechanism_focused,ATP-HTVS-7CF383CE087B,75810,,,,,,
atp_mechanism_focused,ATP-HTVS-7D198ACE4CB8,50529,,,,,,
atp_mechanism_focused,ATP-HTVS-7D1C8522A3FA,27619,,,,,,
atp_mechanism_focused,ATP-HTVS-7D663BEE19BA,79617,,,,,,
atp_mechanism_focused,ATP-HTVS-7DAC8816801F,84385,,,,,,
atp_mechanism_focused,ATP-HTVS-7DBCC72663B9,59649,,,,,,
atp_mechanism_focused,ATP-HTVS-7DD2E8BA0428,80835,,,,,,
atp_mechanism_focused,ATP-HTVS-7DE0A46CB904,32482,,,,,,
atp_mechanism_focused,ATP-HTVS-7DE5D821A3A4,82179,,,,,,
atp_mechanism_focused,ATP-HTVS-7EF53BD61533,95426,,,,,,
atp_mechanism_focused,ATP-HTVS-7EF96EA99BCF,95361,,,,,,
atp_mechanism_focused,ATP-HTVS-7F35209A363C,80099,,,,,,
atp_mechanism_focused,ATP-HTVS-7F4769B54268,71043,,,,,,
atp_mechanism_focused,ATP-HTVS-7F76552361A7,92449,,,,,,
atp_mechanism_focused,ATP-HTVS-7F7812FC41A5,72321,,,,,,
atp_mechanism_focused,ATP-HTVS-7F83928F0467,70722,,,,,,
atp_mechanism_focused,ATP-HTVS-800B0B068CC6,45569,,,,,,
atp_mechanism_focused,ATP-HTVS-8033922A69C0,25505,,,,,,
atp_mechanism_focused,ATP-HTVS-8095E17D3127,20707,,,,,,
atp_mechanism_focused,ATP-HTVS-80A1BADD16E7,72066,,,,,,
atp_mechanism_focused,ATP-HTVS-818D9CFDFCEA,71330,,,,,,
atp_mechanism_focused,ATP-HTVS-81A5FD53922A,40450,,,,,,
atp_mechanism_focused,ATP-HTVS-81EE647F8CA6,20322,,,,,,
atp_mechanism_focused,ATP-HTVS-81F0F4B0A07A,32545,,,,,,
atp_mechanism_focused,ATP-HTVS-821B647876F5,39105,,,,,,
atp_mechanism_focused,ATP-HTVS-822192B7646A,57442,,,,,,
atp_mechanism_focused,ATP-HTVS-824DD36F4E64,69665,,,,,,
atp_mechanism_focused,ATP-HTVS-8313972BDCAD,69219,,,,,,
atp_mechanism_focused,ATP-HTVS-83530B88E656,71585,,,,,,
atp_mechanism_focused,ATP-HTVS-8365FF7884A6,64321,,,,,,
atp_mechanism_focused,ATP-HTVS-83768D529230,81825,,,,,,
atp_mechanism_focused,ATP-HTVS-837D7A211A0E,67522,,,,,,
atp_mechanism_focused,ATP-HTVS-83F3A5AEE880,84835,,,,,,
atp_mechanism_focused,ATP-HTVS-83F819F668B2,38177,,,,,,
atp_mechanism_focused,ATP-HTVS-83F93451062F,20931,,,,,,
atp_mechanism_focused,ATP-HTVS-8409CD5E0FE2,36418,,,,,,
atp_mechanism_focused,ATP-HTVS-842E20B26D61,12419,,,,,,
atp_mechanism_focused,ATP-HTVS-84AF7025C22A,80514,,,,,,
atp_mechanism_focused,ATP-HTVS-84B0A2EEAAE5,32771,,,,,,
atp_mechanism_focused,ATP-HTVS-84B7FD2F846A,21121,,,,,,
atp_mechanism_focused,ATP-HTVS-84C0F320BB18,20865,,,,,,
atp_mechanism_focused,ATP-HTVS-8521C9576B2F,26626,,,,,,
atp_mechanism_focused,ATP-HTVS-85577F90127E,51907,,,,,,
atp_mechanism_focused,ATP-HTVS-8567A07E89C1,63170,,,,,,
atp_mechanism_focused,ATP-HTVS-85B092CE3CD6,31969,,,,,,
atp_mechanism_focused,ATP-HTVS-85D8FA1817A9,28450,,,,,,
atp_mechanism_focused,ATP-HTVS-85E208BF5C05,38787,,,,,,
atp_mechanism_focused,ATP-HTVS-8667D2FB5617,48353,,,,,,
atp_mechanism_focused,ATP-HTVS-866AD4D93294,90531,,,,,,
atp_mechanism_focused,ATP-HTVS-86939B89774E,41027,,,,,,
atp_mechanism_focused,ATP-HTVS-869F8AF38162,90401,,,,,,
atp_mechanism_focused,ATP-HTVS-86B60B8C3F13,91042,,,,,,
atp_mechanism_focused,ATP-HTVS-86C3058B81C7,98306,,,,,,
atp_mechanism_focused,ATP-HTVS-86DDC209E59E,63042,,,,,,
atp_mechanism_focused,ATP-HTVS-87B93A696720,77730,,,,,,
atp_mechanism_focused,ATP-HTVS-87F6BDFAEB44,451,,,,,,
atp_mechanism_focused,ATP-HTVS-8843DC2573F9,5091,,,,,,
atp_mechanism_focused,ATP-HTVS-88509AB3E069,48258,,,,,,
atp_mechanism_focused,ATP-HTVS-8884805DC746,43842,,,,,,
atp_mechanism_focused,ATP-HTVS-8892C512F7BC,71491,,,,,,
atp_mechanism_focused,ATP-HTVS-88F2ADA8327D,84033,,,,,,
atp_mechanism_focused,ATP-HTVS-891CD438FA2D,65635,,,,,,
atp_mechanism_focused,ATP-HTVS-892E5C6BD7E4,94849,,,,,,
atp_mechanism_focused,ATP-HTVS-89495CC893EC,89889,,,,,,
atp_mechanism_focused,ATP-HTVS-894F1E46B14F,48034,,,,,,
atp_mechanism_focused,ATP-HTVS-896D1EC960E1,28451,,,,,,
atp_mechanism_focused,ATP-HTVS-898AE5CA69D9,41922,,,,,,
atp_mechanism_focused,ATP-HTVS-89936433B7DC,96034,,,,,,
atp_mechanism_focused,ATP-HTVS-89F3E6A1D8C1,75298,,,,,,
atp_mechanism_focused,ATP-HTVS-8A7A96DBFC1E,81218,,,,,,
atp_mechanism_focused,ATP-HTVS-8A89FEC9078D,30274,,,,,,
atp_mechanism_focused,ATP-HTVS-8B2F0F11D1D9,80515,,,,,,
atp_mechanism_focused,ATP-HTVS-8B5B7778DF28,95554,,,,,,
atp_mechanism_focused,ATP-HTVS-8BC83C5D0DE9,33889,,,,,,
atp_mechanism_focused,ATP-HTVS-8BE0537C7CD3,54531,,,,,,
atp_mechanism_focused,ATP-HTVS-8BF32585E280,72579,,,,,,
atp_mechanism_focused,ATP-HTVS-8BFFC6150277,53633,,,,,,
atp_mechanism_focused,ATP-HTVS-8C1C7F16DF05,82530,,,,,,
atp_mechanism_focused,ATP-HTVS-8C32683EF27B,27521,,,,,,
atp_mechanism_focused,ATP-HTVS-8CA7F3DFAEDE,5090,,,,,,
atp_mechanism_focused,ATP-HTVS-8D220C5D1AB9,73921,,,,,,
atp_mechanism_focused,ATP-HTVS-8D32545BC421,99618,,,,,,
atp_mechanism_focused,ATP-HTVS-8D4A93BCC2C7,20193,,,,,,
atp_mechanism_focused,ATP-HTVS-8D6261309289,77506,,,,,,
atp_mechanism_focused,ATP-HTVS-8DFE2090913E,89730,,,,,,
atp_mechanism_focused,ATP-HTVS-8E104651B898,59169,,,,,,
atp_mechanism_focused,ATP-HTVS-8E17E50AE6CE,18721,,,,,,
atp_mechanism_focused,ATP-HTVS-8E1A44B1E9FD,75361,,,,,,
atp_mechanism_focused,ATP-HTVS-8E25FC822191,86497,,,,,,
atp_mechanism_focused,ATP-HTVS-8E36F3F2ACA8,64322,,,,,,
atp_mechanism_focused,ATP-HTVS-8E3D409F2843,55746,,,,,,
atp_mechanism_focused,ATP-HTVS-8E434DB2B88E,94115,,,,,,
atp_mechanism_focused,ATP-HTVS-8E5D0C8C0586,48226,,,,,,
atp_mechanism_focused,ATP-HTVS-8E6E87523B7B,64451,,,,,,
atp_mechanism_focused,ATP-HTVS-8E7556763F42,90403,,,,,,
atp_mechanism_focused,ATP-HTVS-8EB0CBA3C42A,28354,,,,,,
atp_mechanism_focused,ATP-HTVS-8EBB5954A050,85187,,,,,,
atp_mechanism_focused,ATP-HTVS-8ECA82FC9C79,20066,,,,,,
atp_mechanism_focused,ATP-HTVS-8EDB8C766CED,78306,,,,,,
atp_mechanism_focused,ATP-HTVS-8EE5F01B86B2,66145,,,,,,
atp_mechanism_focused,ATP-HTVS-8F383301D999,83458,,,,,,
atp_mechanism_focused,ATP-HTVS-8F7863C4F42C,32898,,,,,,
atp_mechanism_focused,ATP-HTVS-8F8686BB907F,97314,,,,,,
atp_mechanism_focused,ATP-HTVS-8FAB3387FC95,74083,,,,,,
atp_mechanism_focused,ATP-HTVS-8FAC22D1DEE3,83011,,,,,,
atp_mechanism_focused,ATP-HTVS-8FAD4DDE14EC,4418,,,,,,
atp_mechanism_focused,ATP-HTVS-8FCE9ABFEDC9,96578,,,,,,
atp_mechanism_focused,ATP-HTVS-8FFDF10521D1,34625,,,,,,
atp_mechanism_focused,ATP-HTVS-903509DD9171,38371,,,,,,
atp_mechanism_focused,ATP-HTVS-906C5B8F4575,46978,,,,,,
atp_mechanism_focused,ATP-HTVS-9071C340676C,91907,,,,,,
atp_mechanism_focused,ATP-HTVS-90D8E935D6BA,70531,,,,,,
atp_mechanism_focused,ATP-HTVS-90E2293F5662,27587,,,,,,
atp_mechanism_focused,ATP-HTVS-90F616328265,99169,,,,,,
atp_mechanism_focused,ATP-HTVS-9118BAC0F3E5,49857,,,,,,
atp_mechanism_focused,ATP-HTVS-9126C22B6E5D,23649,,,,,,
atp_mechanism_focused,ATP-HTVS-91559CC1A0CF,77345,,,,,,
atp_mechanism_focused,ATP-HTVS-915EA674EB52,76033,,,,,,
atp_mechanism_focused,ATP-HTVS-917D65E68C1C,37603,,,,,,
atp_mechanism_focused,ATP-HTVS-917EA3B617CA,53634,,,,,,
atp_mechanism_focused,ATP-HTVS-91FB2566E9C6,66147,,,,,,
atp_mechanism_focused,ATP-HTVS-91FE8B97AF5D,74274,,,,,,
atp_mechanism_focused,ATP-HTVS-925A357E73C9,83553,,,,,,
atp_mechanism_focused,ATP-HTVS-9261E8E7C16B,37826,,,,,,
atp_mechanism_focused,ATP-HTVS-9279E9D3CA8E,26337,,,,,,
atp_mechanism_focused,ATP-HTVS-928F3709654C,80577,,,,,,
atp_mechanism_focused,ATP-HTVS-92BA88CED8DA,20033,,,,,,
atp_mechanism_focused,ATP-HTVS-92C487CB2C4B,64961,,,,,,
atp_mechanism_focused,ATP-HTVS-92D1D8A066E2,26498,,,,,,
atp_mechanism_focused,ATP-HTVS-92F0D0267220,45570,,,,,,
atp_mechanism_focused,ATP-HTVS-9352BEE24C86,93634,,,,,,
atp_mechanism_focused,ATP-HTVS-9360F17A3EC6,75329,,,,,,
atp_mechanism_focused,ATP-HTVS-9393AACC3570,45122,,,,,,
atp_mechanism_focused,ATP-HTVS-93C7314F95B0,68035,,,,,,
atp_mechanism_focused,ATP-HTVS-93CB38BE3680,47971,,,,,,
atp_mechanism_focused,ATP-HTVS-93E6D0793690,63681,,,,,,
atp_mechanism_focused,ATP-HTVS-94036CD3F111,91106,,,,,,
atp_mechanism_focused,ATP-HTVS-94448DA501C0,79074,,,,,,
atp_mechanism_focused,ATP-HTVS-9480C2297FB5,70563,,,,,,
atp_mechanism_focused,ATP-HTVS-94941B52F5EC,56161,,,,,,
atp_mechanism_focused,ATP-HTVS-94D8827D88B0,51299,,,,,,
atp_mechanism_focused,ATP-HTVS-94FDA1BF8648,94914,,,,,,
atp_mechanism_focused,ATP-HTVS-9505CBC4E7EE,64641,,,,,,
atp_mechanism_focused,ATP-HTVS-952C6901247D,71138,,,,,,
atp_mechanism_focused,ATP-HTVS-9548848ABB82,37537,,,,,,
atp_mechanism_focused,ATP-HTVS-954980F32CB7,55906,,,,,,
atp_mechanism_focused,ATP-HTVS-95B9B67075F0,77443,,,,,,
atp_mechanism_focused,ATP-HTVS-95C9BC6D1CE7,79202,,,,,,
atp_mechanism_focused,ATP-HTVS-95D1FAD4F080,71875,,,,,,
atp_mechanism_focused,ATP-HTVS-95D98DD03D76,71298,,,,,,
atp_mechanism_focused,ATP-HTVS-95EE858F8EEC,89953,,,,,,
atp_mechanism_focused,ATP-HTVS-96035055C171,32801,,,,,,
atp_mechanism_focused,ATP-HTVS-9640828E0D0B,57411,,,,,,
atp_mechanism_focused,ATP-HTVS-96C7A2856398,57953,,,,,,
atp_mechanism_focused,ATP-HTVS-9702CFD2E9A2,81985,,,,,,
atp_mechanism_focused,ATP-HTVS-970FBD5470AF,37921,,,,,,
atp_mechanism_focused,ATP-HTVS-970FD2D7162F,57698,,,,,,
atp_mechanism_focused,ATP-HTVS-971CA853FA9A,47075,,,,,,
atp_mechanism_focused,ATP-HTVS-976CFBCF515D,13249,,,,,,
atp_mechanism_focused,ATP-HTVS-9774402850E8,78433,,,,,,
atp_mechanism_focused,ATP-HTVS-980C1FC6FC1E,30689,,,,,,
atp_mechanism_focused,ATP-HTVS-985FC5CCBDCC,91523,,,,,,
atp_mechanism_focused,ATP-HTVS-986AE7271DA8,70049,,,,,,
atp_mechanism_focused,ATP-HTVS-9898F3268698,61313,,,,,,
atp_mechanism_focused,ATP-HTVS-98A0502BF743,60257,,,,,,
atp_mechanism_focused,ATP-HTVS-98C6C787C9CA,97922,,,,,,
