source_row,raw_compound_id,raw_compound_name,raw_smiles,raw_organism,raw_activity_type,raw_activity_value,raw_unit,raw_reference,raw_source_level,canonical_smiles,inchikey,rdkit_parse_status,species,strain_resistance_context,endpoint,operator,activity_value_numeric,normalized_unit,chembl_document,provenance,source_file_sha256,training_status,strict_assay_key,semantic_assay_key,exact_assay_duplicate,duplicate_group_size,inchikey_overlap_external_v2,exact_structure_overlap_external_v2,strict_assay_overlap_external_v2,semantic_assay_overlap_external_v2,organism_context_overlap_external_v2,integration_status,source_level_normalized,confidence,duplicate_keep,training_eligible,validation_eligible,registry_only,data_role,endpoint_semantics,eligibility_reason
135,CHEMBL702,PIPERACILLIN,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,Escherichia coli TOP10 harboring pADC-33 plasmid,MIC,32,μg/mL,CHEMBL1649315,Scientific Literature,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,IVBHGBMCVLDMKU-GXNBUGAJSA-N,valid,Escherichia coli,TOP10 harboring pADC-33 plasmid,MIC,=,32.0,ug/mL,CHEMBL1649315,data/external/curated/Member2_GN_antibacterial_week1.xlsx#row=135,a5d7b25054f2467a41202bba49006316658c2867e60753b9f6097af564093453,pending_endpoint_and_provenance_review,IVBHGBMCVLDMKU-GXNBUGAJSA-N|escherichia coli top10 harboring padc-33 plasmid|mic|=|32.0|ug/ml|chembl1649315,IVBHGBMCVLDMKU-GXNBUGAJSA-N|escherichia coli top10 harboring padc-33 plasmid|mic|=|32.0|ug/ml,True,2,True,True,False,False,False,member_source_duplicate,B,high,False,False,True,True,gram_negative_mic_context,whole_cell_MIC_not_ATP_synthase_activity,"duplicate, semantic overlap, invalid/nonpositive value, or incompatible unit"
136,CHEMBL44354,CEFTAZIDIME,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,Escherichia coli TOP10 harboring pADC-33 plasmid with entire blaAmpC gene with alanine residue deletion at 215 position,MIC,16,μg/mL,CHEMBL1649315,Scientific Literature,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,ORFOPKXBNMVMKC-DWVKKRMSSA-N,valid,Escherichia coli,TOP10 harboring pADC-33 plasmid with entire blaAmpC gene with alanine residue deletion at 215 position,MIC,=,16.0,ug/mL,CHEMBL1649315,data/external/curated/Member2_GN_antibacterial_week1.xlsx#row=136,a5d7b25054f2467a41202bba49006316658c2867e60753b9f6097af564093453,pending_endpoint_and_provenance_review,ORFOPKXBNMVMKC-DWVKKRMSSA-N|escherichia coli top10 harboring padc-33 plasmid with entire blaampc gene with alanine residue deletion at 215 position|mic|=|16.0|ug/ml|chembl1649315,ORFOPKXBNMVMKC-DWVKKRMSSA-N|escherichia coli top10 harboring padc-33 plasmid with entire blaampc gene with alanine residue deletion at 215 position|mic|=|16.0|ug/ml,False,1,True,True,False,False,False,candidate_increment,B,high,True,True,True,False,gram_negative_mic_context,whole_cell_MIC_not_ATP_synthase_activity,eligible_shadow_MIC_context
137,CHEMBL148,IMIPENEM ANHYDROUS,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,Escherichia coli TOP10 harboring pADC-11 plasmid,MIC,0.19,μg/mL,CHEMBL1649315,Scientific Literature,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,valid,Escherichia coli,TOP10 harboring pADC-11 plasmid,MIC,=,0.19,ug/mL,CHEMBL1649315,data/external/curated/Member2_GN_antibacterial_week1.xlsx#row=137,a5d7b25054f2467a41202bba49006316658c2867e60753b9f6097af564093453,pending_endpoint_and_provenance_review,ZSKVGTPCRGIANV-ZXFLCMHBSA-N|escherichia coli top10 harboring padc-11 plasmid|mic|=|0.19|ug/ml|chembl1649315,ZSKVGTPCRGIANV-ZXFLCMHBSA-N|escherichia coli top10 harboring padc-11 plasmid|mic|=|0.19|ug/ml,False,1,True,True,False,False,False,candidate_increment,B,high,True,True,True,False,gram_negative_mic_context,whole_cell_MIC_not_ATP_synthase_activity,eligible_shadow_MIC_context
138,CHEMBL65794,CEFPIROME,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CS[C@H]12)c1csc(N)n1,Escherichia coli TOP10 harboring pADC-11 plasmid with entire blaAmpC gene,MIC,0.125,μg/mL,CHEMBL1649315,Scientific Literature,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CS[C@H]12)c1csc(N)n1,DKOQGJHPHLTOJR-WHRDSVKCSA-N,valid,Escherichia coli,TOP10 harboring pADC-11 plasmid with entire blaAmpC gene,MIC,=,0.125,ug/mL,CHEMBL1649315,data/external/curated/Member2_GN_antibacterial_week1.xlsx#row=138,a5d7b25054f2467a41202bba49006316658c2867e60753b9f6097af564093453,pending_endpoint_and_provenance_review,DKOQGJHPHLTOJR-WHRDSVKCSA-N|escherichia coli top10 harboring padc-11 plasmid with entire blaampc gene|mic|=|0.125|ug/ml|chembl1649315,DKOQGJHPHLTOJR-WHRDSVKCSA-N|escherichia coli top10 harboring padc-11 plasmid with entire blaampc gene|mic|=|0.125|ug/ml,False,1,True,True,False,False,False,candidate_increment,B,high,True,True,True,False,gram_negative_mic_context,whole_cell_MIC_not_ATP_synthase_activity,eligible_shadow_MIC_context
139,CHEMBL1082,AMOXICILLIN,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,Escherichia coli TOP10 harboring pADC-33 plasmid carrying entire blaAmpC gene with alanine residue deletion at 215 position and R210P substitution,MIC,256,μg/mL,CHEMBL1649315,Scientific Literature,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,valid,Escherichia coli,TOP10 harboring pADC-33 plasmid carrying entire blaAmpC gene with alanine residue deletion at 215 position and R210P substitution,MIC,=,256.0,ug/mL,CHEMBL1649315,data/external/curated/Member2_GN_antibacterial_week1.xlsx#row=139,a5d7b25054f2467a41202bba49006316658c2867e60753b9f6097af564093453,pending_endpoint_and_provenance_review,LSQZJLSUYDQPKJ-NJBDSQKTSA-N|escherichia coli top10 harboring padc-33 plasmid carrying entire blaampc gene with alanine residue deletion at 215 position and r210p substitution|mic|=|256.0|ug/ml|chembl1649315,LSQZJLSUYDQPKJ-NJBDSQKTSA-N|escherichia coli top10 harboring padc-33 plasmid carrying entire blaampc gene with alanine residue deletion at 215 position and r210p substitution|mic|=|256.0|ug/ml,False,1,True,True,False,False,False,candidate_increment,B,high,True,True,True,False,gram_negative_mic_context,whole_cell_MIC_not_ATP_synthase_activity,eligible_shadow_MIC_context
140,CHEMBL1449,TICARCILLIN,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,Escherichia coli TOP10 harboring pADC-11 plasmid,MIC,8,μg/mL,CHEMBL1649315,Scientific Literature,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,OHKOGUYZJXTSFX-KZFFXBSXSA-N,valid,Escherichia coli,TOP10 harboring pADC-11 plasmid,MIC,=,8.0,ug/mL,CHEMBL1649315,data/external/curated/Member2_GN_antibacterial_week1.xlsx#row=140,a5d7b25054f2467a41202bba49006316658c2867e60753b9f6097af564093453,pending_endpoint_and_provenance_review,OHKOGUYZJXTSFX-KZFFXBSXSA-N|escherichia coli top10 harboring padc-11 plasmid|mic|=|8.0|ug/ml|chembl1649315,OHKOGUYZJXTSFX-KZFFXBSXSA-N|escherichia coli top10 harboring padc-11 plasmid|mic|=|8.0|ug/ml,True,2,True,True,False,False,False,member_source_duplicate,B,high,False,False,True,True,gram_negative_mic_context,whole_cell_MIC_not_ATP_synthase_activity,"duplicate, semantic overlap, invalid/nonpositive value, or incompatible unit"
141,CHEMBL174,AMPICILLIN,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,Acinetobacter baumannii,MIC,0.5,μg/mL,CHEMBL1275474,Scientific Literature,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,AVKUERGKIZMTKX-NJBDSQKTSA-N,valid,Acinetobacter baumannii,unspecified,MIC,=,0.5,ug/mL,CHEMBL1275474,data/external/curated/Member2_GN_antibacterial_week1.xlsx#row=141,a5d7b25054f2467a41202bba49006316658c2867e60753b9f6097af564093453,pending_endpoint_and_provenance_review,AVKUERGKIZMTKX-NJBDSQKTSA-N|acinetobacter baumannii|mic|=|0.5|ug/ml|chembl1275474,AVKUERGKIZMTKX-NJBDSQKTSA-N|acinetobacter baumannii|mic|=|0.5|ug/ml,False,1,True,True,False,True,True,candidate_increment,B,high,True,False,True,True,gram_negative_mic_context,whole_cell_MIC_not_ATP_synthase_activity,"duplicate, semantic overlap, invalid/nonpositive value, or incompatible unit"
142,CHEMBL376140,TIGECYCLINE,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,Acinetobacter baumannii isolate 853,MIC,0.12,μg/mL,CHEMBL1275474,Scientific Literature,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,FPZLLRFZJZRHSY-HJYUBDRYSA-N,valid,Acinetobacter baumannii,isolate 853,MIC,=,0.12,ug/mL,CHEMBL1275474,data/external/curated/Member2_GN_antibacterial_week1.xlsx#row=142,a5d7b25054f2467a41202bba49006316658c2867e60753b9f6097af564093453,pending_endpoint_and_provenance_review,FPZLLRFZJZRHSY-HJYUBDRYSA-N|acinetobacter baumannii isolate 853|mic|=|0.12|ug/ml|chembl1275474,FPZLLRFZJZRHSY-HJYUBDRYSA-N|acinetobacter baumannii isolate 853|mic|=|0.12|ug/ml,False,1,True,True,False,False,False,candidate_increment,B,high,True,True,True,False,gram_negative_mic_context,whole_cell_MIC_not_ATP_synthase_activity,eligible_shadow_MIC_context
143,CHEMBL376140,TIGECYCLINE,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,Acinetobacter baumannii isolate 1198,MIC,4,μg/mL,CHEMBL1275474,Scientific Literature,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,FPZLLRFZJZRHSY-HJYUBDRYSA-N,valid,Acinetobacter baumannii,isolate 1198,MIC,=,4.0,ug/mL,CHEMBL1275474,data/external/curated/Member2_GN_antibacterial_week1.xlsx#row=143,a5d7b25054f2467a41202bba49006316658c2867e60753b9f6097af564093453,pending_endpoint_and_provenance_review,FPZLLRFZJZRHSY-HJYUBDRYSA-N|acinetobacter baumannii isolate 1198|mic|=|4.0|ug/ml|chembl1275474,FPZLLRFZJZRHSY-HJYUBDRYSA-N|acinetobacter baumannii isolate 1198|mic|=|4.0|ug/ml,False,1,True,True,False,False,False,candidate_increment,B,high,True,True,True,False,gram_negative_mic_context,whole_cell_MIC_not_ATP_synthase_activity,eligible_shadow_MIC_context
144,CHEMBL376140,TIGECYCLINE,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,Acinetobacter baumannii,MIC,0.06,μg/mL,CHEMBL1275474,Scientific Literature,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,FPZLLRFZJZRHSY-HJYUBDRYSA-N,valid,Acinetobacter baumannii,unspecified,MIC,=,0.06,ug/mL,CHEMBL1275474,data/external/curated/Member2_GN_antibacterial_week1.xlsx#row=144,a5d7b25054f2467a41202bba49006316658c2867e60753b9f6097af564093453,pending_endpoint_and_provenance_review,FPZLLRFZJZRHSY-HJYUBDRYSA-N|acinetobacter baumannii|mic|=|0.06|ug/ml|chembl1275474,FPZLLRFZJZRHSY-HJYUBDRYSA-N|acinetobacter baumannii|mic|=|0.06|ug/ml,False,1,True,True,False,True,True,candidate_increment,B,high,True,False,True,True,gram_negative_mic_context,whole_cell_MIC_not_ATP_synthase_activity,"duplicate, semantic overlap, invalid/nonpositive value, or incompatible unit"
145,CHEMBL376140,TIGECYCLINE,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,Acinetobacter baumannii isolate 1826,MIC,64,μg/mL,CHEMBL1275474,Scientific Literature,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,FPZLLRFZJZRHSY-HJYUBDRYSA-N,valid,Acinetobacter baumannii,isolate 1826,MIC,=,64.0,ug/mL,CHEMBL1275474,data/external/curated/Member2_GN_antibacterial_week1.xlsx#row=145,a5d7b25054f2467a41202bba49006316658c2867e60753b9f6097af564093453,pending_endpoint_and_provenance_review,FPZLLRFZJZRHSY-HJYUBDRYSA-N|acinetobacter baumannii isolate 1826|mic|=|64.0|ug/ml|chembl1275474,FPZLLRFZJZRHSY-HJYUBDRYSA-N|acinetobacter baumannii isolate 1826|mic|=|64.0|ug/ml,False,1,True,True,False,False,False,candidate_increment,B,high,True,True,True,False,gram_negative_mic_context,whole_cell_MIC_not_ATP_synthase_activity,eligible_shadow_MIC_context
146,CHEMBL1434,MINOCYCLINE,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,Acinetobacter baumannii,MIC,0.06,μg/mL,CHEMBL1275474,Scientific Literature,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,DYKFCLLONBREIL-KVUCHLLUSA-N,valid,Acinetobacter baumannii,unspecified,MIC,=,0.06,ug/mL,CHEMBL1275474,data/external/curated/Member2_GN_antibacterial_week1.xlsx#row=146,a5d7b25054f2467a41202bba49006316658c2867e60753b9f6097af564093453,pending_endpoint_and_provenance_review,DYKFCLLONBREIL-KVUCHLLUSA-N|acinetobacter baumannii|mic|=|0.06|ug/ml|chembl1275474,DYKFCLLONBREIL-KVUCHLLUSA-N|acinetobacter baumannii|mic|=|0.06|ug/ml,False,1,True,True,False,True,True,candidate_increment,B,high,True,False,True,True,gram_negative_mic_context,whole_cell_MIC_not_ATP_synthase_activity,"duplicate, semantic overlap, invalid/nonpositive value, or incompatible unit"
147,CHEMBL177,AMIKACIN,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,Acinetobacter baumannii isolate 1826,MIC,2,μg/mL,CHEMBL1275474,Scientific Literature,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,LKCWBDHBTVXHDL-RMDFUYIESA-N,valid,Acinetobacter baumannii,isolate 1826,MIC,=,2.0,ug/mL,CHEMBL1275474,data/external/curated/Member2_GN_antibacterial_week1.xlsx#row=147,a5d7b25054f2467a41202bba49006316658c2867e60753b9f6097af564093453,pending_endpoint_and_provenance_review,LKCWBDHBTVXHDL-RMDFUYIESA-N|acinetobacter baumannii isolate 1826|mic|=|2.0|ug/ml|chembl1275474,LKCWBDHBTVXHDL-RMDFUYIESA-N|acinetobacter baumannii isolate 1826|mic|=|2.0|ug/ml,False,1,True,True,False,False,False,candidate_increment,B,high,True,True,True,False,gram_negative_mic_context,whole_cell_MIC_not_ATP_synthase_activity,eligible_shadow_MIC_context
148,CHEMBL5315124,LEVOFLOXACIN,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O,Acinetobacter baumannii,MIC,0.06,μg/mL,CHEMBL1275474,Scientific Literature,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O,SUIQUYDRLGGZOL-RCWTXCDDSA-N,valid,Acinetobacter baumannii,unspecified,MIC,=,0.06,ug/mL,CHEMBL1275474,data/external/curated/Member2_GN_antibacterial_week1.xlsx#row=148,a5d7b25054f2467a41202bba49006316658c2867e60753b9f6097af564093453,pending_endpoint_and_provenance_review,SUIQUYDRLGGZOL-RCWTXCDDSA-N|acinetobacter baumannii|mic|=|0.06|ug/ml|chembl1275474,SUIQUYDRLGGZOL-RCWTXCDDSA-N|acinetobacter baumannii|mic|=|0.06|ug/ml,False,1,True,True,False,True,True,candidate_increment,B,high,True,False,True,True,gram_negative_mic_context,whole_cell_MIC_not_ATP_synthase_activity,"duplicate, semantic overlap, invalid/nonpositive value, or incompatible unit"
149,CHEMBL177,AMIKACIN,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,Acinetobacter baumannii,MIC,0.5,μg/mL,CHEMBL1275474,Scientific Literature,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,LKCWBDHBTVXHDL-RMDFUYIESA-N,valid,Acinetobacter baumannii,unspecified,MIC,=,0.5,ug/mL,CHEMBL1275474,data/external/curated/Member2_GN_antibacterial_week1.xlsx#row=149,a5d7b25054f2467a41202bba49006316658c2867e60753b9f6097af564093453,pending_endpoint_and_provenance_review,LKCWBDHBTVXHDL-RMDFUYIESA-N|acinetobacter baumannii|mic|=|0.5|ug/ml|chembl1275474,LKCWBDHBTVXHDL-RMDFUYIESA-N|acinetobacter baumannii|mic|=|0.5|ug/ml,False,1,True,True,False,True,True,candidate_increment,B,high,True,False,True,True,gram_negative_mic_context,whole_cell_MIC_not_ATP_synthase_activity,"duplicate, semantic overlap, invalid/nonpositive value, or incompatible unit"
150,CHEMBL148,IMIPENEM ANHYDROUS,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,Acinetobacter baumannii,MIC,0.12,μg/mL,CHEMBL1275474,Scientific Literature,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,valid,Acinetobacter baumannii,unspecified,MIC,=,0.12,ug/mL,CHEMBL1275474,data/external/curated/Member2_GN_antibacterial_week1.xlsx#row=150,a5d7b25054f2467a41202bba49006316658c2867e60753b9f6097af564093453,pending_endpoint_and_provenance_review,ZSKVGTPCRGIANV-ZXFLCMHBSA-N|acinetobacter baumannii|mic|=|0.12|ug/ml|chembl1275474,ZSKVGTPCRGIANV-ZXFLCMHBSA-N|acinetobacter baumannii|mic|=|0.12|ug/ml,False,1,True,True,False,True,True,candidate_increment,B,high,True,False,True,True,gram_negative_mic_context,whole_cell_MIC_not_ATP_synthase_activity,"duplicate, semantic overlap, invalid/nonpositive value, or incompatible unit"
151,CHEMBL44354,CEFTAZIDIME,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,Acinetobacter baumannii,MIC,2,μg/mL,CHEMBL1275474,Scientific Literature,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,ORFOPKXBNMVMKC-DWVKKRMSSA-N,valid,Acinetobacter baumannii,unspecified,MIC,=,2.0,ug/mL,CHEMBL1275474,data/external/curated/Member2_GN_antibacterial_week1.xlsx#row=151,a5d7b25054f2467a41202bba49006316658c2867e60753b9f6097af564093453,pending_endpoint_and_provenance_review,ORFOPKXBNMVMKC-DWVKKRMSSA-N|acinetobacter baumannii|mic|=|2.0|ug/ml|chembl1275474,ORFOPKXBNMVMKC-DWVKKRMSSA-N|acinetobacter baumannii|mic|=|2.0|ug/ml,False,1,True,True,False,True,True,candidate_increment,B,high,True,False,True,True,gram_negative_mic_context,whole_cell_MIC_not_ATP_synthase_activity,"duplicate, semantic overlap, invalid/nonpositive value, or incompatible unit"
152,CHEMBL507674,CEFOPERAZONE,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O,Acinetobacter baumannii,MIC,2,μg/mL,CHEMBL1649327,Scientific Literature,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O,GCFBRXLSHGKWDP-XCGNWRKASA-N,valid,Acinetobacter baumannii,unspecified,MIC,=,2.0,ug/mL,CHEMBL1649327,data/external/curated/Member2_GN_antibacterial_week1.xlsx#row=152,a5d7b25054f2467a41202bba49006316658c2867e60753b9f6097af564093453,pending_endpoint_and_provenance_review,GCFBRXLSHGKWDP-XCGNWRKASA-N|acinetobacter baumannii|mic|=|2.0|ug/ml|chembl1649327,GCFBRXLSHGKWDP-XCGNWRKASA-N|acinetobacter baumannii|mic|=|2.0|ug/ml,False,1,True,True,False,True,True,candidate_increment,B,high,True,False,True,True,gram_negative_mic_context,whole_cell_MIC_not_ATP_synthase_activity,"duplicate, semantic overlap, invalid/nonpositive value, or incompatible unit"
153,CHEMBL186,CEFEPIME,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,Acinetobacter baumannii,MIC,1,μg/mL,CHEMBL1649327,Scientific Literature,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,HVFLCNVBZFFHBT-ZKDACBOMSA-N,valid,Acinetobacter baumannii,unspecified,MIC,=,1.0,ug/mL,CHEMBL1649327,data/external/curated/Member2_GN_antibacterial_week1.xlsx#row=153,a5d7b25054f2467a41202bba49006316658c2867e60753b9f6097af564093453,pending_endpoint_and_provenance_review,HVFLCNVBZFFHBT-ZKDACBOMSA-N|acinetobacter baumannii|mic|=|1.0|ug/ml|chembl1649327,HVFLCNVBZFFHBT-ZKDACBOMSA-N|acinetobacter baumannii|mic|=|1.0|ug/ml,False,1,True,True,False,True,True,candidate_increment,B,high,True,False,True,True,gram_negative_mic_context,whole_cell_MIC_not_ATP_synthase_activity,"duplicate, semantic overlap, invalid/nonpositive value, or incompatible unit"
154,CHEMBL702,PIPERACILLIN,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,Acinetobacter baumannii,MIC,2,μg/mL,CHEMBL1649327,Scientific Literature,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,IVBHGBMCVLDMKU-GXNBUGAJSA-N,valid,Acinetobacter baumannii,unspecified,MIC,=,2.0,ug/mL,CHEMBL1649327,data/external/curated/Member2_GN_antibacterial_week1.xlsx#row=154,a5d7b25054f2467a41202bba49006316658c2867e60753b9f6097af564093453,pending_endpoint_and_provenance_review,IVBHGBMCVLDMKU-GXNBUGAJSA-N|acinetobacter baumannii|mic|=|2.0|ug/ml|chembl1649327,IVBHGBMCVLDMKU-GXNBUGAJSA-N|acinetobacter baumannii|mic|=|2.0|ug/ml,False,1,True,True,False,True,True,candidate_increment,B,high,True,False,True,True,gram_negative_mic_context,whole_cell_MIC_not_ATP_synthase_activity,"duplicate, semantic overlap, invalid/nonpositive value, or incompatible unit"
155,CHEMBL174,AMPICILLIN,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,Acinetobacter baumannii,MIC,2,μg/mL,CHEMBL1649327,Scientific Literature,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,AVKUERGKIZMTKX-NJBDSQKTSA-N,valid,Acinetobacter baumannii,unspecified,MIC,=,2.0,ug/mL,CHEMBL1649327,data/external/curated/Member2_GN_antibacterial_week1.xlsx#row=155,a5d7b25054f2467a41202bba49006316658c2867e60753b9f6097af564093453,pending_endpoint_and_provenance_review,AVKUERGKIZMTKX-NJBDSQKTSA-N|acinetobacter baumannii|mic|=|2.0|ug/ml|chembl1649327,AVKUERGKIZMTKX-NJBDSQKTSA-N|acinetobacter baumannii|mic|=|2.0|ug/ml,False,1,True,True,False,True,True,candidate_increment,B,high,True,False,True,True,gram_negative_mic_context,whole_cell_MIC_not_ATP_synthase_activity,"duplicate, semantic overlap, invalid/nonpositive value, or incompatible unit"
