source_row,raw_compound_id,raw_compound_name,raw_smiles,raw_organism,raw_activity_type,raw_activity_value,raw_unit,raw_reference,raw_source_level,canonical_smiles,inchikey,rdkit_parse_status,species,strain_resistance_context,endpoint,operator,activity_value_numeric,normalized_unit,chembl_document,provenance,source_file_sha256,training_status,strict_assay_key,semantic_assay_key,exact_assay_duplicate,duplicate_group_size,inchikey_overlap_external_v2,exact_structure_overlap_external_v2,strict_assay_overlap_external_v2,semantic_assay_overlap_external_v2,organism_context_overlap_external_v2,integration_status,source_level_normalized,confidence,duplicate_keep,training_eligible,validation_eligible,registry_only,data_role,endpoint_semantics,eligibility_reason
239,CHEMBL186,CEFEPIME,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,AmpC overproducing Pseudomonas aeruginosa isolate Pae-beta-06 with PDC-2 variant,MIC,32,μg/mL,CHEMBL1629679,Scientific Literature,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,HVFLCNVBZFFHBT-ZKDACBOMSA-N,valid,Pseudomonas aeruginosa,AmpC overproducing  isolate Pae-beta-06 with PDC-2 variant,MIC,=,32.0,ug/mL,CHEMBL1629679,data/external/curated/Member2_GN_antibacterial_week1.xlsx#row=239,a5d7b25054f2467a41202bba49006316658c2867e60753b9f6097af564093453,pending_endpoint_and_provenance_review,HVFLCNVBZFFHBT-ZKDACBOMSA-N|ampc overproducing pseudomonas aeruginosa isolate pae-beta-06 with pdc-2 variant|mic|=|32.0|ug/ml|chembl1629679,HVFLCNVBZFFHBT-ZKDACBOMSA-N|ampc overproducing pseudomonas aeruginosa isolate pae-beta-06 with pdc-2 variant|mic|=|32.0|ug/ml,False,1,True,True,False,False,False,candidate_increment,B,high,True,True,True,False,gram_negative_mic_context,whole_cell_MIC_not_ATP_synthase_activity,eligible_shadow_MIC_context
240,CHEMBL44354,CEFTAZIDIME,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,Pseudomonas aeruginosa isolate Pae-beta-31 with PDC-9 variant,MIC,32,μg/mL,CHEMBL1629679,Scientific Literature,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,ORFOPKXBNMVMKC-DWVKKRMSSA-N,valid,Pseudomonas aeruginosa,isolate Pae-beta-31 with PDC-9 variant,MIC,=,32.0,ug/mL,CHEMBL1629679,data/external/curated/Member2_GN_antibacterial_week1.xlsx#row=240,a5d7b25054f2467a41202bba49006316658c2867e60753b9f6097af564093453,pending_endpoint_and_provenance_review,ORFOPKXBNMVMKC-DWVKKRMSSA-N|pseudomonas aeruginosa isolate pae-beta-31 with pdc-9 variant|mic|=|32.0|ug/ml|chembl1629679,ORFOPKXBNMVMKC-DWVKKRMSSA-N|pseudomonas aeruginosa isolate pae-beta-31 with pdc-9 variant|mic|=|32.0|ug/ml,False,1,True,True,False,False,False,candidate_increment,B,high,True,True,True,False,gram_negative_mic_context,whole_cell_MIC_not_ATP_synthase_activity,eligible_shadow_MIC_context
241,CHEMBL186,CEFEPIME,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,Pseudomonas aeruginosa isolate Pae-beta-31 with PDC-9 variant,MIC,32,μg/mL,CHEMBL1629679,Scientific Literature,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,HVFLCNVBZFFHBT-ZKDACBOMSA-N,valid,Pseudomonas aeruginosa,isolate Pae-beta-31 with PDC-9 variant,MIC,=,32.0,ug/mL,CHEMBL1629679,data/external/curated/Member2_GN_antibacterial_week1.xlsx#row=241,a5d7b25054f2467a41202bba49006316658c2867e60753b9f6097af564093453,pending_endpoint_and_provenance_review,HVFLCNVBZFFHBT-ZKDACBOMSA-N|pseudomonas aeruginosa isolate pae-beta-31 with pdc-9 variant|mic|=|32.0|ug/ml|chembl1629679,HVFLCNVBZFFHBT-ZKDACBOMSA-N|pseudomonas aeruginosa isolate pae-beta-31 with pdc-9 variant|mic|=|32.0|ug/ml,False,1,True,True,False,False,False,candidate_increment,B,high,True,True,True,False,gram_negative_mic_context,whole_cell_MIC_not_ATP_synthase_activity,eligible_shadow_MIC_context
242,CHEMBL186,CEFEPIME,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,AmpC overproducing Pseudomonas aeruginosa isolate Pae-beta-32 with PDC-10 variant,MIC,32,μg/mL,CHEMBL1629679,Scientific Literature,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,HVFLCNVBZFFHBT-ZKDACBOMSA-N,valid,Pseudomonas aeruginosa,AmpC overproducing  isolate Pae-beta-32 with PDC-10 variant,MIC,=,32.0,ug/mL,CHEMBL1629679,data/external/curated/Member2_GN_antibacterial_week1.xlsx#row=242,a5d7b25054f2467a41202bba49006316658c2867e60753b9f6097af564093453,pending_endpoint_and_provenance_review,HVFLCNVBZFFHBT-ZKDACBOMSA-N|ampc overproducing pseudomonas aeruginosa isolate pae-beta-32 with pdc-10 variant|mic|=|32.0|ug/ml|chembl1629679,HVFLCNVBZFFHBT-ZKDACBOMSA-N|ampc overproducing pseudomonas aeruginosa isolate pae-beta-32 with pdc-10 variant|mic|=|32.0|ug/ml,False,1,True,True,False,False,False,candidate_increment,B,high,True,True,True,False,gram_negative_mic_context,whole_cell_MIC_not_ATP_synthase_activity,eligible_shadow_MIC_context
243,CHEMBL186,CEFEPIME,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,Pseudomonas aeruginosa KG2505a harboring recombinant pBB-PDC-5,MIC,4,μg/mL,CHEMBL1629679,Scientific Literature,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,HVFLCNVBZFFHBT-ZKDACBOMSA-N,valid,Pseudomonas aeruginosa,KG2505a harboring recombinant pBB-PDC-5,MIC,=,4.0,ug/mL,CHEMBL1629679,data/external/curated/Member2_GN_antibacterial_week1.xlsx#row=243,a5d7b25054f2467a41202bba49006316658c2867e60753b9f6097af564093453,pending_endpoint_and_provenance_review,HVFLCNVBZFFHBT-ZKDACBOMSA-N|pseudomonas aeruginosa kg2505a harboring recombinant pbb-pdc-5|mic|=|4.0|ug/ml|chembl1629679,HVFLCNVBZFFHBT-ZKDACBOMSA-N|pseudomonas aeruginosa kg2505a harboring recombinant pbb-pdc-5|mic|=|4.0|ug/ml,False,1,True,True,False,False,False,candidate_increment,B,high,True,True,True,False,gram_negative_mic_context,whole_cell_MIC_not_ATP_synthase_activity,eligible_shadow_MIC_context
244,CHEMBL44354,CEFTAZIDIME,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,AmpC overproducing Pseudomonas aeruginosa isolate Pae-beta-12 with PDC-2 variant,MIC,16,μg/mL,CHEMBL1629679,Scientific Literature,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,ORFOPKXBNMVMKC-DWVKKRMSSA-N,valid,Pseudomonas aeruginosa,AmpC overproducing  isolate Pae-beta-12 with PDC-2 variant,MIC,=,16.0,ug/mL,CHEMBL1629679,data/external/curated/Member2_GN_antibacterial_week1.xlsx#row=244,a5d7b25054f2467a41202bba49006316658c2867e60753b9f6097af564093453,pending_endpoint_and_provenance_review,ORFOPKXBNMVMKC-DWVKKRMSSA-N|ampc overproducing pseudomonas aeruginosa isolate pae-beta-12 with pdc-2 variant|mic|=|16.0|ug/ml|chembl1629679,ORFOPKXBNMVMKC-DWVKKRMSSA-N|ampc overproducing pseudomonas aeruginosa isolate pae-beta-12 with pdc-2 variant|mic|=|16.0|ug/ml,False,1,True,True,False,False,False,candidate_increment,B,high,True,True,True,False,gram_negative_mic_context,whole_cell_MIC_not_ATP_synthase_activity,eligible_shadow_MIC_context
245,CHEMBL44354,CEFTAZIDIME,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,AmpC overproducing Pseudomonas aeruginosa isolate Pae-beta-17 with PDC-3 variant,MIC,64,μg/mL,CHEMBL1629679,Scientific Literature,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,ORFOPKXBNMVMKC-DWVKKRMSSA-N,valid,Pseudomonas aeruginosa,AmpC overproducing  isolate Pae-beta-17 with PDC-3 variant,MIC,=,64.0,ug/mL,CHEMBL1629679,data/external/curated/Member2_GN_antibacterial_week1.xlsx#row=245,a5d7b25054f2467a41202bba49006316658c2867e60753b9f6097af564093453,pending_endpoint_and_provenance_review,ORFOPKXBNMVMKC-DWVKKRMSSA-N|ampc overproducing pseudomonas aeruginosa isolate pae-beta-17 with pdc-3 variant|mic|=|64.0|ug/ml|chembl1629679,ORFOPKXBNMVMKC-DWVKKRMSSA-N|ampc overproducing pseudomonas aeruginosa isolate pae-beta-17 with pdc-3 variant|mic|=|64.0|ug/ml,False,1,True,True,False,False,False,candidate_increment,B,high,True,True,True,False,gram_negative_mic_context,whole_cell_MIC_not_ATP_synthase_activity,eligible_shadow_MIC_context
246,CHEMBL44354,CEFTAZIDIME,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,AmpC overproducing Pseudomonas aeruginosa isolate Pae-beta-18 with PDC-3 variant,MIC,128,μg/mL,CHEMBL1629679,Scientific Literature,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,ORFOPKXBNMVMKC-DWVKKRMSSA-N,valid,Pseudomonas aeruginosa,AmpC overproducing  isolate Pae-beta-18 with PDC-3 variant,MIC,=,128.0,ug/mL,CHEMBL1629679,data/external/curated/Member2_GN_antibacterial_week1.xlsx#row=246,a5d7b25054f2467a41202bba49006316658c2867e60753b9f6097af564093453,pending_endpoint_and_provenance_review,ORFOPKXBNMVMKC-DWVKKRMSSA-N|ampc overproducing pseudomonas aeruginosa isolate pae-beta-18 with pdc-3 variant|mic|=|128.0|ug/ml|chembl1629679,ORFOPKXBNMVMKC-DWVKKRMSSA-N|ampc overproducing pseudomonas aeruginosa isolate pae-beta-18 with pdc-3 variant|mic|=|128.0|ug/ml,False,1,True,True,False,False,False,candidate_increment,B,high,True,True,True,False,gram_negative_mic_context,whole_cell_MIC_not_ATP_synthase_activity,eligible_shadow_MIC_context
247,CHEMBL44354,CEFTAZIDIME,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,AmpC overproducing Pseudomonas aeruginosa isolate Pae-beta-21 with PDC-4 variant,MIC,32,μg/mL,CHEMBL1629679,Scientific Literature,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,ORFOPKXBNMVMKC-DWVKKRMSSA-N,valid,Pseudomonas aeruginosa,AmpC overproducing  isolate Pae-beta-21 with PDC-4 variant,MIC,=,32.0,ug/mL,CHEMBL1629679,data/external/curated/Member2_GN_antibacterial_week1.xlsx#row=247,a5d7b25054f2467a41202bba49006316658c2867e60753b9f6097af564093453,pending_endpoint_and_provenance_review,ORFOPKXBNMVMKC-DWVKKRMSSA-N|ampc overproducing pseudomonas aeruginosa isolate pae-beta-21 with pdc-4 variant|mic|=|32.0|ug/ml|chembl1629679,ORFOPKXBNMVMKC-DWVKKRMSSA-N|ampc overproducing pseudomonas aeruginosa isolate pae-beta-21 with pdc-4 variant|mic|=|32.0|ug/ml,False,1,True,True,False,False,False,candidate_increment,B,high,True,True,True,False,gram_negative_mic_context,whole_cell_MIC_not_ATP_synthase_activity,eligible_shadow_MIC_context
248,CHEMBL44354,CEFTAZIDIME,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,AmpC overproducing Pseudomonas aeruginosa isolate Pae-beta-24 with PDC-5 variant,MIC,64,μg/mL,CHEMBL1629679,Scientific Literature,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,ORFOPKXBNMVMKC-DWVKKRMSSA-N,valid,Pseudomonas aeruginosa,AmpC overproducing  isolate Pae-beta-24 with PDC-5 variant,MIC,=,64.0,ug/mL,CHEMBL1629679,data/external/curated/Member2_GN_antibacterial_week1.xlsx#row=248,a5d7b25054f2467a41202bba49006316658c2867e60753b9f6097af564093453,pending_endpoint_and_provenance_review,ORFOPKXBNMVMKC-DWVKKRMSSA-N|ampc overproducing pseudomonas aeruginosa isolate pae-beta-24 with pdc-5 variant|mic|=|64.0|ug/ml|chembl1629679,ORFOPKXBNMVMKC-DWVKKRMSSA-N|ampc overproducing pseudomonas aeruginosa isolate pae-beta-24 with pdc-5 variant|mic|=|64.0|ug/ml,False,1,True,True,False,False,False,candidate_increment,B,high,True,True,True,False,gram_negative_mic_context,whole_cell_MIC_not_ATP_synthase_activity,eligible_shadow_MIC_context
249,CHEMBL186,CEFEPIME,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,Pseudomonas aeruginosa KG2505a harboring recombinant pBB-PDC-1b,MIC,1,μg/mL,CHEMBL1629679,Scientific Literature,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,HVFLCNVBZFFHBT-ZKDACBOMSA-N,valid,Pseudomonas aeruginosa,KG2505a harboring recombinant pBB-PDC-1b,MIC,=,1.0,ug/mL,CHEMBL1629679,data/external/curated/Member2_GN_antibacterial_week1.xlsx#row=249,a5d7b25054f2467a41202bba49006316658c2867e60753b9f6097af564093453,pending_endpoint_and_provenance_review,HVFLCNVBZFFHBT-ZKDACBOMSA-N|pseudomonas aeruginosa kg2505a harboring recombinant pbb-pdc-1b|mic|=|1.0|ug/ml|chembl1629679,HVFLCNVBZFFHBT-ZKDACBOMSA-N|pseudomonas aeruginosa kg2505a harboring recombinant pbb-pdc-1b|mic|=|1.0|ug/ml,False,1,True,True,False,False,False,candidate_increment,B,high,True,True,True,False,gram_negative_mic_context,whole_cell_MIC_not_ATP_synthase_activity,eligible_shadow_MIC_context
250,CHEMBL148,IMIPENEM ANHYDROUS,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,AmpC overproducing Pseudomonas aeruginosa isolate Pae-beta-17 with PDC-3 variant,MIC,32,μg/mL,CHEMBL1629679,Scientific Literature,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,valid,Pseudomonas aeruginosa,AmpC overproducing  isolate Pae-beta-17 with PDC-3 variant,MIC,=,32.0,ug/mL,CHEMBL1629679,data/external/curated/Member2_GN_antibacterial_week1.xlsx#row=250,a5d7b25054f2467a41202bba49006316658c2867e60753b9f6097af564093453,pending_endpoint_and_provenance_review,ZSKVGTPCRGIANV-ZXFLCMHBSA-N|ampc overproducing pseudomonas aeruginosa isolate pae-beta-17 with pdc-3 variant|mic|=|32.0|ug/ml|chembl1629679,ZSKVGTPCRGIANV-ZXFLCMHBSA-N|ampc overproducing pseudomonas aeruginosa isolate pae-beta-17 with pdc-3 variant|mic|=|32.0|ug/ml,False,1,True,True,False,False,False,candidate_increment,B,high,True,True,True,False,gram_negative_mic_context,whole_cell_MIC_not_ATP_synthase_activity,eligible_shadow_MIC_context
251,CHEMBL148,IMIPENEM ANHYDROUS,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,AmpC overproducing Pseudomonas aeruginosa isolate Pae-beta-20 with PDC-4 variant,MIC,16,μg/mL,CHEMBL1629679,Scientific Literature,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,valid,Pseudomonas aeruginosa,AmpC overproducing  isolate Pae-beta-20 with PDC-4 variant,MIC,=,16.0,ug/mL,CHEMBL1629679,data/external/curated/Member2_GN_antibacterial_week1.xlsx#row=251,a5d7b25054f2467a41202bba49006316658c2867e60753b9f6097af564093453,pending_endpoint_and_provenance_review,ZSKVGTPCRGIANV-ZXFLCMHBSA-N|ampc overproducing pseudomonas aeruginosa isolate pae-beta-20 with pdc-4 variant|mic|=|16.0|ug/ml|chembl1629679,ZSKVGTPCRGIANV-ZXFLCMHBSA-N|ampc overproducing pseudomonas aeruginosa isolate pae-beta-20 with pdc-4 variant|mic|=|16.0|ug/ml,False,1,True,True,False,False,False,candidate_increment,B,high,True,True,True,False,gram_negative_mic_context,whole_cell_MIC_not_ATP_synthase_activity,eligible_shadow_MIC_context
252,CHEMBL148,IMIPENEM ANHYDROUS,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,AmpC overproducing Pseudomonas aeruginosa isolate Pae-beta-26 with PDC-6 variant,MIC,4,μg/mL,CHEMBL1629679,Scientific Literature,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,valid,Pseudomonas aeruginosa,AmpC overproducing  isolate Pae-beta-26 with PDC-6 variant,MIC,=,4.0,ug/mL,CHEMBL1629679,data/external/curated/Member2_GN_antibacterial_week1.xlsx#row=252,a5d7b25054f2467a41202bba49006316658c2867e60753b9f6097af564093453,pending_endpoint_and_provenance_review,ZSKVGTPCRGIANV-ZXFLCMHBSA-N|ampc overproducing pseudomonas aeruginosa isolate pae-beta-26 with pdc-6 variant|mic|=|4.0|ug/ml|chembl1629679,ZSKVGTPCRGIANV-ZXFLCMHBSA-N|ampc overproducing pseudomonas aeruginosa isolate pae-beta-26 with pdc-6 variant|mic|=|4.0|ug/ml,False,1,True,True,False,False,False,candidate_increment,B,high,True,True,True,False,gram_negative_mic_context,whole_cell_MIC_not_ATP_synthase_activity,eligible_shadow_MIC_context
253,CHEMBL148,IMIPENEM ANHYDROUS,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,Pseudomonas aeruginosa isolate Pae-beta-29 with PDC-8 variant,MIC,16,μg/mL,CHEMBL1629679,Scientific Literature,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,valid,Pseudomonas aeruginosa,isolate Pae-beta-29 with PDC-8 variant,MIC,=,16.0,ug/mL,CHEMBL1629679,data/external/curated/Member2_GN_antibacterial_week1.xlsx#row=253,a5d7b25054f2467a41202bba49006316658c2867e60753b9f6097af564093453,pending_endpoint_and_provenance_review,ZSKVGTPCRGIANV-ZXFLCMHBSA-N|pseudomonas aeruginosa isolate pae-beta-29 with pdc-8 variant|mic|=|16.0|ug/ml|chembl1629679,ZSKVGTPCRGIANV-ZXFLCMHBSA-N|pseudomonas aeruginosa isolate pae-beta-29 with pdc-8 variant|mic|=|16.0|ug/ml,False,1,True,True,False,False,False,candidate_increment,B,high,True,True,True,False,gram_negative_mic_context,whole_cell_MIC_not_ATP_synthase_activity,eligible_shadow_MIC_context
254,CHEMBL148,IMIPENEM ANHYDROUS,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,Pseudomonas aeruginosa 12B harboring recombinant pBB-PDC-3,MIC,4,μg/mL,CHEMBL1629679,Scientific Literature,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,valid,Pseudomonas aeruginosa,12B harboring recombinant pBB-PDC-3,MIC,=,4.0,ug/mL,CHEMBL1629679,data/external/curated/Member2_GN_antibacterial_week1.xlsx#row=254,a5d7b25054f2467a41202bba49006316658c2867e60753b9f6097af564093453,pending_endpoint_and_provenance_review,ZSKVGTPCRGIANV-ZXFLCMHBSA-N|pseudomonas aeruginosa 12b harboring recombinant pbb-pdc-3|mic|=|4.0|ug/ml|chembl1629679,ZSKVGTPCRGIANV-ZXFLCMHBSA-N|pseudomonas aeruginosa 12b harboring recombinant pbb-pdc-3|mic|=|4.0|ug/ml,False,1,True,True,False,False,False,candidate_increment,B,high,True,True,True,False,gram_negative_mic_context,whole_cell_MIC_not_ATP_synthase_activity,eligible_shadow_MIC_context
255,CHEMBL148,IMIPENEM ANHYDROUS,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,Pseudomonas aeruginosa 12B harboring recombinant pBB-PDC-4,MIC,4,μg/mL,CHEMBL1629679,Scientific Literature,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,valid,Pseudomonas aeruginosa,12B harboring recombinant pBB-PDC-4,MIC,=,4.0,ug/mL,CHEMBL1629679,data/external/curated/Member2_GN_antibacterial_week1.xlsx#row=255,a5d7b25054f2467a41202bba49006316658c2867e60753b9f6097af564093453,pending_endpoint_and_provenance_review,ZSKVGTPCRGIANV-ZXFLCMHBSA-N|pseudomonas aeruginosa 12b harboring recombinant pbb-pdc-4|mic|=|4.0|ug/ml|chembl1629679,ZSKVGTPCRGIANV-ZXFLCMHBSA-N|pseudomonas aeruginosa 12b harboring recombinant pbb-pdc-4|mic|=|4.0|ug/ml,False,1,True,True,False,False,False,candidate_increment,B,high,True,True,True,False,gram_negative_mic_context,whole_cell_MIC_not_ATP_synthase_activity,eligible_shadow_MIC_context
256,CHEMBL127,MEROPENEM,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,Pseudomonas aeruginosa KG2505a harboring recombinant pBB-PDC-1b,MIC,0.12,μg/mL,CHEMBL1629679,Scientific Literature,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,DMJNNHOOLUXYBV-PQTSNVLCSA-N,valid,Pseudomonas aeruginosa,KG2505a harboring recombinant pBB-PDC-1b,MIC,=,0.12,ug/mL,CHEMBL1629679,data/external/curated/Member2_GN_antibacterial_week1.xlsx#row=256,a5d7b25054f2467a41202bba49006316658c2867e60753b9f6097af564093453,pending_endpoint_and_provenance_review,DMJNNHOOLUXYBV-PQTSNVLCSA-N|pseudomonas aeruginosa kg2505a harboring recombinant pbb-pdc-1b|mic|=|0.12|ug/ml|chembl1629679,DMJNNHOOLUXYBV-PQTSNVLCSA-N|pseudomonas aeruginosa kg2505a harboring recombinant pbb-pdc-1b|mic|=|0.12|ug/ml,False,1,True,True,False,False,False,candidate_increment,B,high,True,True,True,False,gram_negative_mic_context,whole_cell_MIC_not_ATP_synthase_activity,eligible_shadow_MIC_context
257,CHEMBL44354,CEFTAZIDIME,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,Pseudomonas aeruginosa 12B harboring recombinant pBB-PDC-3,MIC,32,μg/mL,CHEMBL1629679,Scientific Literature,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,ORFOPKXBNMVMKC-DWVKKRMSSA-N,valid,Pseudomonas aeruginosa,12B harboring recombinant pBB-PDC-3,MIC,=,32.0,ug/mL,CHEMBL1629679,data/external/curated/Member2_GN_antibacterial_week1.xlsx#row=257,a5d7b25054f2467a41202bba49006316658c2867e60753b9f6097af564093453,pending_endpoint_and_provenance_review,ORFOPKXBNMVMKC-DWVKKRMSSA-N|pseudomonas aeruginosa 12b harboring recombinant pbb-pdc-3|mic|=|32.0|ug/ml|chembl1629679,ORFOPKXBNMVMKC-DWVKKRMSSA-N|pseudomonas aeruginosa 12b harboring recombinant pbb-pdc-3|mic|=|32.0|ug/ml,False,1,True,True,False,False,False,candidate_increment,B,high,True,True,True,False,gram_negative_mic_context,whole_cell_MIC_not_ATP_synthase_activity,eligible_shadow_MIC_context
258,CHEMBL186,CEFEPIME,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,AmpC overproducing Pseudomonas aeruginosa isolate Pae-beta-18 with PDC-3 variant,MIC,128,μg/mL,CHEMBL1629679,Scientific Literature,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,HVFLCNVBZFFHBT-ZKDACBOMSA-N,valid,Pseudomonas aeruginosa,AmpC overproducing  isolate Pae-beta-18 with PDC-3 variant,MIC,=,128.0,ug/mL,CHEMBL1629679,data/external/curated/Member2_GN_antibacterial_week1.xlsx#row=258,a5d7b25054f2467a41202bba49006316658c2867e60753b9f6097af564093453,pending_endpoint_and_provenance_review,HVFLCNVBZFFHBT-ZKDACBOMSA-N|ampc overproducing pseudomonas aeruginosa isolate pae-beta-18 with pdc-3 variant|mic|=|128.0|ug/ml|chembl1629679,HVFLCNVBZFFHBT-ZKDACBOMSA-N|ampc overproducing pseudomonas aeruginosa isolate pae-beta-18 with pdc-3 variant|mic|=|128.0|ug/ml,False,1,True,True,False,False,False,candidate_increment,B,high,True,True,True,False,gram_negative_mic_context,whole_cell_MIC_not_ATP_synthase_activity,eligible_shadow_MIC_context
