rdkit_canonical_smiles,scaffold,organism_species,unit_normalized,compound_ids,measurement_count,activity_value_median,activity_value_min,activity_value_max,label_log10,source_level,confidence,reference_count,sample_weight
CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,C1=CO[C@H](O[C@@H]2CCC[C@H](O[C@@H]3CCCCO3)C2)CC1,Acinetobacter baumannii,μg/mL,CHEMBL221886,2,4.25,0.5,8.0,0.6283889300503115,B,high,1,1.0
CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CNCCO)=CC[C@H]3N)[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CCN)OC[C@]1(C)O,C1=CO[C@H](O[C@@H]2CCC[C@H](O[C@@H]3CCCCO3)C2)CC1,Acinetobacter baumannii,μg/mL,CHEMBL1650559,5,4.0,2.0,8.0,0.6020599913279624,B,high,1,1.0
CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CN)OC[C@]1(C)O,C1CC[C@@H](O[C@@H]2CCC[C@H](O[C@@H]3CCCCO3)C2)OC1,Acinetobacter baumannii,μg/mL,CHEMBL272080,1,32.0,32.0,32.0,1.505149978319906,B,high,1,1.0
CN[C@H](C(=O)N[C@@H](CCCN)C(=O)N[C@@H](CCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O)C(C)C,O=C(CCc1c[nH]c2ccccc12)NCCc1c[nH]c2ccccc12,Acinetobacter baumannii,μg/mL,CHEMBL3221236,1,64.0,64.0,64.0,1.806179973983887,B,high,1,1.0
CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,O=C1CCc2ccc(cc2)Oc2cc3cc(c2O[C@@H]2OCCC[C@H]2O[C@H]2CCCCO2)Oc2ccc(cc2)C[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)CN1)c1cccc(c1)-c1ccccc1CNC2=O,Acinetobacter baumannii,μg/mL,CHEMBL262777,9,8.0,1.0,256.0,0.9030899869919435,B,high,2,1.0
CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,O=C1CCc2ccc(cc2)Oc2cc3cc(c2O[C@@H]2OCCC[C@H]2O[C@H]2CCCCO2)Oc2ccc(cc2)C[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)CN1)c1cccc(c1)-c1ccccc1CNC2=O,Escherichia coli,μg/mL,CHEMBL262777,2,0.45,0.12,0.78,-0.3467874862246563,B,high,2,1.0
CN[C@H]1CCC[C@H]2C1=C(C(=O)O)N1C(=O)[C@H]([C@@H](C)O)[C@@H]21,O=C1C[C@H]2[C@H]3CCCCC3=CN12,Escherichia coli,μg/mL,CHEMBL48125,2,1.25,0.5,2.0,0.09691001300805642,B,high,1,1.0
CN[C@H]1CCC[C@H]2C1=C(C(=O)O)N1C(=O)[C@H]([C@@H](C)O)[C@@H]21,O=C1C[C@H]2[C@H]3CCCCC3=CN12,Pseudomonas aeruginosa,μg/mL,CHEMBL48125,1,4.0,4.0,4.0,0.6020599913279624,B,high,1,1.0
CN[C@H]1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C(C)(C)C)C1,O=c1cc[nH]c2nc(N3CCCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL3350306,1,0.06,0.06,0.06,-1.2218487496163564,B,high,1,1.0
CN[C@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)[C@@H]1C,O=c1ccn(C2CC2)c2cc(N3CCC3)ccc12,Escherichia coli,μg/mL,CHEMBL134556,1,0.06,0.06,0.06,-1.2218487496163564,B,high,1,1.0
CN[C@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)[C@@H]1C,O=c1ccn(C2CC2)c2cc(N3CCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL134556,1,0.03,0.03,0.03,-1.5228787452803376,B,high,1,1.0
CN[C@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)[C@@H]1C,O=c1ccn(C2CC2)c2cc(N3CCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL134556,1,0.5,0.5,0.5,-0.3010299956639812,B,high,1,1.0
CN[C@H]1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)[C@@H]1C,O=c1ccn(C2CC2)c2cc(N3CCC3)ccc12,Escherichia coli,μg/mL,CHEMBL134599,1,0.06,0.06,0.06,-1.2218487496163564,B,high,1,1.0
CN[C@H]1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)[C@@H]1C,O=c1ccn(C2CC2)c2cc(N3CCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL134599,1,0.03,0.03,0.03,-1.5228787452803376,B,high,1,1.0
CN[C@H]1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)[C@@H]1C,O=c1ccn(C2CC2)c2cc(N3CCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL134599,1,0.5,0.5,0.5,-0.3010299956639812,B,high,1,1.0
CNc1c(F)c(N2CCNCC2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,Escherichia coli,μg/mL,CHEMBL149425,2,0.0625,0.025,0.1,-1.2041199826559248,B,high,1,1.0
CNc1c(F)c(N2CCNCC2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL149425,1,0.1,0.1,0.1,-1.0,B,high,1,1.0
CNc1c(F)c(N2CCNCC2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL149425,1,1.6,1.6,1.6,0.2041199826559248,B,high,1,1.0
CNc1cc2c(=O)c(C(=O)O)cn(C3CC3)c2c(C)c1N1CCC(C)CC1,O=c1ccn(C2CC2)c2cc(N3CCCCC3)ccc12,Escherichia coli,μg/mL,CHEMBL436204,2,0.75,0.5,1.0,-0.12493873660829995,B,high,1,1.0
CNc1cc2c(=O)c(C(=O)O)cn(C3CC3)c2c(C)c1N1CCC(C)CC1,O=c1ccn(C2CC2)c2cc(N3CCCCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL436204,1,0.5,0.5,0.5,-0.3010299956639812,B,high,1,1.0
CNc1cccc2c(O)c3c(cc12)C[C@H]1C[C@H]2[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C1C3=O,O=C1C2=CC3C(=O)C=CC[C@@H]3C[C@@H]2Cc2cc3ccccc3cc21,Acinetobacter baumannii,μg/mL,CHEMBL1782490,1,32.0,32.0,32.0,1.505149978319906,B,high,1,1.0
CNn1cc(C(=O)O)c(=O)c2cc(F)c(-c3cc(C)nc(C)c3)cc21,O=c1cc[nH]c2cc(-c3ccncc3)ccc12,Escherichia coli,μg/mL,CHEMBL421355,1,0.25,0.25,0.25,-0.6020599913279624,B,high,1,1.0
CNn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,O=c1cc[nH]c2cc(N3CCNCC3)ccc12,Escherichia coli,μg/mL,CHEMBL6231,2,0.0625,0.025,0.1,-1.2041199826559248,B,high,1,1.0
CNn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,O=c1cc[nH]c2cc(N3CCNCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL6231,2,0.2,0.2,0.2,-0.6989700043360187,B,high,2,1.0
CNn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,O=c1cc[nH]c2cc(N3CCNCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL6231,2,0.8,0.8,0.8,-0.09691001300805639,B,high,2,1.0
CNn1cc(O)c(=O)cc1C(=O)NC[C@@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,N=C(C(=O)N[C@@H]1C(=O)N[C@@H]1CNC(=O)c1cc(=O)cc[nH]1)c1cscn1,Acinetobacter baumannii,μg/mL,CHEMBL2409658,1,2.0,2.0,2.0,0.3010299956639812,B,high,1,1.0
CO/N=C(\C(=O)NC1C(=O)N2C(C(=O)O)=C(SCSc3cc(N)nc(N)n3)CSC12)c1csc(N)n1,N=C(C(=O)NC1C(=O)N2C=C(SCSc3ccncn3)CSC12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL422052,1,0.5,0.5,0.5,-0.3010299956639812,B,high,1,1.0
CO/N=C(\C(=O)NC1C(=O)N2C(C(=O)O)=C(Sc3cc(N)nc(N)n3)CSC12)c1csc(N)n1,N=C(C(=O)NC1C(=O)N2C=C(Sc3ccncn3)CSC12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL422231,1,0.5,0.5,0.5,-0.3010299956639812,B,high,1,1.0
CO/N=C(\C(=O)NC1CN2CC(C#N)=C(C(=O)O)N2C1=O)c1csc(N)n1,N=C(C(=O)NC1CN2CC=CN2C1=O)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL432996,1,0.5,0.5,0.5,-0.3010299956639812,B,high,1,1.0
CO/N=C(\C(=O)NC1CN2CC(C(=O)Nc3ccccc3)=C(C(=O)O)N2C1=O)c1csc(N)n1,N=C(C(=O)NC1CN2CC(C(=O)Nc3ccccc3)=CN2C1=O)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL1159789,1,32.0,32.0,32.0,1.505149978319906,B,high,1,1.0
CO/N=C(\C(=O)NC1CN2CC(C(=O)O)=C(C(=O)O)N2C1=O)c1csc(N)n1,N=C(C(=O)NC1CN2CC=CN2C1=O)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL1159786,1,64.0,64.0,64.0,1.806179973983887,B,high,1,1.0
CO/N=C(\C(=O)NC1CN2CC(C(=O)OC)=C(C(=O)O)N2C1=O)c1csc(N)n1,N=C(C(=O)NC1CN2CC=CN2C1=O)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL111621,1,8.0,8.0,8.0,0.9030899869919435,B,high,1,1.0
CO/N=C(\C(=O)NC1CN2CC(C(C)=O)=C(C(=O)O)N2C1=O)c1csc(N)n1,N=C(C(=O)NC1CN2CC=CN2C1=O)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL436143,1,2.0,2.0,2.0,0.3010299956639812,B,high,1,1.0
CO/N=C(\C(=O)NC1CN2CC(S(C)(=O)=O)=C(C(=O)O)N2C1=O)c1csc(N)n1,N=C(C(=O)NC1CN2CC=CN2C1=O)c1cscn1,Escherichia coli,μg/mL,CHEMBL109281,4,0.06,0.06,7.93,-1.2218487496163564,B,high,1,1.0
CO/N=C(\C(=O)NC1CN2CC(S(C)(=O)=O)=C(C(=O)O)N2C1=O)c1csc(N)n1,N=C(C(=O)NC1CN2CC=CN2C1=O)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL109281,2,0.1875,0.125,0.25,-0.7269987279362623,B,high,2,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(/C=C3\CCN(CC(F)(F)F)C3=O)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(/C=C3\CCNC3=O)CS[C@H]12)c1cscn1,Escherichia coli,μg/mL,CHEMBL52661,1,0.25,0.25,0.25,-0.6020599913279624,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(/C=C3\CCN(CC(F)(F)F)C3=O)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(/C=C3\CCNC3=O)CS[C@H]12)c1cscn1,Pseudomonas aeruginosa,μg/mL,CHEMBL52661,1,8.0,8.0,8.0,0.9030899869919435,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CN3CCN(c4cc5c(cc4F)c(=O)c(C(=O)O)cn5C4CC4)CC3)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(CN3CCN(c4ccc5c(=O)ccn(C6CC6)c5c4)CC3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL336976,1,1.0,1.0,1.0,0.0,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CN3CCN(c4cc5c(cc4F)c(=O)c(C(=O)O)cn5C4CC4)CC3)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(CN3CCN(c4ccc5c(=O)ccn(C6CC6)c5c4)CC3)CS[C@H]12)c1cscn1,Pseudomonas aeruginosa,μg/mL,CHEMBL336976,2,5.0,2.0,8.0,0.6989700043360189,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CN3CCNCC3)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(CN3CCNCC3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL130494,1,0.125,0.125,0.125,-0.9030899869919435,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CN3CCNCC3)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(CN3CCNCC3)CS[C@H]12)c1cscn1,Pseudomonas aeruginosa,μg/mL,CHEMBL130494,1,64.0,64.0,64.0,1.806179973983887,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(=O)N3CCN(c4cc5c(cc4F)c(=O)c(C(=O)O)cn5C4CC4)CC3)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(COC(=O)N3CCN(c4ccc5c(=O)ccn(C6CC6)c5c4)CC3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL430842,1,0.125,0.125,0.125,-0.9030899869919435,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(=O)N3CCN(c4cc5c(cc4F)c(=O)c(C(=O)O)cn5C4CC4)CC3)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(COC(=O)N3CCN(c4ccc5c(=O)ccn(C6CC6)c5c4)CC3)CS[C@H]12)c1cscn1,Pseudomonas aeruginosa,μg/mL,CHEMBL430842,2,1.0,1.0,1.0,0.0,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=CCS[C@H]12)c1cscn1,Acinetobacter baumannii,μg/mL,CHEMBL1730,30,8.0,0.0015,64.0,0.9030899869919435,B,high,9,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=CCS[C@H]12)c1cscn1,Escherichia coli,μg/mL,CHEMBL1730,1,0.5,0.5,0.5,-0.3010299956639812,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=CCS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL1730,5,0.031,0.008,1.0,-1.5086383061657274,B,high,4,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=CCS[C@H]12)c1cscn1,Pseudomonas aeruginosa,μg/mL,CHEMBL1730,7,69.86,16.0,135.0,1.844228581301628,B,high,4,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,N=C(C(=O)N[C@@H]1C(=O)N2C=CCS[C@H]12)c1ccco1,Acinetobacter baumannii,μg/mL,CHEMBL1436,4,32.0,32.0,32.0,1.505149978319906,B,high,2,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(CSc3nc(=O)cn[nH]3)CS[C@H]12)c1cscn1,Acinetobacter baumannii,μg/mL,CHEMBL161,2,8.0,8.0,8.0,0.9030899869919435,B,high,2,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(CSc3nc(=O)cn[nH]3)CS[C@H]12)c1cscn1,Pseudomonas aeruginosa,μg/mL,CHEMBL161,1,16.0,16.0,16.0,1.2041199826559248,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[NH+]3CCCC3)CS[C@H]12)c1cscn1,Acinetobacter baumannii,μg/mL,CHEMBL186,115,16.0,0.125,256.0,1.2041199826559248,B,high,21,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cc(C)c4ccccc4c3)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccc4ccccc4c3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL431163,2,4.0075,0.015,8.0,0.6028735310261825,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cc(C)cc(C)c3)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccccc3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL66500,2,4.015,0.03,8.0,0.6036855496146997,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc(C(N)=S)cc3)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccccc3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL2114045,2,4.015,0.03,8.0,0.6036855496146997,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc(CC(=O)NO)cc3)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccccc3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL3349032,20,2.03,0.03,32.0,0.3074960379132129,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc(Cl)cc3)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccccc3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL2115114,2,8.015,0.03,16.0,0.9039035266901636,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc4[nH]c(-c5ccccc5)nc4c3)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccc4[nH]c(-c5ccccc5)nc4c3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL69579,2,1.0075,0.015,2.0,0.003245054813147085,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc4[nH]c(-c5cccs5)nc4c3)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccc4[nH]c(-c5cccs5)nc4c3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL305472,2,2.0075,0.015,4.0,0.3026555539507185,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc4[nH]c(C)nc4c3)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccc4[nH]cnc4c3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL304803,2,1.004,0.008,2.0,0.0017337128090005314,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc4[nH]cnc4c3)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccc4[nH]cnc4c3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL303696,2,4.004,0.008,8.0,0.602494068807281,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc4c(O)cccc4c3)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccc4ccccc4c3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL291389,1,8.0,8.0,8.0,0.9030899869919435,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc4c(S(=O)(=O)O)cccc4c3)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccc4ccccc4c3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL305090,2,16.015,0.03,32.0,1.2045269429998406,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc4c(c3)nc(C)n4C)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccc4[nH]cnc4c3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL291858,2,1.004,0.008,2.0,0.0017337128090005314,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc4c(c3)ncn4C)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccc4[nH]cnc4c3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL307335,2,4.0075,0.015,8.0,0.6028735310261825,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc4ccccc4c3)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccc4ccccc4c3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL430793,2,1.0075,0.015,2.0,0.003245054813147085,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc4ccoc4c3)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccc4ccoc4c3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL68460,2,2.0075,0.015,4.0,0.3026555539507185,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc4ccsc4c3)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccc4ccsc4c3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL66276,2,2.0075,0.015,4.0,0.3026555539507185,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc4cnccc4c3)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccc4cnccc4c3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL63210,1,2.0,2.0,2.0,0.3010299956639812,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc4cncnc4c3)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccc4cncnc4c3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL68455,2,8.0625,0.125,16.0,0.9064697276433242,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc4nc(C(C)(C)C)sc4c3)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccc4ncsc4c3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL66848,2,2.015,0.03,4.0,0.3042750504771283,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc4nc(C)n(C)c4c3)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccc4nc[nH]c4c3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL68392,2,1.0075,0.015,2.0,0.003245054813147085,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc4nc(C)sc4c3)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccc4ncsc4c3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL303971,2,0.515,0.03,1.0,-0.28819277095880896,B,high,1,1.0
