rdkit_canonical_smiles,scaffold,organism_species,unit_normalized,compound_ids,measurement_count,activity_value_median,activity_value_min,activity_value_max,label_log10,source_level,confidence,reference_count,sample_weight
Cc1c(N2CCC(F)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12,O=c1ccc(C2CC2)c2cc(N3CCCC3)ccn12,Klebsiella pneumoniae,μg/mL,CHEMBL58941,1,0.1,0.1,0.1,-1.0,B,high,1,1.0
Cc1c(N2CCC(N)(CF)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12,O=c1ccc(C2CC2)c2cc(N3CCCC3)ccn12,Klebsiella pneumoniae,μg/mL,CHEMBL59568,1,0.01,0.01,0.01,-2.0,B,high,1,1.0
Cc1c(N2CCC(O)CC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCCCC3)ccc12,Escherichia coli,μg/mL,CHEMBL45892,2,0.515,0.03,1.0,-0.28819277095880896,B,high,1,1.0
Cc1c(N2CCC(O)CC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCCCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL45892,1,0.03,0.03,0.03,-1.5228787452803376,B,high,1,1.0
Cc1c(N2CCC(O)CC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCCCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL45892,1,2.0,2.0,2.0,0.3010299956639812,B,high,1,1.0
Cc1c(N2CCC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCC3)ccc12,Escherichia coli,μg/mL,CHEMBL343114,2,8.125,0.25,16.0,0.909823369650912,B,high,1,1.0
Cc1c(N2CCC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL343114,1,0.25,0.25,0.25,-0.6020599913279624,B,high,1,1.0
Cc1c(N2CCC3CCCCC3C2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCC4CCCCC4C3)ccc12,Escherichia coli,μg/mL,CHEMBL138740,2,4.0,4.0,4.0,0.6020599913279624,B,high,1,1.0
Cc1c(N2CCC3CCCCC3C2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCC4CCCCC4C3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL138740,1,0.125,0.125,0.125,-0.9030899869919435,B,high,1,1.0
Cc1c(N2CCC3CCCCC3C2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCC4CCCCC4C3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL138740,1,64.0,64.0,64.0,1.806179973983887,B,high,1,1.0
Cc1c(N2CCCC(C)(C)C2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCCCC3)ccc12,Escherichia coli,μg/mL,CHEMBL138896,2,0.5,0.5,0.5,-0.3010299956639812,B,high,1,1.0
Cc1c(N2CCCC(C)(C)C2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCCCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL138896,1,0.5,0.5,0.5,-0.3010299956639812,B,high,1,1.0
Cc1c(N2CCCC(C)(C)C2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCCCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL138896,1,64.0,64.0,64.0,1.806179973983887,B,high,1,1.0
Cc1c(N2CCCC(C)C2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCCCC3)ccc12,Escherichia coli,μg/mL,CHEMBL139236,2,0.03,0.03,0.03,-1.5228787452803376,B,high,1,1.0
Cc1c(N2CCCC(C)C2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCCCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL139236,1,0.03,0.03,0.03,-1.5228787452803376,B,high,1,1.0
Cc1c(N2CCCC(C)C2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCCCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL139236,1,4.0,4.0,4.0,0.6020599913279624,B,high,1,1.0
Cc1c(N2CCCC(CO)C2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCCCC3)ccc12,Escherichia coli,μg/mL,CHEMBL139058,2,0.016,0.016,0.016,-1.7958800173440752,B,high,1,1.0
Cc1c(N2CCCC(CO)C2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCCCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL139058,1,0.016,0.016,0.016,-1.7958800173440752,B,high,1,1.0
Cc1c(N2CCCC(CO)C2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCCCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL139058,1,2.0,2.0,2.0,0.3010299956639812,B,high,1,1.0
Cc1c(N2CCCC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCCC3)ccc12,Escherichia coli,μg/mL,CHEMBL47601,2,16.5,1.0,32.0,1.2174839442139063,B,high,1,1.0
Cc1c(N2CCCC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL47601,1,0.5,0.5,0.5,-0.3010299956639812,B,high,1,1.0
Cc1c(N2CCCCC2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCCCC3)ccc12,Escherichia coli,μg/mL,CHEMBL136779,2,0.0775,0.03,0.125,-1.1106982974936896,B,high,1,1.0
Cc1c(N2CCCCC2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCCCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL136779,1,0.125,0.125,0.125,-0.9030899869919435,B,high,1,1.0
Cc1c(N2CCCCC2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCCCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL136779,1,1.0,1.0,1.0,0.0,B,high,1,1.0
Cc1c(N2CCCCC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCCCC3)ccc12,Escherichia coli,μg/mL,CHEMBL344447,2,0.03,0.03,0.03,-1.5228787452803376,B,high,1,1.0
Cc1c(N2CCCCC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCCCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL344447,1,0.03,0.03,0.03,-1.5228787452803376,B,high,1,1.0
Cc1c(N2CCCCC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCCCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL344447,1,1.0,1.0,1.0,0.0,B,high,1,1.0
Cc1c(N2CCCCC2)c([N+](=O)[O-])cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCCCC3)ccc12,Escherichia coli,μg/mL,CHEMBL138050,2,18.0,4.0,32.0,1.255272505103306,B,high,1,1.0
Cc1c(N2CCCCC2)c([N+](=O)[O-])cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCCCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL138050,1,64.0,64.0,64.0,1.806179973983887,B,high,1,1.0
Cc1c(N2CCCCC2)c([N+](=O)[O-])cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCCCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL138050,1,64.0,64.0,64.0,1.806179973983887,B,high,1,1.0
Cc1c(N2CCCCCC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCCCCC3)ccc12,Escherichia coli,μg/mL,CHEMBL139580,2,1.015,0.03,2.0,0.006466042249231681,B,high,1,1.0
Cc1c(N2CCCCCC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCCCCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL139580,1,0.03,0.03,0.03,-1.5228787452803376,B,high,1,1.0
Cc1c(N2CCCCCC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCCCCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL139580,1,4.0,4.0,4.0,0.6020599913279624,B,high,1,1.0
Cc1c(N2CCN(C)CC2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,Escherichia coli,μg/mL,CHEMBL343603,2,0.03,0.03,0.03,-1.5228787452803376,B,high,1,1.0
Cc1c(N2CCN(C)CC2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL343603,1,0.03,0.03,0.03,-1.5228787452803376,B,high,1,1.0
Cc1c(N2CCN(C)CC2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL343603,1,2.0,2.0,2.0,0.3010299956639812,B,high,1,1.0
Cc1c(N2CCN(C)CC2)c(N)cc2c(=O)c(C(=O)O)cn(-c3ccc(F)cc3)c12,O=c1ccn(-c2ccccc2)c2cc(N3CCNCC3)ccc12,Escherichia coli,μg/mL,CHEMBL139445,2,1.0,1.0,1.0,0.0,B,high,1,1.0
Cc1c(N2CCN(C)CC2)c(N)cc2c(=O)c(C(=O)O)cn(-c3ccc(F)cc3)c12,O=c1ccn(-c2ccccc2)c2cc(N3CCNCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL139445,1,1.0,1.0,1.0,0.0,B,high,1,1.0
Cc1c(N2CCN(C)CC2)c(N)cc2c(=O)c(C(=O)O)cn(-c3ccc(F)cc3)c12,O=c1ccn(-c2ccccc2)c2cc(N3CCNCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL139445,1,128.0,128.0,128.0,2.1072099696478683,B,high,1,1.0
Cc1c(N2CCN(C)CC2)c(N)cc2c(=O)c(C(=O)O)cn(-c3ccc(O)cc3)c12,O=c1ccn(-c2ccccc2)c2cc(N3CCNCC3)ccc12,Escherichia coli,μg/mL,CHEMBL139107,2,0.125,0.125,0.125,-0.9030899869919435,B,high,1,1.0
Cc1c(N2CCN(C)CC2)c(N)cc2c(=O)c(C(=O)O)cn(-c3ccc(O)cc3)c12,O=c1ccn(-c2ccccc2)c2cc(N3CCNCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL139107,1,0.25,0.25,0.25,-0.6020599913279624,B,high,1,1.0
Cc1c(N2CCN(C)CC2)c(N)cc2c(=O)c(C(=O)O)cn(-c3ccc(O)cc3)c12,O=c1ccn(-c2ccccc2)c2cc(N3CCNCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL139107,1,8.0,8.0,8.0,0.9030899869919435,B,high,1,1.0
Cc1c(N2CCN(C)CC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,Escherichia coli,μg/mL,CHEMBL416273,2,0.03,0.03,0.03,-1.5228787452803376,B,high,1,1.0
Cc1c(N2CCN(C)CC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL416273,1,0.03,0.03,0.03,-1.5228787452803376,B,high,1,1.0
Cc1c(N2CCN(C)CC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL416273,1,2.0,2.0,2.0,0.3010299956639812,B,high,1,1.0
Cc1c(N2CCN(C)CC2)c([N+](=O)[O-])cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,Escherichia coli,μg/mL,CHEMBL424287,2,10.0,4.0,16.0,1.0,B,high,1,1.0
Cc1c(N2CCN(C)CC2)c([N+](=O)[O-])cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL424287,1,16.0,16.0,16.0,1.2041199826559248,B,high,1,1.0
Cc1c(N2CCN(C)CC2)c([N+](=O)[O-])cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL424287,1,64.0,64.0,64.0,1.806179973983887,B,high,1,1.0
Cc1c(N2CCNC(C)C2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,Escherichia coli,μg/mL,CHEMBL48393,2,0.0775,0.03,0.125,-1.1106982974936896,B,high,1,1.0
Cc1c(N2CCNC(C)C2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL48393,1,0.03,0.03,0.03,-1.5228787452803376,B,high,1,1.0
Cc1c(N2CCNC(C)C2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL48393,1,1.0,1.0,1.0,0.0,B,high,1,1.0
Cc1c(N2CCNCC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,Escherichia coli,μg/mL,CHEMBL45933,2,0.03,0.03,0.03,-1.5228787452803376,B,high,1,1.0
Cc1c(N2CCNCC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL45933,1,0.03,0.03,0.03,-1.5228787452803376,B,high,1,1.0
Cc1c(N2CCNCC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL45933,1,1.0,1.0,1.0,0.0,B,high,1,1.0
Cc1c(N2CCOCC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCOCC3)ccc12,Escherichia coli,μg/mL,CHEMBL45586,2,0.03,0.03,0.03,-1.5228787452803376,B,high,1,1.0
Cc1c(N2CCOCC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCOCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL45586,1,0.03,0.03,0.03,-1.5228787452803376,B,high,1,1.0
Cc1c(N2CCOCC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCOCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL45586,1,1.0,1.0,1.0,0.0,B,high,1,1.0
Cc1c(N2CCSCC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCSCC3)ccc12,Escherichia coli,μg/mL,CHEMBL48072,2,0.14,0.03,0.25,-0.8538719643217619,B,high,1,1.0
Cc1c(N2CCSCC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCSCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL48072,1,0.02,0.02,0.02,-1.6989700043360187,B,high,1,1.0
Cc1c(N2CCSCC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCSCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL48072,1,1.0,1.0,1.0,0.0,B,high,1,1.0
Cc1c(N2CC[C@@H]([C@@H](N)C(F)(F)F)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12,O=c1ccc(C2CC2)c2cc(N3CCCC3)ccn12,Klebsiella pneumoniae,μg/mL,CHEMBL293779,1,0.39,0.39,0.39,-0.4089353929735008,B,high,1,1.0
Cc1c(N2CC[C@H](N)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12,O=c1ccc(C2CC2)c2cc(N3CCCC3)ccn12,Klebsiella pneumoniae,μg/mL,CHEMBL16727,1,0.005,0.005,0.005,-2.3010299956639813,B,high,1,1.0
Cc1c(N2CC[C@H]([C@@H](N)C(F)(F)F)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12,O=c1ccc(C2CC2)c2cc(N3CCCC3)ccn12,Klebsiella pneumoniae,μg/mL,CHEMBL416317,1,0.2,0.2,0.2,-0.6989700043360187,B,high,1,1.0
Cc1c(N2CCc3ccccc3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCc4ccccc4C3)ccc12,Escherichia coli,μg/mL,CHEMBL141308,2,0.045,0.03,0.06,-1.3467874862246563,B,high,1,1.0
Cc1c(N2CCc3ccccc3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCc4ccccc4C3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL141308,1,0.03,0.03,0.03,-1.5228787452803376,B,high,1,1.0
Cc1c(N2CCc3ccccc3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCc4ccccc4C3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL141308,1,4.0,4.0,4.0,0.6020599913279624,B,high,1,1.0
Cc1c(N2CCc3ccccc3C2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCc4ccccc4C3)ccc12,Escherichia coli,μg/mL,CHEMBL124970,2,0.008,0.008,0.008,-2.0969100130080562,B,high,1,1.0
Cc1c(N2CCc3ccccc3C2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCc4ccccc4C3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL124970,1,0.06,0.06,0.06,-1.2218487496163564,B,high,1,1.0
Cc1c(N2CCc3ccccc3C2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCc4ccccc4C3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL124970,1,0.5,0.5,0.5,-0.3010299956639812,B,high,1,1.0
Cc1c(N2CCc3ccccc3C2)c([N+](=O)[O-])cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCc4ccccc4C3)ccc12,Escherichia coli,μg/mL,CHEMBL337757,2,34.0,4.0,64.0,1.5314789170422551,B,high,1,1.0
Cc1c(N2CCc3ccccc3C2)c([N+](=O)[O-])cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCc4ccccc4C3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL337757,1,64.0,64.0,64.0,1.806179973983887,B,high,1,1.0
Cc1c(N2CCc3ccccc3C2)c([N+](=O)[O-])cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCc4ccccc4C3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL337757,1,64.0,64.0,64.0,1.806179973983887,B,high,1,1.0
Cc1c(N2C[C@@H](C)O[C@@H](C)C2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCOCC3)ccc12,Escherichia coli,μg/mL,CHEMBL141053,2,0.008,0.008,0.008,-2.0969100130080562,B,high,1,1.0
Cc1c(N2C[C@@H](C)O[C@@H](C)C2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCOCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL141053,1,0.08,0.08,0.08,-1.0969100130080565,B,high,1,1.0
Cc1c(N2C[C@@H](C)O[C@@H](C)C2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCOCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL141053,1,4.0,4.0,4.0,0.6020599913279624,B,high,1,1.0
Cc1c(N2C[C@@H](CF)[C@H](N)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12,O=c1ccc(C2CC2)c2cc(N3CCCC3)ccn12,Klebsiella pneumoniae,μg/mL,CHEMBL301885,2,0.0075,0.005,0.01,-2.1249387366083,B,high,1,1.0
Cc1c(N2C[C@@H](CN)[C@H](C(F)(F)F)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12,O=c1ccc(C2CC2)c2cc(N3CCCC3)ccn12,Klebsiella pneumoniae,μg/mL,CHEMBL60539,1,0.01,0.01,0.01,-2.0,B,high,1,1.0
Cc1c(N2C[C@@H](N)[C@@H](F)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12,O=c1ccc(C2CC2)c2cc(N3CCCC3)ccn12,Klebsiella pneumoniae,μg/mL,CHEMBL292420,1,0.05,0.05,0.05,-1.3010299956639813,B,high,1,1.0
Cc1c(N2C[C@@H](N)[C@H](C(F)(F)F)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12,O=c1ccc(C2CC2)c2cc(N3CCCC3)ccn12,Klebsiella pneumoniae,μg/mL,CHEMBL293380,1,0.05,0.05,0.05,-1.3010299956639813,B,high,1,1.0
Cc1c(N2C[C@@H](N)[C@H](F)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12,O=c1ccc(C2CC2)c2cc(N3CCCC3)ccn12,Klebsiella pneumoniae,μg/mL,CHEMBL60173,2,0.02,0.02,0.02,-1.6989700043360187,B,high,1,1.0
Cc1c(N2C[C@H](CF)[C@@H](N)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12,O=c1ccc(C2CC2)c2cc(N3CCCC3)ccn12,Klebsiella pneumoniae,μg/mL,CHEMBL300332,1,0.002,0.002,0.002,-2.6989700043360187,B,high,1,1.0
Cc1c(N2C[C@H](CF)[C@H](N)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12,O=c1ccc(C2CC2)c2cc(N3CCCC3)ccn12,Klebsiella pneumoniae,μg/mL,CHEMBL61546,1,0.005,0.005,0.005,-2.3010299956639813,B,high,1,1.0
Cc1c(N2C[C@H](N)[C@@H](F)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12,O=c1ccc(C2CC2)c2cc(N3CCCC3)ccn12,Klebsiella pneumoniae,μg/mL,CHEMBL58039,1,0.02,0.02,0.02,-1.6989700043360187,B,high,1,1.0
Cc1cc(-c2c(F)c(F)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)cc(C)n1,O=c1ccn(C2CC2)c2cc(-c3ccncc3)ccc12,Escherichia coli,μg/mL,CHEMBL441631,1,0.13,0.13,0.13,-0.8860566476931632,B,high,1,1.0
Cc1cc(-c2c(F)c(F)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)cc(C)n1,O=c1ccn(C2CC2)c2cc(-c3ccncc3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL441631,1,8.0,8.0,8.0,0.9030899869919435,B,high,1,1.0
Cc1cc(-c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)cc(C)n1,O=c1ccn(C2CC2)c2cc(-c3ccncc3)ccc12,Escherichia coli,μg/mL,CHEMBL8179,1,0.06,0.06,0.06,-1.2218487496163564,B,high,1,1.0
Cc1cc(-c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)cc(C)n1,O=c1ccn(C2CC2)c2cc(-c3ccncc3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL8179,1,4.0,4.0,4.0,0.6020599913279624,B,high,1,1.0
Cc1cc(-c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)cc(C)n1,O=c1ccn(-c2ccccc2)c2cc(-c3ccncc3)ccc12,Escherichia coli,μg/mL,CHEMBL85437,1,0.125,0.125,0.125,-0.9030899869919435,B,high,1,1.0
Cc1cc(-c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)cc(C)n1,O=c1ccn(-c2ccccc2)c2cc(-c3ccncc3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL85437,1,4.0,4.0,4.0,0.6020599913279624,B,high,1,1.0
Cc1cc(-c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C(C)(C)C)cc(C)n1,O=c1cc[nH]c2cc(-c3ccncc3)ccc12,Escherichia coli,μg/mL,CHEMBL314789,1,0.25,0.25,0.25,-0.6020599913279624,B,high,1,1.0
Cc1cc(-c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)c(C)c(C)n1,O=c1ccn(C2CC2)c2cc(-c3ccncc3)ccc12,Escherichia coli,μg/mL,CHEMBL83358,1,0.125,0.125,0.125,-0.9030899869919435,B,high,1,1.0
Cc1cc(-c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)c(C)c(C)n1,O=c1ccn(C2CC2)c2cc(-c3ccncc3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL83358,1,8.0,8.0,8.0,0.9030899869919435,B,high,1,1.0
Cc1cc(-c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)cc(C)n1,O=c1ccn(C2CC2)c2cc(-c3ccncc3)ccc12,Escherichia coli,μg/mL,CHEMBL315498,1,0.03,0.03,0.03,-1.5228787452803376,B,high,1,1.0
Cc1cc(-c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)cc(C)n1,O=c1ccn(C2CC2)c2cc(-c3ccncc3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL315498,1,2.0,2.0,2.0,0.3010299956639812,B,high,1,1.0
