scaffold,scaffold_size,best_candidate,best_vina_affinity,cluster_count,isolated_scaffold
O=C(Nc1ccccc1)c1[nH]c2ccccc2c1NCc1ccccc1C[NH+]1CCCC1,1,ATP-HTVS-2E4BDA1C28D9,-6.467,1,True
O=C1CN(CC#Cc2ccccc2)C(c2ccccc2)c2ccccc2N1,1,ATP-HTVS-CEF12CE4FD32,-6.466,1,True
c1ccc(COc2ccc[nH+]c2Nc2ccccc2)cc1,1,ATP-HTVS-7F76552361A7,-6.355,1,True
O=C1c2ccccc2C(C[NH2+]CCc2ccccc2)N1Cc1ccccc1,1,ATP-HTVS-DF8AF7E8BFB3,-6.319,1,True
O=C(Cc1ccccc1)NC(c1cccnc1)c1csc2ccccc12,1,ATP-HTVS-AF24076E5CF3,-6.174,1,True
O=C(c1ccccc1)c1cnc2ccccc2c1NCc1ccccc1,1,ATP-HTVS-1449F4F4BA71,-6.164,1,True
O=C(CNc1c(NC(=O)c2ccccc2)c[nH+]c2ccccc12)Nc1ccccc1,1,ATP-HTVS-1C463A9823EA,-6.126,1,True
O=C(CNc1cnc2ccccc2c1NC(=O)c1ccccc1)Nc1ccccc1,1,ATP-HTVS-6012FFC9E47E,-6.038,1,True
O=C1CN(Cc2ccc(N3CC[NH2+]CC3)cc2)C(c2ccccc2)c2ccccc2N1,1,ATP-HTVS-2FD0321978A1,-5.981,1,True
O=C1CN(CC=Cc2ccc[nH]2)C(c2ccccc2)c2ccccc2N1,1,ATP-HTVS-971CA853FA9A,-5.947,1,True
O=C1C(NCc2ccccc2)c2ccccc2N1Cc1ccccc1,1,ATP-HTVS-0A1AFDA96BE3,-5.852,1,True
O=C1CCN(c2ccccc2)c2ccccc2N1Cc1ccccc1,1,ATP-HTVS-FB368C7A9127,-5.779,1,True
O=C(CCc1ccccc1)Nc1[nH+]cccc1NCc1ccccc1,1,ATP-HTVS-053279755E30,-5.654,1,True
O=C(Cc1ccccc1)NCc1sc2ccccc2c1Nc1ccccc1,1,ATP-HTVS-03C3664644A2,-5.654,1,True
O=C(CNCc1ccccc1)c1c(-c2ccccc2)[nH]c2ccccc12,1,ATP-HTVS-9D3CA67459E0,-5.478,1,True
C=C(CN1CC(=O)Nc2ccccc2C1c1ccccc1)c1ccccc1,1,ATP-HTVS-5AC0D5CB90EF,-5.413,1,True
O=C(NCc1ccccc1)c1ncccc1Nc1ccccc1,1,ATP-HTVS-67F14CF2E487,-5.348,1,True
O=C1CN(CCCc2ccccc2)C(c2ccccc2)c2ccccc2N1,1,ATP-HTVS-B13A57A9D1F9,-5.306,1,True
