canonical_id,vina_affinity,glide_docking_score,vina_rank,glide_rank,rank_delta,abs_rank_delta,disagreement_class,scaffold
ATP-HTVS-4C6C1EFD2AA2,-8.829,-3.9503569591684,211,981,-770,770,vina_favored,O=C(Nc1c[nH+]c2ccccc2c1NCc1ccccc1)c1ccccc1
ATP-HTVS-D6043925B579,-8.088,-6.72217226588382,773,4,769,769,glide_favored,c1ccc(CC[NH2+]Cc2cn(Cc3ccccc3)nc2-c2ccccc2)cc1
ATP-HTVS-005EEA24BFEA,-6.544,-4.35640294669943,1485,720,765,765,glide_favored,O=C(Nc1nc2ccccc2cc1NCc1ccccc1)c1ccccc1
ATP-HTVS-AD7FACE11FDD,-8.059,-6.12358752538851,793,28,765,765,glide_favored,O=C(Nc1ccccc1)c1cncc(NCc2ccccc2)c1
ATP-HTVS-EB0B96E798C5,-7.999,-5.70566668218131,844,80,764,764,glide_favored,c1ccc(Cn2c(CNc3ccccc3)[nH+]c3ccccc32)cc1
ATP-HTVS-7DE0A46CB904,-8.327,-3.23906717612951,568,1330,-762,762,vina_favored,c1ccc(CCNc2nc(NCc3ccccc3)c3ccccc3[nH+]2)cc1
ATP-HTVS-258E82C8B178,-7.494,-4.79198758585312,1162,400,762,762,glide_favored,c1ccc(C[NH2+]Cc2csc(Nc3ccccc3)n2)cc1
ATP-HTVS-2CDCEBF2F10D,-9.239,-4.21433846910375,67,828,-761,761,vina_favored,O=C(C#Cc1cc2ccccc2nc1NC(=O)c1ccccc1)c1ccccc1
ATP-HTVS-B0B19F009301,-8.21,-2.53889303403204,671,1431,-760,760,vina_favored,O=C(Cc1ccccc1)Nc1nc2ccccc2cc1Nc1ccccc1
ATP-HTVS-9F7EB006111C,-9.124,-4.1751952883003,93,853,-760,760,vina_favored,c1ccc(CCNc2nc(NCc3ccccc3)[nH+]c3ccccc23)cc1
ATP-HTVS-FF167463AED4,-7.582,-4.88399342983979,1116,357,759,759,glide_favored,O=C(Nc1c[nH+]c2ccccc2c1NCc1ccccc1)c1ccccc1
ATP-HTVS-A4F2667C3349,-8.585,-3.7697979650076,348,1107,-759,759,vina_favored,O=C(Cc1ccccc1)Nc1ncc(NCc2ccccc2)c2ccccc12
ATP-HTVS-DCF81E89AD2E,-8.55,-3.74027643486455,374,1132,-758,758,vina_favored,O=C(NCc1ccccc1)c1oc2ccccc2c1CSc1ccccc1
ATP-HTVS-3BFEB00B17A1,-8.292,-3.05692705921609,606,1364,-758,758,vina_favored,O=C(Cc1ccccc1)Nc1c[nH+]c2ccccc2c1NCCc1ccccc1
ATP-HTVS-6E858FDBC7BE,-8.836,-3.98554458005606,207,960,-753,753,vina_favored,C(#CC(NCc1ccccc1)c1cc2ccccc2s1)CNCc1ccccc1
ATP-HTVS-7694DCD97798,-8.735,-3.91202102521058,264,1016,-752,752,vina_favored,c1ccc(CNCc2cc(OCc3ccccc3)c3ccccc3c2)cc1
ATP-HTVS-4F9E5F08F37F,-10.042,-4.3077129247582,10,760,-750,750,vina_favored,O=C(Nc1nc2ccccc2cc1C#CC[NH2+]Cc1ccccc1)c1ccccc1
ATP-HTVS-70C7181F988B,-8.445,-3.59148496402518,463,1212,-749,749,vina_favored,c1ccc(CNCc2nc3ccccc3n2Cc2ccccc2)cc1
ATP-HTVS-AF6DFEAC4438,-8.163,-2.37944568393426,710,1459,-749,749,vina_favored,O=C(C#Cc1c(NC(=O)c2ccccc2)cnc2ccccc12)c1ccccc1
ATP-HTVS-84B7FD2F846A,-8.504,-3.71237336752773,407,1153,-746,746,vina_favored,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3[nH+]2)cc1
ATP-HTVS-EAE06126CF40,-8.234,-2.83752079490687,654,1400,-746,746,vina_favored,c1ccc(CNCC(c2cccs2)c2c[nH]c3ccccc23)cc1
ATP-HTVS-BAE9605F8CCC,-6.781,-4.41173546626797,1430,684,746,746,glide_favored,c1ccc(CNCc2csc(COc3ccccc3)n2)cc1
ATP-HTVS-A459F36766D8,-8.64,-3.83139864407395,320,1066,-746,746,vina_favored,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3[nH+]2)cc1
ATP-HTVS-BF826A7B469A,-7.404,-4.68870420142709,1212,466,746,746,glide_favored,O=C(Cc1ccccc1)Nc1ncccc1NCc1ccccc1
ATP-HTVS-6E0FE1B5DEAA,-8.092,-1.95498268451728,770,1512,-742,742,vina_favored,O=C(CNc1nc(NCc2ccccc2)c2ccccc2[nH+]1)Nc1ccccc1
ATP-HTVS-0A1AFDA96BE3,-5.852,-4.20118108704855,1577,835,742,742,glide_favored,O=C1C(NCc2ccccc2)c2ccccc2N1Cc1ccccc1
ATP-HTVS-30270CEE1891,-9.131,-4.21263417633159,89,829,-740,740,vina_favored,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3[nH+]2)cc1
ATP-HTVS-ADEEA10F1B91,-8.801,-3.98446061595605,221,961,-740,740,vina_favored,O=C(Nc1nc2ccccc2cc1C#CCNCc1ccccc1)c1ccccc1
ATP-HTVS-68829DCC26F9,-8.764,-3.94739536879907,246,986,-740,740,vina_favored,O=C(Cn1c(COc2ccccc2)nc2ccccc21)NCc1ccccc1
ATP-HTVS-9D856A339FA1,-8.047,-1.725732429658,801,1541,-740,740,vina_favored,c1ccc(CNCc2cn(-c3ccccc3)nc2-c2ccccc2)cc1
ATP-HTVS-35C3F0A919D0,-8.741,-3.92972442664194,260,999,-739,739,vina_favored,O=C(Cc1ccccc1)Nc1ncc(C#CC[NH2+]Cc2ccccc2)c2ccccc12
ATP-HTVS-9F37D3A44946,-6.577,-4.33739838467517,1478,740,738,738,glide_favored,O=C(NCc1sc2ccccc2c1NCc1ccccc1)c1ccco1
ATP-HTVS-EE5B82122D17,-8.258,-3.01399039773604,634,1371,-737,737,vina_favored,O=C(Nc1ncc(NCc2ccccc2)c2ccccc12)c1ccccc1
ATP-HTVS-A12862845571,-7.521,-4.7765234933544,1149,412,737,737,glide_favored,c1ccc(CCNc2nc3ccccc3nc2NCc2ccccc2)cc1
ATP-HTVS-03C3664644A2,-5.654,-4.15070282757494,1602,865,737,737,glide_favored,O=C(Cc1ccccc1)NCc1sc2ccccc2c1Nc1ccccc1
ATP-HTVS-43DC0EBD36ED,-7.387,-4.66778385561318,1224,488,736,736,glide_favored,c1ccc(CNCc2cnc(-c3ccccc3)s2)cc1
ATP-HTVS-D9724DB0D106,-8.241,-2.96625419656371,647,1382,-735,735,vina_favored,c1ccc(CCNc2nc(-c3ccccc3)c3ccccc3n2)cc1
ATP-HTVS-C4138656EE80,-8.133,-2.31996789636805,735,1467,-732,732,vina_favored,c1ccc(CNc2nc3ccccc3nc2NCc2ccccc2)cc1
ATP-HTVS-6D0E62C9397C,-8.468,-3.6815938860764,436,1167,-731,731,vina_favored,O=C(NCc1ccccc1)c1cncc(NCc2ccccc2)c1
ATP-HTVS-16D892EEAEA4,-7.742,-4.95125760465499,1045,314,731,731,glide_favored,O=C(Nc1c[nH+]c2ccccc2c1NCCSc1ccccc1)c1ccccc1
ATP-HTVS-410A75CF1522,-7.698,-4.92172580803418,1064,334,730,730,glide_favored,c1ccc(CCNc2nc(NCc3ccccc3)[nH+]c3ccccc23)cc1
ATP-HTVS-DB6DF45B456E,-7.861,-5.12756462447033,961,231,730,730,glide_favored,c1ccc(C[NH2+]Cc2ccc(COc3ccccc3)o2)cc1
ATP-HTVS-17D20C07D7F4,-8.424,-3.57264819833477,489,1218,-729,729,vina_favored,O=C(NCc1sc2ccccc2c1C#CCCc1ccccc1)c1ccccc1
ATP-HTVS-CB100B4C9F83,-8.69,-3.90428610347139,294,1023,-729,729,vina_favored,O=C(CCc1ccccc1)NCc1sc2ccccc2c1NCc1ccccc1
ATP-HTVS-7D198ACE4CB8,-8.83,-4.01760011912656,210,939,-729,729,vina_favored,c1ccc(CCC[NH2+]Cc2cc(OCc3ccccc3)c3ccccc3c2)cc1
ATP-HTVS-052AF9B11E6A,-7.981,-1.36010897797717,864,1593,-729,729,vina_favored,c1ccc(CCNCc2ccc(OCc3ccccc3)cn2)cc1
ATP-HTVS-7C6F09AC1D4C,-8.241,-3.00244647884665,647,1376,-729,729,vina_favored,O=C(Nc1cccnc1)c1c(NCc2ccccc2)c2ccccc2[nH]c1=O
ATP-HTVS-A6940AB4AD1D,-7.492,-4.73510659521291,1164,437,727,727,glide_favored,c1ccc(C[NH2+]Cc2cccc3ccccc23)cc1
ATP-HTVS-8D220C5D1AB9,-8.811,-4.01019919635247,216,943,-727,727,vina_favored,O=C(Nc1ncc(NCc2ccccc2)c2ccccc12)c1ccccc1
ATP-HTVS-4382948120BD,-7.659,-4.87880406948413,1087,361,726,726,glide_favored,O=C(Nc1c[nH+]c2ccccc2c1NCc1ccccc1)c1ccccc1
ATP-HTVS-631C0C315D5A,-6.861,-4.41458575350106,1408,683,725,725,glide_favored,O=c1c2ccccc2cc(CNCc2ccccc2)n1-c1ccccc1
ATP-HTVS-F0B899F1EF1B,-8.402,-3.53965621934154,509,1233,-724,724,vina_favored,O=C(CNc1ccccc1)Nc1nc2ccccc2cc1NCc1ccccc1
ATP-HTVS-BE0949FFEA46,-8.461,-3.68716995690758,441,1164,-723,723,vina_favored,O=C(Cc1nn(-c2ccccc2)c(=O)c2ccccc12)Nc1ccccc1
ATP-HTVS-0B76E6A2B6F2,-8.431,-3.61221120442026,480,1201,-721,721,vina_favored,O=C(Nc1ccccc1)c1[nH]c2ccccc2c1Nc1ccccc1
ATP-HTVS-BF6C9643780C,-6.479,-4.27434813981764,1504,783,721,721,glide_favored,O=C(Cc1ccccc1)Nc1cnc2ccccc2c1Nc1ccccc1
ATP-HTVS-A7BD7D96AE57,-8.289,-3.23974100367522,609,1329,-720,720,vina_favored,O=C(Nc1ccccc1)c1cn(Cc2ccccc2)c(=O)c2ccccc12
ATP-HTVS-D773B3DD8BD5,-7.853,-5.08229830193062,970,251,719,719,glide_favored,O=C(Nc1c[nH+]c2ccccc2c1NCCc1ccccc1)c1ccccc1
ATP-HTVS-B36D0C358EAD,-8.984,-4.17567819093712,133,852,-719,719,vina_favored,O=C(NCCc1ccc2c(c1)OCO2)c1cn(Cc2ccccc2)c(=O)c2ccccc12
ATP-HTVS-11CEFB3A39DF,-7.821,-5.0306086001535,988,271,717,717,glide_favored,c1ccc(C[NH2+]Cc2cn(-c3ccccc3)nc2-c2ccncc2)cc1
ATP-HTVS-88F2ADA8327D,-6.998,-4.44922561351867,1368,652,716,716,glide_favored,O=C(Nc1c[nH+]c2ccccc2c1NCc1ccccc1)c1ccccc1
ATP-HTVS-069ABDEDA86E,-9.206,-4.26179409221933,72,788,-716,716,vina_favored,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3[nH+]2)cc1
ATP-HTVS-AAD4045BFE18,-7.132,-4.49578463356492,1325,612,713,713,glide_favored,O=C(Nc1ccccc1)c1[nH]c2ccccc2c1NCc1ccccc1
ATP-HTVS-F937C5B79A0E,-8.046,-5.66648269514303,804,92,712,712,glide_favored,O=C(Cc1ccccc1)n1nc(-c2ccccc2)cc1CC[NH2+]Cc1ccccc1
ATP-HTVS-C10AA91B306E,-7.754,-4.94411529805242,1032,320,712,712,glide_favored,c1ccc(C[NH2+]Cc2ccc(-c3ccccc3)o2)cc1
ATP-HTVS-21B7E8D8DA00,-7.522,-4.74104503430893,1145,434,711,711,glide_favored,O=C(NCc1ccccc1)c1sccc1NCc1ccccc1
ATP-HTVS-6BFC96102A75,-8.004,-1.68091476433484,840,1550,-710,710,vina_favored,O=C(Nc1c[nH+]c2ccccc2c1Nc1ccccc1)c1ccccc1
ATP-HTVS-B3FE097D1043,-7.456,-4.68627525540222,1178,468,710,710,glide_favored,O=C(Nc1ccccc1)c1sc2ccccc2c1NCc1ccccc1
ATP-HTVS-3634D47351B0,-8.013,-5.52014451029596,831,122,709,709,glide_favored,O=C1c2ccccc2C(C[NH2+]Cc2ccccc2)N1Cc1ccccc1
ATP-HTVS-4415AB646F99,-8.047,-1.99049961236672,801,1508,-707,707,vina_favored,O=C(NCc1ccc(NCc2ccccc2)c2ccccc12)c1ccccc1
ATP-HTVS-0C40F7CB6A92,-7.813,-5.00496722494702,994,288,706,706,glide_favored,c1ccc(CC[NH2+]Cc2cn(-c3ccccc3)nc2-c2ccncc2)cc1
ATP-HTVS-7ABEAEA32F74,-7.405,-4.63795800751344,1211,506,705,705,glide_favored,C(#CC([NH2+]Cc1ccccc1)c1cc2ccccc2s1)c1ccccc1
ATP-HTVS-52F407909F9A,-7.952,-5.22710969195354,895,191,704,704,glide_favored,c1ccc(CCc2cc(-c3ccccn3)nc3ccccc23)cc1
ATP-HTVS-E0074D38582E,-6.572,-4.28399404678728,1479,775,704,704,glide_favored,c1ccc(C[NH2+]Cc2cn(Cc3ccccc3)nc2-c2ccccc2)cc1
ATP-HTVS-0258CCAE4910,-8.516,-3.77278250253085,399,1103,-704,704,vina_favored,O=C(NCc1ccccc1)c1cn(-c2ccccc2)c(=O)c2ccccc12
ATP-HTVS-44A5767B4738,-8.075,-2.23090589847899,778,1480,-702,702,vina_favored,O=C(Nc1c(NCCSc2ccccc2)cnc2ccccc12)c1ccccc1
ATP-HTVS-FFE3AC9FC45B,-8.697,-3.9403001603173,290,991,-701,701,vina_favored,O=C(Nc1c[nH+]c2ccccc2c1NCc1ccccc1)c1ccccc1
ATP-HTVS-9C9650448F2C,-9.426,-4.32686774353319,43,744,-701,701,vina_favored,O=C(Nc1ncc(NCc2ccccc2)c2ccccc12)c1ccccc1
ATP-HTVS-FBBE5B904E6C,-7.676,-4.84821828314652,1077,376,701,701,glide_favored,c1ccc(CNC(CSc2ccccc2)c2c[nH+]c3ccccn23)cc1
ATP-HTVS-57A1B32CE9AA,-6.778,-4.34038989314633,1436,736,700,700,glide_favored,O=C(Nc1c(-c2ccncc2)cnc2ccccc12)c1ccccc1
ATP-HTVS-7ACA80837BCE,-8.553,-3.82497392346877,370,1069,-699,699,vina_favored,O=C(Nc1nc2ccccc2cc1C#CC[NH2+]Cc1ccccc1)c1ccccc1
ATP-HTVS-33BC72D3D2BF,-8.47,-3.74541522522029,434,1131,-697,697,vina_favored,c1ccc(CNc2cncc(OCc3ccccc3)n2)cc1
ATP-HTVS-E2D3668E21DF,-8.394,-3.58715888640679,517,1213,-696,696,vina_favored,c1ccc(CCNc2nc(NCc3ccccc3)[nH+]c3ccccc23)cc1
ATP-HTVS-DD7A369608E2,-7.867,-5.05648671631932,958,262,696,696,glide_favored,c1ccc(C[NH2+]Cc2cn(Cc3ccccc3)nc2-c2ccccc2)cc1
ATP-HTVS-559A97C754E4,-7.379,-4.59022117165874,1231,535,696,696,glide_favored,c1ccc(C[NH2+]Cc2csc(COc3ccccc3)n2)cc1
ATP-HTVS-E20398B5FF99,-8.576,-3.85077388713946,355,1051,-696,696,vina_favored,O=C(Cc1ccccc1)n1nc(-c2ccccn2)cc1CC[NH2+]Cc1ccccc1
ATP-HTVS-0BEF59EEEAC9,-6.652,-4.29629478093592,1461,768,693,693,glide_favored,O=C1CN(Cc2ccccc2)C(c2ccccc2)c2ccccc2N1
ATP-HTVS-5EF6359E179A,-7.471,-4.67392440734825,1171,480,691,691,glide_favored,O=C(Nc1ncc(Nc2ccccc2)c2ccccc12)c1ccccc1
ATP-HTVS-5CE7EF7F1B66,-8.489,-3.76988573921246,416,1106,-690,690,vina_favored,O=C(Nc1c(NCc2ccccc2)cnc2ccccc12)c1ccccc1
ATP-HTVS-36CDFE25DCA8,-7.333,-4.56079973996032,1251,561,690,690,glide_favored,c1ccc(C[NH2+]Cc2ccc(-c3ccccc3)s2)cc1
ATP-HTVS-E1C6EE43BDB1,-6.482,-4.2350556188793,1501,813,688,688,glide_favored,c1ccc(CNc2nc3ccccc3nc2NCc2ccccc2)cc1
ATP-HTVS-3DABA9A3BF24,-8.163,-2.86234116642759,710,1398,-688,688,vina_favored,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3[nH+]2)cc1
ATP-HTVS-1B509C27CE75,-8.173,-2.95866885265271,698,1385,-687,687,vina_favored,c1ccc(CCNc2nc3ccccc3nc2NCc2cccnc2)cc1
ATP-HTVS-3FE3F52D89A6,-8.149,-2.78535707475528,720,1407,-687,687,vina_favored,O=C(Nc1ncc(NCc2ccccc2)c2ccccc12)c1ccccc1
ATP-HTVS-656A250247D8,-7.752,-4.89528858906576,1035,348,687,687,glide_favored,O=C(Nc1ccccc1)c1cc(NCc2ccccc2)cs1
ATP-HTVS-AEA5EF37F369,-8.452,-3.73581852107815,451,1137,-686,686,vina_favored,C(#CC([NH2+]Cc1ccccc1)c1cncc(OCc2ccccc2)c1)c1cccnc1
ATP-HTVS-5801E8FB792E,-7.931,-5.14154727999399,910,225,685,685,glide_favored,c1ccc(C[NH2+]Cc2cn(-c3ccccc3)nc2-c2cccnc2)cc1
ATP-HTVS-C4893C1BFF55,-7.844,-4.99523382378739,977,293,684,684,glide_favored,c1ccc(C[NH2+]Cc2csc(Nc3ccccc3)n2)cc1
ATP-HTVS-5401EBEC1B21,-8.704,-3.97850563115708,281,965,-684,684,vina_favored,O=C(Nc1c(NCCc2ccccc2)cnc2ccccc12)c1ccccc1
ATP-HTVS-E89D68A8E825,-8.979,-4.2274951356254,137,820,-683,683,vina_favored,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3[nH+]2)cc1
ATP-HTVS-9A332D1A0286,-8.477,-3.77220722696342,423,1104,-681,681,vina_favored,O=C(NCc1ccccc1)c1cc(NCc2ccccc2)nc2ccccc12
