canonical_id,recommended_next_evidence,voi_proxy,voi_potential_decision_change,voi_uncertainty,voi_evidence_importance,acquisition_cost,protocol_uncertainty,rank_boundary_proximity,scaffold_novelty,evidence_uncertainty
ATP-HTVS-602F8E6702A7,Prime MM/GBSA under one reviewed frozen protocol,0.0006957057354567235,0.08854166666666667,0.4743703887518471,0.16563813025210086,10.0,0.17708333333333334,0.0,1.0,0.1428571428571429
ATP-HTVS-3D55EC2CCC26,Prime MM/GBSA under one reviewed frozen protocol,0.0006944613348805872,0.06525735294117647,0.2389522085475206,0.4453562675070028,10.0,0.13051470588235295,0.0,0.8435622116579284,0.1428571428571429
ATP-HTVS-C038EE4FCBA5,Prime MM/GBSA under one reviewed frozen protocol,0.0006938881171943655,0.07322303921568628,0.2980876262449866,0.31790528711484595,10.0,0.14644607843137256,0.0,0.6367627041465014,0.1428571428571429
ATP-HTVS-2FDBF4F6464D,Prime MM/GBSA under one reviewed frozen protocol,0.000690904314175328,0.04350490196078431,0.3090721003082459,0.5138305322128851,10.0,0.08700980392156862,0.0,1.0,0.1428571428571429
ATP-HTVS-2912F4F66BA1,Prime MM/GBSA under one reviewed frozen protocol,0.000690871097116178,0.09895833333333333,0.4402147360819799,0.15859156162464988,10.0,0.19791666666666666,0.0,0.8435622116579284,0.1428571428571429
ATP-HTVS-4503BC70E7F0,Prime MM/GBSA under one reviewed frozen protocol,0.0006883980285203063,0.045649509803921566,0.3349205852543581,0.45025822829131656,10.0,0.09129901960784313,0.0,0.5608236049020798,0.1428571428571429
ATP-HTVS-F8BD3C119C5E,Prime MM/GBSA under one reviewed frozen protocol,0.0006881915542332284,0.034926470588235295,0.3592668096102599,0.5484506302521008,10.0,0.06985294117647059,0.0,0.7520519717820633,0.1428571428571429
ATP-HTVS-BB81D0256EE3,Prime MM/GBSA under one reviewed frozen protocol,0.0006869023622291912,0.08241421568627451,0.2462754614009175,0.33843224789915966,10.0,0.16482843137254902,0.0,0.34766615522205513,0.1428571428571429
ATP-HTVS-CA5141603A6E,Prime MM/GBSA under one reviewed frozen protocol,0.0006868379186165506,0.056372549019607844,0.2784614553034078,0.4375437675070028,10.0,0.11274509803921569,0.0,0.7520519717820633,0.1428571428571429
ATP-HTVS-9774402850E8,Prime MM/GBSA under one reviewed frozen protocol,0.000686047451059961,0.11397058823529412,0.3897246691482091,0.1544555322128852,10.0,0.22794117647058823,0.0,0.4803249158044297,0.1428571428571429
ATP-HTVS-572BFDBE8187,Prime MM/GBSA under one reviewed frozen protocol,0.0006848758031752979,0.08486519607843138,0.3155961327413695,0.25571165966386555,10.0,0.16973039215686275,0.0,0.7520519717820633,0.1428571428571429
ATP-HTVS-19D22C817A74,Prime MM/GBSA under one reviewed frozen protocol,0.0006814547914776694,0.05269607843137255,0.2922797628122382,0.4424457282913165,10.0,0.1053921568627451,0.0,0.8435622116579284,0.1428571428571429
ATP-HTVS-ED381154F376,Prime MM/GBSA under one reviewed frozen protocol,0.0006813379068862221,0.0508578431372549,0.2968314405762781,0.45133053221288516,10.0,0.1017156862745098,0.0,0.7520519717820633,0.1428571428571429
ATP-HTVS-BCAE8AB499DF,Prime MM/GBSA under one reviewed frozen protocol,0.0006804679202658591,0.06066176470588235,0.28467777027103713,0.3940388655462185,10.0,0.1213235294117647,0.0,0.37424884663171376,0.1428571428571429
ATP-HTVS-11489B74AE1C,Prime MM/GBSA under one reviewed frozen protocol,0.0006795100078574085,0.08884803921568628,0.1720235838194224,0.4445903361344538,10.0,0.17769607843137256,0.0,0.40438581656000827,0.1428571428571429
