canonical_id,compound_code,vina_rank,glide_rank,rank_consensus,normalized_rank_variance,rank_entropy,protocol_disagreement_score,consensus_strength
ATP-HTVS-B77025854F9D,70979,629,205,417.0,0.016874519415609385,1.0,0.25980392156862747,0.7450980392156863
ATP-HTVS-75B300C751D2,33282,122,714,418.0,0.03289600153787005,1.0,0.3627450980392157,0.7444852941176471
ATP-HTVS-8A7A96DBFC1E,81218,431,405,418.0,6.345215782391387e-05,0.0,0.015931372549019607,0.7444852941176471
ATP-HTVS-E8F6FC3C759E,73411,729,107,418.0,0.036314533472702804,1.0,0.38112745098039214,0.7444852941176471
ATP-HTVS-196468D2BF96,87299,415,422,418.5,4.59934280084583e-06,0.0,0.00428921568627451,0.7441789215686274
ATP-HTVS-8E104651B898,59169,159,681,420.0,0.025576475994809684,1.0,0.31985294117647056,0.7432598039215685
ATP-HTVS-3B1236037689,83073,645,197,421.0,0.01883890811226452,1.0,0.27450980392156865,0.7426470588235294
ATP-HTVS-FFD71C24E98D,18978,314,529,421.5,0.004338869815695886,1.0,0.13174019607843138,0.7423406862745099
ATP-HTVS-19D22C817A74,93507,336,508,422.0,0.002776876682045367,1.0,0.1053921568627451,0.7420343137254901
ATP-HTVS-134FC0CB3694,71041,307,538,422.5,0.005008684310121107,1.0,0.14154411764705882,0.7417279411764706
ATP-HTVS-3A71FF84034D,20131,751,96,423.5,0.04027006214556902,1.0,0.4013480392156863,0.7411151960784315
ATP-HTVS-CCF7E888A475,26563,441,406,423.5,0.00011498357002114572,0.0,0.02144607843137255,0.7411151960784315
ATP-HTVS-9A76BB66DB1D,70498,286,565,425.5,0.007306478427768166,1.0,0.17095588235294118,0.739889705882353
ATP-HTVS-DBCC5241A393,4707,116,737,426.5,0.03619786034818339,1.0,0.3805147058823529,0.7392769607843137
ATP-HTVS-C302107B3554,71682,617,236,426.5,0.013625412251297578,1.0,0.23345588235294118,0.7392769607843137
ATP-HTVS-7075BC6FC110,40003,422,433,427.5,1.1357560793925415e-05,0.0,0.006740196078431373,0.7386642156862745
ATP-HTVS-28F6129F8E3C,70305,169,686,427.5,0.025088851793781234,1.0,0.3167892156862745,0.7386642156862746
ATP-HTVS-9360F17A3EC6,75329,540,317,428.5,0.004667769758025758,1.0,0.13664215686274508,0.7380514705882353
ATP-HTVS-6FE04A77CC41,71777,670,188,429.0,0.021806892180891966,1.0,0.29534313725490197,0.7377450980392157
ATP-HTVS-291AE177F52E,43107,148,711,429.5,0.029752022209006152,1.0,0.3449754901960784,0.7374387254901961
ATP-HTVS-069ABDEDA86E,60193,72,788,430.0,0.04812001393694733,1.0,0.4387254901960784,0.7371323529411765
ATP-HTVS-37921E17B72D,72225,349,512,430.5,0.00249387630358516,1.0,0.09987745098039216,0.7368259803921569
ATP-HTVS-94448DA501C0,79074,271,596,433.5,0.009914399659986542,1.0,0.19914215686274508,0.7349877450980393
ATP-HTVS-0F900EB338B9,82082,647,224,435.5,0.016795016490051905,1.0,0.25919117647058826,0.7337622549019609
ATP-HTVS-95C9BC6D1CE7,79202,461,411,436.0,0.00023466034698193,0.0,0.030637254901960783,0.7334558823529411
ATP-HTVS-CA5141603A6E,62146,530,346,438.0,0.0031778642829680894,1.0,0.11274509803921569,0.7322303921568627
ATP-HTVS-FE6FB0E22990,82851,480,397,438.5,0.0006466300521434064,0.0,0.0508578431372549,0.7319240196078431
ATP-HTVS-B23516995CCF,60194,429,449,439.0,3.75456555171088e-05,0.0,0.012254901960784314,0.7316176470588236
ATP-HTVS-ADC6A568E437,96738,750,128,439.0,0.036314533472702804,1.0,0.38112745098039214,0.7316176470588235
ATP-HTVS-8095E17D3127,20707,843,36,439.5,0.06112892652465399,1.0,0.4944852941176471,0.7313112745098038
ATP-HTVS-651F2B2980F4,15906,751,129,440.0,0.036314533472702804,1.0,0.38112745098039214,0.7310049019607844
ATP-HTVS-DB99DC1A003A,67553,485,404,444.5,0.0006158426146193771,0.0,0.04963235294117647,0.7282475490196079
ATP-HTVS-1402A7ED8177,450,628,261,444.5,0.01264246698985967,1.0,0.22487745098039216,0.7282475490196079
ATP-HTVS-9CB3B225923C,39555,115,776,445.5,0.04101121338547674,1.0,0.4050245098039216,0.7276348039215687
ATP-HTVS-63DFF8A88018,1537,494,398,446.0,0.0008650519031141869,1.0,0.058823529411764705,0.727328431372549
ATP-HTVS-2CDCEBF2F10D,77889,67,828,447.5,0.05435869392180892,1.0,0.46629901960784315,0.7264093137254902
ATP-HTVS-F937C5B79A0E,20675,804,92,448.0,0.04758386197616302,1.0,0.4362745098039216,0.7261029411764706
ATP-HTVS-3E3A2065ACC9,14370,476,421,448.5,0.0002839390198481353,0.0,0.03370098039215686,0.725796568627451
ATP-HTVS-0AAFA8CB92ED,43169,520,378,449.0,0.0018926764946174547,1.0,0.08700980392156862,0.7254901960784315
ATP-HTVS-43D1BB82511C,88481,780,119,449.5,0.04101121338547674,1.0,0.4050245098039216,0.7251838235294118
ATP-HTVS-7CF383CE087B,75810,335,567,451.0,0.00505214340638216,1.0,0.14215686274509803,0.724264705882353
ATP-HTVS-20B250E7AB9A,20673,873,31,452.0,0.06654629529507883,1.0,0.5159313725490197,0.7236519607843137
ATP-HTVS-92BA88CED8DA,20033,883,24,453.5,0.0692605645965494,1.0,0.5263480392156863,0.7227328431372549
ATP-HTVS-47BAC8FD9A9F,73409,447,461,454.0,1.839737120338332e-05,0.0,0.00857843137254902,0.7224264705882353
ATP-HTVS-30270CEE1891,59297,89,829,459.0,0.05140000240292195,1.0,0.4534313725490196,0.7193627450980392
ATP-HTVS-D4C1A78D47F2,58401,783,135,459.0,0.039413927335640135,1.0,0.39705882352941174,0.7193627450980391
ATP-HTVS-E53927646B4E,32802,158,761,459.5,0.034129845642301045,1.0,0.3694852941176471,0.7190563725490196
ATP-HTVS-5E561F95C670,44705,695,226,460.5,0.020646449832996922,1.0,0.28737745098039214,0.7184436274509803
ATP-HTVS-A3A98DB30213,66146,256,666,461.0,0.015778561731064976,1.0,0.2512254901960784,0.7181372549019608
ATP-HTVS-A9326BC55FC3,99138,792,130,461.0,0.041135395641099574,1.0,0.4056372549019608,0.7181372549019608
ATP-HTVS-EB0B96E798C5,89859,844,80,462.0,0.05478812235678585,1.0,0.4681372549019608,0.7175245098039216
ATP-HTVS-523F9B5BEE3B,72899,624,301,462.5,0.00979275173611111,1.0,0.19791666666666666,0.717218137254902
ATP-HTVS-D190FC844C9E,99170,789,137,463.0,0.03990202085736256,1.0,0.39950980392156865,0.7169117647058822
ATP-HTVS-DFD60D9DE448,62242,386,541,463.5,0.0022550859344963475,1.0,0.09497549019607843,0.7166053921568628
ATP-HTVS-BB2B7EB3D06A,85442,417,511,464.0,0.0008293835303729333,1.0,0.05759803921568627,0.7162990196078431
ATP-HTVS-459B7E30FD80,76673,395,534,464.5,0.001813549025615148,1.0,0.08517156862745098,0.7159926470588235
ATP-HTVS-22E536A2C0FA,57601,202,730,466.0,0.026167820069204154,1.0,0.3235294117647059,0.7150735294117647
ATP-HTVS-4A28AAEEA14A,71714,685,247,466.0,0.01800727184256055,1.0,0.26838235294117646,0.7150735294117647
ATP-HTVS-CA6523C86104,32322,780,154,467.0,0.036783103253556326,1.0,0.38357843137254904,0.7144607843137255
ATP-HTVS-A305C0BD9D10,76386,644,290,467.0,0.011762678416955018,1.0,0.21691176470588236,0.7144607843137254
ATP-HTVS-B64FB026F9D3,80449,288,650,469.0,0.012300332203960014,1.0,0.22181372549019607,0.713235294117647
ATP-HTVS-3D9456613EE7,71427,607,332,469.5,0.007098475496203385,1.0,0.16850490196078433,0.7129289215686274
ATP-HTVS-81A5FD53922A,40450,70,869,469.5,0.05992296006944444,1.0,0.4895833333333333,0.7129289215686274
ATP-HTVS-6168063B3267,35105,454,486,470.0,9.611687812379854e-05,0.0,0.0196078431372549,0.7126225490196079
ATP-HTVS-2A91244EC1AD,33347,652,291,471.5,0.01223246843161284,1.0,0.22120098039215685,0.711703431372549
ATP-HTVS-DCC6353C2378,60993,445,499,472.0,0.0002737078287197232,1.0,0.03308823529411765,0.7113970588235294
ATP-HTVS-C1AB9EDC96AF,72801,691,254,472.5,0.017925140721116877,1.0,0.26776960784313725,0.7110906862745098
ATP-HTVS-9F7EB006111C,2945,93,853,473.0,0.05421592656670512,1.0,0.46568627450980393,0.7107843137254901
ATP-HTVS-99B36318F637,6081,577,373,475.0,0.00390625,1.0,0.125,0.7095588235294117
ATP-HTVS-3634D47351B0,22754,831,122,476.5,0.04718371915248943,1.0,0.43443627450980393,0.708639705882353
ATP-HTVS-BDD1C4453981,38147,904,51,477.5,0.06829639216287006,1.0,0.522671568627451,0.7080269607843137
ATP-HTVS-0E76F39BB090,32387,614,341,477.5,0.006995600400086504,1.0,0.16727941176470587,0.7080269607843137
ATP-HTVS-8CA7F3DFAEDE,5090,55,901,478.0,0.06718006596020762,1.0,0.5183823529411765,0.7077205882352942
ATP-HTVS-E89D68A8E825,49475,137,820,478.5,0.043786588241301425,1.0,0.4185049019607843,0.7074142156862745
ATP-HTVS-D7F859CCB519,2849,594,366,480.0,0.00487943339100346,1.0,0.13970588235294118,0.7064950980392157
ATP-HTVS-1373BD200FA0,72865,258,703,480.5,0.018587446084438675,1.0,0.27267156862745096,0.7061887254901961
ATP-HTVS-EF0129487CC6,92769,698,263,480.5,0.017761441663062285,1.0,0.2665441176470588,0.7061887254901962
ATP-HTVS-21D2D8C367A1,93506,423,539,481.0,0.00126303585159554,1.0,0.07107843137254902,0.7058823529411765
ATP-HTVS-93CB38BE3680,47971,748,215,481.5,0.02666576932549981,1.0,0.32659313725490197,0.7055759803921569
ATP-HTVS-E85A4EEDAC38,71681,434,530,482.0,0.0008650519031141869,1.0,0.058823529411764705,0.7052696078431372
ATP-HTVS-AB5D2E649063,94019,799,165,482.0,0.03772925377258747,1.0,0.38848039215686275,0.7052696078431373
ATP-HTVS-F41515D25613,53155,187,778,482.5,0.0327849602616782,1.0,0.36213235294117646,0.7049632352941176
ATP-HTVS-AEE242E516D8,90657,342,624,483.0,0.007464451773356401,1.0,0.17279411764705882,0.704656862745098
ATP-HTVS-6D7E0E0D5192,75362,666,300,483.0,0.012573664576124568,1.0,0.22426470588235295,0.704656862745098
ATP-HTVS-A11F200701F2,51714,408,559,483.5,0.002140196228613995,1.0,0.09252450980392157,0.7043504901960784
ATP-HTVS-8C32683EF27B,27521,581,387,484.0,0.003532670727604767,1.0,0.11887254901960784,0.7040441176470588
ATP-HTVS-52495E42CB55,54529,167,805,486.0,0.03820683451076509,1.0,0.3909313725490196,0.7028186274509804
ATP-HTVS-EC4610FFE6DC,42498,731,243,487.0,0.022353181468665898,1.0,0.29901960784313725,0.7022058823529411
ATP-HTVS-586B19FEBC2D,72769,632,343,487.5,0.007839626736111112,1.0,0.17708333333333334,0.7018995098039216
ATP-HTVS-A3FFA90B66AA,58403,885,90,487.5,0.05932448232050173,1.0,0.48713235294117646,0.7018995098039216
ATP-HTVS-D4881A2AC8A2,51649,391,586,488.5,0.003569183877595156,1.0,0.11948529411764706,0.7012867647058824
ATP-HTVS-8C1C7F16DF05,82530,685,292,488.5,0.014497222372404845,1.0,0.24080882352941177,0.7012867647058822
ATP-HTVS-4AC96F3AF657,25826,829,151,490.0,0.04314784277681662,1.0,0.41544117647058826,0.7003676470588236
ATP-HTVS-D9159AF95984,74371,698,282,490.0,0.01624375240292195,1.0,0.2549019607843137,0.7003676470588236
ATP-HTVS-B36D0C358EAD,4321,133,852,492.5,0.04852409905445021,1.0,0.44056372549019607,0.6988357843137254
ATP-HTVS-9071C340676C,91907,377,608,492.5,0.005008684310121107,1.0,0.14154411764705882,0.6988357843137255
ATP-HTVS-C445C351F9C8,47970,761,229,495.0,0.026565804017685508,1.0,0.32598039215686275,0.6973039215686274
ATP-HTVS-FE1522AA7EF8,69793,271,727,499.0,0.01951773356401384,1.0,0.27941176470588236,0.6948529411764706
ATP-HTVS-D925B2862DC5,91491,536,462,499.0,0.0005140000240292195,1.0,0.04534313725490196,0.6948529411764706
ATP-HTVS-7752C713B971,90178,776,222,499.0,0.028808406021722417,1.0,0.3394607843137255,0.6948529411764706
ATP-HTVS-E298C966C019,61537,494,507,500.5,1.5863039455978466e-05,0.0,0.007965686274509803,0.6939338235294118
ATP-HTVS-02DF9A19852D,45889,698,303,500.5,0.014645152255142253,1.0,0.2420343137254902,0.6939338235294118
ATP-HTVS-822192B7646A,57442,487,514,500.5,6.84269571799308e-05,1.0,0.016544117647058824,0.6939338235294117
ATP-HTVS-5EB936FA5BDD,88803,88,915,501.5,0.06419640658040177,1.0,0.5067401960784313,0.6933210784313726
ATP-HTVS-15A0030054C0,69441,218,789,503.5,0.030603557676134176,1.0,0.34987745098039214,0.6920955882352942
ATP-HTVS-68B1DBF07479,3426,331,678,504.5,0.011302087087898885,1.0,0.21262254901960784,0.6914828431372549
ATP-HTVS-B56D8AC3A406,90241,563,446,504.5,0.001284906195934256,1.0,0.07169117647058823,0.6914828431372548
ATP-HTVS-CBCD19AD9C21,69538,533,482,507.5,0.000244140625,1.0,0.03125,0.6896446078431373
ATP-HTVS-970FD2D7162F,57698,695,321,508.0,0.013129340277777776,1.0,0.22916666666666666,0.6893382352941176
ATP-HTVS-E0849D225AC7,3554,326,690,508.0,0.012436622933487122,1.0,0.22303921568627452,0.6893382352941178
ATP-HTVS-C7F6DF534483,73346,500,517,508.5,2.712673611111111e-05,0.0,0.010416666666666666,0.689031862745098
ATP-HTVS-7DAC8816801F,84385,540,478,509.0,0.00036081374951941553,1.0,0.03799019607843137,0.6887254901960784
ATP-HTVS-BAD00D53E534,97889,11,1008,509.5,0.09330179873726453,1.0,0.6109068627450981,0.6884191176470589
ATP-HTVS-9261E8E7C16B,37826,246,777,511.5,0.02646602643814879,1.0,0.32536764705882354,0.6871936274509804
ATP-HTVS-464A50F6807A,88514,117,906,511.5,0.058432397545415224,1.0,0.4834558823529412,0.6871936274509804
ATP-HTVS-404DE520584C,71713,617,407,512.0,0.004139408520761245,1.0,0.12867647058823528,0.6868872549019608
ATP-HTVS-BC2B8699145A,70561,321,704,512.5,0.013768836655372933,1.0,0.2346813725490196,0.6865808823529411
ATP-HTVS-9F81472CEEC6,90627,22,1004,513.0,0.09051544177720107,1.0,0.6017156862745098,0.6862745098039216
ATP-HTVS-AD26772F5837,35617,43,985,514.0,0.08329165765570933,1.0,0.5772058823529411,0.6856617647058824
ATP-HTVS-2125555B1DA5,84706,265,763,514.0,0.023278681877162633,1.0,0.30514705882352944,0.6856617647058824
ATP-HTVS-65F4836C7042,84577,1026,5,515.5,0.09784782670727604,1.0,0.6256127450980392,0.6847426470588236
ATP-HTVS-E80053830AA7,51267,955,77,516.0,0.07235836276912726,1.0,0.5379901960784313,0.6844362745098038
ATP-HTVS-3E4E6B1035DE,50531,235,799,517.0,0.029857807093425604,1.0,0.34558823529411764,0.6838235294117647
ATP-HTVS-3676162553B8,62241,753,281,517.0,0.020911428296808924,1.0,0.28921568627450983,0.6838235294117647
ATP-HTVS-28D90B8D287A,81475,395,642,518.5,0.005726557243608227,1.0,0.15134803921568626,0.6829044117647058
ATP-HTVS-3A4856D72337,84225,207,831,519.0,0.03654844290657439,1.0,0.38235294117647056,0.6825980392156863
ATP-HTVS-6C7D9744EE21,70402,583,456,519.5,0.00151393469458862,1.0,0.0778186274509804,0.6822916666666666
ATP-HTVS-BDC9F9AD9B20,33281,192,847,519.5,0.04027006214556902,1.0,0.4013480392156863,0.6822916666666666
ATP-HTVS-277F9700EDE9,62211,403,639,521.0,0.005227857074202231,1.0,0.14460784313725492,0.6813725490196079
ATP-HTVS-1FED3714464D,70306,293,750,521.5,0.019603431522731644,1.0,0.2800245098039216,0.6810661764705882
ATP-HTVS-5A3D1DB8098B,55105,262,782,522.0,0.02538086312956555,1.0,0.31862745098039214,0.6807598039215687
ATP-HTVS-0125A5267C6C,70530,448,597,522.5,0.002083877745338331,1.0,0.09129901960784313,0.680453431372549
ATP-HTVS-AFD6D96F704F,43106,231,815,523.0,0.03201292772010765,1.0,0.35784313725490197,0.6801470588235294
ATP-HTVS-1E20B63FDE5F,82850,119,929,524.0,0.06158426146193772,1.0,0.4963235294117647,0.6795343137254902
ATP-HTVS-C74806D7CD52,53537,215,834,524.5,0.03596507728397731,1.0,0.3792892156862745,0.6792279411764706
ATP-HTVS-18CFABF6753A,53793,429,620,524.5,0.0034242576472991158,1.0,0.1170343137254902,0.6792279411764706
ATP-HTVS-675D7E7E37EF,84769,357,695,526.0,0.010723414672241447,1.0,0.20710784313725492,0.6783088235294117
ATP-HTVS-657E323E2351,76481,68,987,527.5,0.07927399092296232,1.0,0.5631127450980392,0.677389705882353
ATP-HTVS-218E3E4A28A7,95618,357,699,528.0,0.010978725129757786,1.0,0.20955882352941177,0.6770833333333333
ATP-HTVS-23EDEB47FF93,71874,459,598,528.5,0.001813549025615148,1.0,0.08517156862745098,0.6767769607843137
ATP-HTVS-708569B81B35,91521,254,803,528.5,0.02829074529628028,1.0,0.33639705882352944,0.6767769607843137
ATP-HTVS-38AA30AE7592,4258,689,369,529.0,0.009611687812379853,1.0,0.19607843137254902,0.6764705882352942
ATP-HTVS-5C2621A0B526,36290,525,536,530.5,1.1357560793925415e-05,0.0,0.006740196078431373,0.6755514705882353
ATP-HTVS-B0A71AB87D72,74467,1051,10,530.5,0.10171878379108995,1.0,0.6378676470588235,0.6755514705882353
ATP-HTVS-F7366BF3987A,91202,322,741,531.5,0.016478882070597844,1.0,0.25674019607843135,0.6749387254901962
ATP-HTVS-ECFCDEE54331,47682,145,920,532.5,0.05637714836240868,1.0,0.47487745098039214,0.6743259803921569
ATP-HTVS-ED9FB8DD8268,75073,509,556,532.5,0.00020734588259323334,0.0,0.028799019607843136,0.6743259803921569
ATP-HTVS-AE8349DE7653,92993,421,645,533.0,0.00470972702806613,1.0,0.13725490196078433,0.6740196078431373
ATP-HTVS-C97E366A40B5,96353,412,655,533.5,0.005542583531574394,1.0,0.1488970588235294,0.6737132352941176
ATP-HTVS-FF081A1D735D,85411,645,425,535.0,0.004543024317570165,1.0,0.13480392156862744,0.6727941176470589
ATP-HTVS-77ED8C900CC0,79747,728,344,536.0,0.01384083044982699,1.0,0.23529411764705882,0.6721813725490196
ATP-HTVS-9C588CAB6516,96290,815,266,540.5,0.02829074529628028,1.0,0.33639705882352944,0.6694240196078431
ATP-HTVS-8F8686BB907F,97314,501,582,541.5,0.0006158426146193771,0.0,0.04963235294117647,0.6688112745098039
ATP-HTVS-7B1416FC1373,96097,758,327,542.5,0.017436296286284122,1.0,0.26409313725490197,0.6681985294117647
ATP-HTVS-F08817EB9A7A,20546,1058,27,542.5,0.09977391883530372,1.0,0.6317401960784313,0.6681985294117647
ATP-HTVS-D22CA90FC022,53539,367,718,542.5,0.011564155763408307,1.0,0.21507352941176472,0.6681985294117647
ATP-HTVS-45C9FDCE5200,67554,685,401,543.0,0.007570705978469819,1.0,0.17401960784313725,0.6678921568627451
ATP-HTVS-52F407909F9A,88994,895,191,543.0,0.0465205690119185,1.0,0.43137254901960786,0.6678921568627451
ATP-HTVS-3BC1681A99C2,35363,963,123,543.0,0.06623053633217992,1.0,0.5147058823529411,0.6678921568627452
ATP-HTVS-06CA19E03C57,93825,298,790,544.0,0.02272112889273356,1.0,0.3014705882352941,0.6672794117647058
ATP-HTVS-DB94924E5291,95553,242,849,545.5,0.03458414807405805,1.0,0.37193627450980393,0.666360294117647
ATP-HTVS-217B57A40B61,22753,614,477,545.5,0.0017617360210015376,1.0,0.08394607843137254,0.666360294117647
ATP-HTVS-824DD36F4E64,69665,473,618,545.5,0.0019734935181180318,1.0,0.08884803921568628,0.666360294117647
ATP-HTVS-CB3E61D945F3,58177,858,235,546.5,0.03643139432549981,1.0,0.38174019607843135,0.6657475490196079
ATP-HTVS-56362DCB1C38,56802,759,335,547.0,0.016874519415609385,1.0,0.25980392156862747,0.6654411764705883
ATP-HTVS-83F819F668B2,38177,603,493,548.0,0.0011357560793925413,0.0,0.06740196078431372,0.664828431372549
ATP-HTVS-B383260168BF,80993,453,644,548.5,0.0034242576472991158,1.0,0.1170343137254902,0.6645220588235294
ATP-HTVS-C9CB4EF32822,20449,885,213,549.0,0.04238754325259515,1.0,0.4117647058823529,0.6642156862745099
ATP-HTVS-443BC3733DB7,97250,7,1093,550.0,0.11070298983564013,1.0,0.6654411764705882,0.6636029411764706
ATP-HTVS-D45BC7EA8057,70339,242,859,550.5,0.03573304513288158,1.0,0.37806372549019607,0.663296568627451
ATP-HTVS-A95E57B9EC2C,50113,957,145,551.0,0.06188875672818147,1.0,0.49754901960784315,0.6629901960784313
ATP-HTVS-79C7807006E2,74402,409,694,551.5,0.007624114673442906,1.0,0.17463235294117646,0.6626838235294118
ATP-HTVS-17FF806DFA04,81121,521,585,553.0,0.00038446751249519417,0.0,0.0392156862745098,0.6617647058823529
ATP-HTVS-F084EE8F7246,75458,312,794,553.0,0.021806892180891966,1.0,0.29534313725490197,0.661764705882353
ATP-HTVS-9548848ABB82,37537,25,1085,555.0,0.10546574634755863,1.0,0.6495098039215687,0.6605392156862746
ATP-HTVS-5C1A90E0608A,85537,570,540,555.0,8.447772491349482e-05,0.0,0.01838235294117647,0.6605392156862745
ATP-HTVS-E912078D9741,5571,878,232,555.0,0.03917100694444444,1.0,0.3958333333333333,0.6605392156862745
ATP-HTVS-45908092458F,47809,592,518,555.0,0.0005140000240292195,0.0,0.04534313725490196,0.6605392156862746
ATP-HTVS-A4BDF0A6C58A,61058,1024,87,555.5,0.08240980407175123,1.0,0.5741421568627451,0.6602328431372548
ATP-HTVS-772EF906400E,20706,1042,71,556.5,0.08849895848351595,1.0,0.5949754901960784,0.6596200980392157
ATP-HTVS-4019997F6E4F,28866,404,709,556.5,0.008731711511197617,1.0,0.1868872549019608,0.6596200980392157
ATP-HTVS-E35DF7DBF452,50818,425,691,558.0,0.006641451004421377,1.0,0.16299019607843138,0.6587009803921569
ATP-HTVS-B7368E70BBC8,27201,981,136,558.5,0.06702134170150904,1.0,0.5177696078431373,0.6583946078431373
ATP-HTVS-391C9D64EC7D,20547,964,157,560.5,0.06112892652465399,1.0,0.4944852941176471,0.6571691176470589
ATP-HTVS-34AD6DA38229,96929,48,1074,561.0,0.09880852616782007,1.0,0.6286764705882353,0.6568627450980392
ATP-HTVS-9279E9D3CA8E,26337,332,791,561.5,0.019775390625,1.0,0.28125,0.6565563725490196
ATP-HTVS-27050A3A08BE,12355,675,450,562.5,0.004751872026384084,1.0,0.13786764705882354,0.6559436274509804
ATP-HTVS-469EEFA86A0D,60513,887,239,563.0,0.039413927335640135,1.0,0.39705882352941174,0.6556372549019608
ATP-HTVS-976CFBCF515D,13249,550,576,563.0,6.345215782391387e-05,0.0,0.015931372549019607,0.6556372549019608
ATP-HTVS-6C953A1E72F9,84770,875,252,563.5,0.03643139432549981,1.0,0.38174019607843135,0.6553308823529411
ATP-HTVS-EB1E3022AC0C,49826,634,495,564.5,0.001813549025615148,0.0,0.08517156862745098,0.6547181372549019
ATP-HTVS-C7C112B42D2F,79778,102,1028,565.0,0.08048624627547096,1.0,0.5674019607843137,0.6544117647058824
ATP-HTVS-72573E055255,65475,125,1006,565.5,0.0728536838295367,1.0,0.539828431372549,0.6541053921568627
ATP-HTVS-9E60DE94BDF0,48290,611,520,565.5,0.0007772889333429451,0.0,0.05575980392156863,0.6541053921568627
ATP-HTVS-AD7BC7F537E7,96482,580,553,566.5,6.84269571799308e-05,0.0,0.016544117647058824,0.6534926470588236
ATP-HTVS-5801E8FB792E,25635,910,225,567.5,0.04404340052503845,1.0,0.41973039215686275,0.6528799019607843
ATP-HTVS-5D344E99E653,87266,172,964,568.0,0.05887759515570934,1.0,0.4852941176470588,0.6525735294117647
ATP-HTVS-952C6901247D,71138,724,415,569.5,0.008962241836072663,1.0,0.18933823529411764,0.6516544117647058
ATP-HTVS-381C421540AF,67234,250,890,570.0,0.03844675124951941,1.0,0.39215686274509803,0.6513480392156863
ATP-HTVS-4630C8488F7C,77025,427,713,570.0,0.007677711096693579,1.0,0.17524509803921567,0.6513480392156863
ATP-HTVS-0CC0B448CED2,38179,263,878,570.5,0.03550176389489619,1.0,0.37683823529411764,0.6510416666666667
ATP-HTVS-F53B308249C7,20321,972,170,571.0,0.06037378952806612,1.0,0.49142156862745096,0.6507352941176471
ATP-HTVS-2C8A8FE641B8,72034,317,827,572.0,0.0244140625,1.0,0.3125,0.6501225490196079
ATP-HTVS-7D198ACE4CB8,50529,210,939,574.5,0.04988325178416955,1.0,0.44669117647058826,0.6485906862745099
ATP-HTVS-569AAE7497B4,63426,268,881,574.5,0.03527123357002115,1.0,0.3756127450980392,0.6485906862745099
ATP-HTVS-C36315435956,60258,1038,112,575.0,0.08048624627547096,1.0,0.5674019607843137,0.6482843137254902
ATP-HTVS-B4E8E29A2CD9,62147,594,558,576.0,0.00012164792387543255,0.0,0.022058823529411766,0.647671568627451
ATP-HTVS-E38D6BC47DFC,96385,138,1015,576.5,0.07219363120554594,1.0,0.5373774509803921,0.6473651960784313
ATP-HTVS-E1EEBF193F90,39106,139,1017,578.0,0.07235836276912726,1.0,0.5379901960784313,0.6464460784313726
ATP-HTVS-D0CA976BC689,29859,967,190,578.5,0.05666850264922145,1.0,0.47610294117647056,0.6461397058823529
ATP-HTVS-BFC0901B6A3C,76930,846,312,579.0,0.026765922361591695,1.0,0.3272058823529412,0.6458333333333333
ATP-HTVS-8D220C5D1AB9,73921,216,943,579.5,0.049609919412005,1.0,0.44546568627450983,0.6455269607843137
ATP-HTVS-E124973F868C,75906,1010,150,580.0,0.06942191705113418,1.0,0.5269607843137255,0.6452205882352942
ATP-HTVS-BCAE8AB499DF,82881,679,481,580.0,0.0036798496972318337,1.0,0.1213235294117647,0.645220588235294
ATP-HTVS-BA0E3BFA8388,95713,914,246,580.0,0.0418844314686659,1.0,0.40931372549019607,0.6452205882352942
ATP-HTVS-6D22B46DE244,25601,540,621,580.5,0.0006158426146193771,0.0,0.04963235294117647,0.6449142156862745
ATP-HTVS-EE9B34D8B24D,20323,880,283,581.5,0.03345402384299308,1.0,0.36580882352941174,0.6443014705882353
ATP-HTVS-37D34080A09D,36291,726,439,582.5,0.007731495248221839,1.0,0.17585784313725492,0.6436887254901962
ATP-HTVS-6E858FDBC7BE,81090,207,960,583.5,0.053221811472750874,1.0,0.46139705882352944,0.6430759803921569
ATP-HTVS-DC065C207C84,1282,46,1121,583.5,0.10847174539239715,1.0,0.6587009803921569,0.6430759803921569
ATP-HTVS-E7DA22DA6C24,30626,273,895,584.0,0.036314533472702804,1.0,0.38112745098039214,0.6427696078431373
ATP-HTVS-AC48CD61B4D9,74881,902,268,585.0,0.03772925377258747,1.0,0.38848039215686275,0.642156862745098
ATP-HTVS-5BCFBB048AA1,79809,514,656,585.0,0.0018926764946174547,1.0,0.08700980392156862,0.642156862745098
ATP-HTVS-BD172DBF0B92,62243,754,418,586.0,0.010596885813148788,1.0,0.20588235294117646,0.6415441176470589
ATP-HTVS-B989B97EF6F5,36002,1130,43,586.5,0.11090695660923681,1.0,0.6660539215686274,0.6412377450980392
ATP-HTVS-159CD8CCFA6D,50978,1032,141,586.5,0.07451695636894462,1.0,0.5459558823529411,0.6412377450980392
ATP-HTVS-21BB1C807E7E,36099,804,372,588.0,0.017517301038062285,1.0,0.2647058823529412,0.6403186274509804
ATP-HTVS-DC18FC237305,12291,619,557,588.0,0.00036081374951941553,0.0,0.03799019607843137,0.6403186274509804
ATP-HTVS-5E389E326DA0,50337,572,605,588.5,0.00010221804714532873,0.0,0.02022058823529412,0.6400122549019608
ATP-HTVS-87B93A696720,77730,301,877,589.0,0.031141868512110732,1.0,0.35294117647058826,0.6397058823529411
