compound_id,compound_code,canonical_smiles,scaffold,historical_HTVS_score,docking_rank_utility,reference_similarity,parent_reference_similarity,reference_compound,reference_key,reference_doi,source_file
ATP-HTVS-41DE369552E3,91201,C[C@@H]([NH2+]CC#Cc1c(NC(=O)c2ccccc2O)cnc2ccccc12)c1ccccc1,O=C(Nc1cnc2ccccc2c1C#CC[NH2+]Cc1ccccc1)c1ccccc1,-4.07355133035679,0.446078431372549,0.24390243902439024,0.25316455696202533,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-41DF5C276515,95649,COc1cc(CC(=O)Nc2cnc3ccccc3c2N(CC#N)c2ccccc2)ccc1O,O=C(Cc1ccccc1)Nc1cnc2ccccc2c1Nc1ccccc1,-3.55185647299314,0.2493872549019608,0.3,0.3176470588235294,compound 8 (Steed 2022),ROJPDORYZONAPF-UHFFFAOYSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-41EB9DEAB7C9,91683,N#C[C@@H](Nc1c(C(=O)N(CC[NH3+])c2ccccc2)sc2ccccc12)c1ccc(F)cc1,O=C(Nc1ccccc1)c1sc2ccccc2c1NCc1ccccc1,-6.00527091150475,0.9748774509803921,0.1827956989247312,0.1978021978021978,compound 19 (Steed 2022),DHQKBEDPXLHXAJ-OAQYLSRUSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-420A833C3906,29570,O=C1CN(Cc2cccc(F)c2F)[C@@H](c2ccccc2)c2ccccc2N1,O=C1CN(Cc2ccccc2)C(c2ccccc2)c2ccccc2N1,-1.52740875756109,0.03676470588235292,0.18072289156626506,0.18072289156626506,WSA298,IZWVLJVCXHHUOO-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-425F81D77C05,85634,C[NH+](C)Cc1ccc(C(=O)Nc2nc3ccccc3cc2N(CC(=O)NN)c2ccc(F)cc2)cc1,O=C(Nc1nc2ccccc2cc1Nc1ccccc1)c1ccccc1,-4.60340827905249,0.6783088235294117,0.30120481927710846,0.3611111111111111,compound 1 (Fraunfelter 2023),WIDVPHSBAXLSEU-LJQANCHMSA-N,10.1021/acsinfecdis.3c00317,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-429B4D57A2D0,56417,COc1cc(CNC(=O)NCc2cccc(NC(C)C)c2)c2ccccc2n1,O=C(NCc1ccccc1)NCc1ccnc2ccccc12,-3.93352685457372,0.3897058823529411,0.3472222222222222,0.3472222222222222,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-42E232F3C181,95425,C#Cc1ccccc1C(=O)N(C)c1ccc(NCc2cccc(C[NH+](C)C)c2)cn1,O=C(Nc1ccc(NCc2ccccc2)cn1)c1ccccc1,-3.81884371568142,0.34129901960784315,0.21176470588235294,0.24,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-4313C7EF8265,78307,CN(C(=O)c1cc(NCc2ccc(C[NH+](C)C)cc2)c(Cl)s1)c1cccc(C#N)c1,O=C(Nc1ccccc1)c1cc(NCc2ccccc2)cs1,-4.51531622944651,0.6360294117647058,0.1875,0.2702702702702703,Ward2024 compound 1,DVUDEYVEBQKKMF-UHFFFAOYSA-N,10.1021/acsmedchemlett.3c00480,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-43145D4CE45B,93187,CN(C(=O)C(C)(C)c1ccccc1)c1ccc(NCc2ccc(C[NH+](C)C)cc2)cn1,O=C(Cc1ccccc1)Nc1ccc(NCc2ccccc2)cn1,-4.60812034415477,0.6807598039215687,0.21518987341772153,0.30303030303030304,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-4322FF013EE1,94306,C[NH+](C)CCOc1ccccc1C(=O)Nc1c(N(C#N)c2ccccc2)cnc2ccccc12,O=C(Nc1c(Nc2ccccc2)cnc2ccccc12)c1ccccc1,-4.13092325497253,0.4644607843137255,0.21978021978021978,0.2345679012345679,compound 18 (Steed 2022),DCLANSSFVIGXHQ-OAQYLSRUSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-433854F3CEDF,69123,C[NH+](C)Cc1cccc(CNc2cnc3ccccc3c2NC(=O)[C@H](Cl)c2ccccc2)c1,O=C(Cc1ccccc1)Nc1c(NCc2ccccc2)cnc2ccccc12,-4.75281141532495,0.7377450980392157,0.2682926829268293,0.2682926829268293,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-4340E5ABA707,45635,C[C@@H]([NH2+]C[C@H]1c2ccccc2C(=O)N1Cc1ccccc1)c1cccc(C#N)c1,O=C1c2ccccc2C(C[NH2+]Cc2ccccc2)N1Cc1ccccc1,-5.37424942440475,0.9068627450980392,0.17857142857142858,0.20481927710843373,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-4382948120BD,74115,CC(=O)c1cccc(C(=O)Nc2c[nH+]c3ccccc3c2NCc2ccc(C[NH+](C)C)cc2)c1,O=C(Nc1c[nH+]c2ccccc2c1NCc1ccccc1)c1ccccc1,-4.87880406948413,0.7794117647058824,0.1927710843373494,0.323943661971831,compound 8 (Steed 2022),ROJPDORYZONAPF-UHFFFAOYSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-43D1BB82511C,88481,CN(c1c(NC(=O)c2cccc(C[NH+]3CCCC3)c2)c[nH+]c2ccccc12)[C@@H](C#N)c1ccccc1,O=C(Nc1c[nH+]c2ccccc2c1NCc1ccccc1)c1cccc(C[NH+]2CCCC2)c1,-5.54449315498084,0.9276960784313726,0.19148936170212766,0.29069767441860467,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-43DC0EBD36ED,75233,Cc1nc(-c2ccc(Cl)cc2)sc1[C@@H](C)NCc1cccc(C[NH+](C)C)c1,c1ccc(CNCc2cnc(-c3ccccc3)s2)cc1,-4.66778385561318,0.701593137254902,0.21518987341772153,0.2571428571428571,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-43DEA6C9D172,31907,O=C1c2ccccc2[C@H](C[NH2+]Cc2cccc3c2NCCC3)N1Cc1ccccc1,O=C1c2ccccc2C(C[NH2+]Cc2cccc3c2NCCC3)N1Cc1ccccc1,-5.40917104855102,0.9136029411764706,0.19101123595505617,0.22988505747126436,WSA298,IZWVLJVCXHHUOO-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-43E54E69D2FC,49761,O=C1CN(Cc2ccc(F)cc2Cl)[C@H](c2ccccc2F)c2cc(Cl)ccc2N1,O=C1CN(Cc2ccccc2)C(c2ccccc2)c2ccccc2N1,-1.47586439099717,0.03247549019607843,0.21176470588235294,0.21176470588235294,WSA298,IZWVLJVCXHHUOO-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-440AFC8B752D,31650,C[NH+](C)CCOc1ccc(CN2CC(=O)Nc3ccc(Cl)cc3[C@H]2c2ccccc2F)cc1,O=C1CN(Cc2ccccc2)C(c2ccccc2)c2ccccc2N1,-2.03160493086571,0.08088235294117652,0.18811881188118812,0.2,WSA297,GXYVJEJKTGYEDL-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-4415AB646F99,82497,CN(C)Cc1ccc(C(=O)NCc2ccc(N(CC#N)Cc3ccccc3)c3ccccc23)cc1,O=C(NCc1ccc(NCc2ccccc2)c2ccccc12)c1ccccc1,-1.99049961236672,0.07659313725490191,0.28169014084507044,0.28169014084507044,Ward2024 compound 1,DVUDEYVEBQKKMF-UHFFFAOYSA-N,10.1021/acsmedchemlett.3c00480,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-4418320CDB75,92835,C[NH+](C)Cc1ccc(C(=O)Nc2nccc(Nc3ccc(N)cc3)c2C(=O)c2ccccc2)cc1,O=C(Nc1nccc(Nc2ccccc2)c1C(=O)c1ccccc1)c1ccccc1,-3.52108650206718,0.23958333333333337,0.225,0.25675675675675674,compound 8 (Steed 2022),ROJPDORYZONAPF-UHFFFAOYSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-442C36D59863,49602,C[NH+]1CCN(c2ccc(C[NH2+]CCc3nc4ccccc4n3-c3ccccc3)cc2)CC1,c1ccc(-n2c(CC[NH2+]Cc3ccc(N4CC[NH2+]CC4)cc3)nc3ccccc32)cc1,-5.63752501034488,0.9387254901960784,0.19767441860465115,0.352112676056338,WSA236,CJWSCOKTAUPKHM-UHFFFAOYSA-N,10.1002/cmdc.202400952,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-443BC3733DB7,97250,C[C@H](NCC#Cc1c(NC(=O)c2ccc(C#N)c(Cl)c2)cnc2ccccc12)c1cccc(F)c1,O=C(Nc1cnc2ccccc2c1C#CCNCc1ccccc1)c1ccccc1,-3.79226143644072,0.3308823529411765,0.22580645161290322,0.2127659574468085,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-445D8195943B,74209,CN(C)Cc1cccc(CNc2cnc(NC(=O)c3cc(F)ccc3C#N)c3ccccc23)c1,O=C(Nc1ncc(NCc2ccccc2)c2ccccc12)c1ccccc1,-2.99892868060241,0.1568627450980392,0.23170731707317074,0.23170731707317074,Ward2024 compound 1,DVUDEYVEBQKKMF-UHFFFAOYSA-N,10.1021/acsmedchemlett.3c00480,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-44A2C719C105,82307,CN(C(=O)c1cscc1NCc1cccc(C[NH+](C)C)c1)c1ccc(C#N)cc1,O=C(Nc1ccccc1)c1cscc1NCc1ccccc1,-3.81365800673213,0.3400735294117647,0.2289156626506024,0.2602739726027397,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-44A5767B4738,74882,CN(C)Cc1ccccc1C(=O)Nc1c(NCCSc2ccccc2)cnc2ccccc12,O=C(Nc1c(NCCSc2ccccc2)cnc2ccccc12)c1ccccc1,-2.23090589847899,0.09375,0.24050632911392406,0.24050632911392406,Ward2024 compound 6,LKLACXNGVWXYAW-UHFFFAOYSA-N,10.1021/acsmedchemlett.3c00480,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-44ACC7CEC3D6,83425,CN(C(=O)c1sccc1NCc1cccc(C[NH+](C)C)c1)c1ccc(Cl)cc1N,O=C(Nc1ccccc1)c1sccc1NCc1ccccc1,-3.77799119400494,0.3259803921568627,0.1839080459770115,0.21052631578947367,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-44DE29768EEE,17571,Oc1ccc([C@@H](O)CNc2nc(-c3ccccc3)c3ccccc3n2)cc1,c1ccc(CCNc2nc(-c3ccccc3)c3ccccc3n2)cc1,-5.67669422905585,0.9466911764705882,0.22857142857142856,0.24285714285714285,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-4503BC70E7F0,38561,Cc1ccc(F)c([C@H](O)C[NH2+]Cc2nc3ccccc3n2Cc2ccccc2)c1,c1ccc(CC[NH2+]Cc2nc3ccccc3n2Cc2ccccc2)cc1,-4.93238473626858,0.8033088235294118,0.20689655172413793,0.26582278481012656,WSA236,CJWSCOKTAUPKHM-UHFFFAOYSA-N,10.1002/cmdc.202400952,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-450A55DE989E,48930,CC(C)Nc1cccc(CNc2nc(N[C@@H](C)c3ccc(C#N)cc3)nc3ccccc23)c1,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3n2)cc1,-0.485217582185325,0.0018382352941176405,0.24096385542168675,0.2261904761904762,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-458F3EB1794A,20674,C[C@](N)(C(=O)n1nc(-c2ccc(F)c(F)c2)cc1CC[NH2+]Cc1ccccc1)c1ccccc1,O=C(Cc1ccccc1)n1nc(-c2ccccc2)cc1CC[NH2+]Cc1ccccc1,-5.66081942024154,0.9424019607843137,0.20833333333333334,0.2727272727272727,WSA297,GXYVJEJKTGYEDL-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-45908092458F,47809,C[NH+](C)Cc1ccc(CCNc2nc3ccccc3nc2NCC(=O)NCc2ccccc2)cc1,O=C(CNc1nc2ccccc2nc1NCCc1ccccc1)NCc1ccccc1,-4.61060269011311,0.6832107843137255,0.26666666666666666,0.359375,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-459B7E30FD80,76673,C[NH+](C)Cc1cccc(CNc2c(C(=O)Nc3ccc(C#N)cc3)sc3ccccc23)c1,O=C(Nc1ccccc1)c1sc2ccccc2c1NCc1ccccc1,-4.59371584733431,0.673406862745098,0.20238095238095238,0.21518987341772153,compound 8 (Steed 2022),ROJPDORYZONAPF-UHFFFAOYSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-45A004EDB829,35234,OC[C@@H]([NH2+]Cc1nc2ccccc2c(-c2ccccc2)c1Cl)c1ccccc1F,c1ccc(C[NH2+]Cc2cc(-c3ccccc3)c3ccccc3n2)cc1,-5.63462685379644,0.9381127450980392,0.17857142857142858,0.2345679012345679,compound 19 (Steed 2022),DHQKBEDPXLHXAJ-OAQYLSRUSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-45C9FDCE5200,67554,C[NH+](C)CCc1cccc(NC(=O)c2cc(-c3cccnc3)nc3ccccc23)c1,O=C(Nc1ccccc1)c1cc(-c2cccnc2)nc2ccccc12,-4.79069052465564,0.7549019607843137,0.25316455696202533,0.2727272727272727,compound 8 (Steed 2022),ROJPDORYZONAPF-UHFFFAOYSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-45EC04A30F13,45571,COc1ccc(CN(C)Cc2ccc(C[NH+](C)C)cc2)cc1OCc1ccccc1,c1ccc(CNCc2cccc(OCc3ccccc3)c2)cc1,-2.71323008229637,0.13235294117647056,0.24390243902439024,0.2878787878787879,WSA297,GXYVJEJKTGYEDL-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-461088EC3581,13442,COc1cccc(CN[C@H](C)c2cc3cccc(Cl)c3c(=O)n2-c2ccccc2)c1,O=c1c2ccccc2cc(CNCc2ccccc2)n1-c1ccccc1,-2.44915932591984,0.11397058823529416,0.28205128205128205,0.26582278481012656,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-4630C8488F7C,77025,Cc1ccc(C(=O)Nc2c(NCc3cccc(C[NH+](C)C)c3)cnc3ccccc23)cc1[S-],O=C(Nc1c(NCc2ccccc2)cnc2ccccc12)c1ccccc1,-4.36397363292611,0.5637254901960784,0.21978021978021978,0.25316455696202533,WSA236,CJWSCOKTAUPKHM-UHFFFAOYSA-N,10.1002/cmdc.202400952,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-464A50F6807A,88514,N#CN(c1ccccc1)c1cnc(NC(=O)Cc2ccc(O)cc2)c2ccccc12,O=C(Cc1ccccc1)Nc1ncc(Nc2ccccc2)c2ccccc12,-4.0729361307378,0.4454656862745098,0.28169014084507044,0.28169014084507044,compound 8 (Steed 2022),ROJPDORYZONAPF-UHFFFAOYSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-464DF81034BD,92994,C[NH+](C)Cc1cccc(CNc2c(C(=O)Nc3cccc(F)c3)sc3ncccc23)c1,O=C(Nc1ccccc1)c1sc2ncccc2c1NCc1ccccc1,-5.9427851521281,0.9724264705882353,0.18085106382978725,0.22784810126582278,WSA298,IZWVLJVCXHHUOO-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-4697491C32F9,77698,CC[NH+](CC)Cc1ccc(CNc2c(NC(=O)Cc3ccccc3C#N)c[nH+]c3ccccc23)cc1,O=C(Cc1ccccc1)Nc1c[nH+]c2ccccc2c1NCc1ccccc1,-4.2474975969623,0.5079656862745099,0.2,0.24358974358974358,compound 8 (Steed 2022),ROJPDORYZONAPF-UHFFFAOYSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-4697A006B393,56194,C[NH+](C)Cc1cccc(NC(=O)Cn2c(Cc3ccccc3)[nH+]c3ccccc32)c1,O=C(Cn1c(Cc2ccccc2)[nH+]c2ccccc21)Nc1ccccc1,-4.02395167822352,0.428921568627451,0.19230769230769232,0.30434782608695654,compound 8 (Steed 2022),ROJPDORYZONAPF-UHFFFAOYSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-469EEFA86A0D,60513,CC(C)Nc1ccccc1C[NH2+]C[C@@H](O)Cn1ccc2ccccc2c1=O,O=c1c2ccccc2ccn1CCC[NH2+]Cc1ccccc1,-5.1114067324417,0.8541666666666666,0.19047619047619047,0.21621621621621623,compound 18 (Steed 2022),DCLANSSFVIGXHQ-OAQYLSRUSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-46A91AAE2D1D,82529,Cc1ccc(F)c([C@H](C)N2CC(=O)Nc3ccccc3[C@H]2c2ccccc2)c1F,O=C1CN(Cc2ccccc2)C(c2ccccc2)c2ccccc2N1,-1.23008682170189,0.020220588235294157,0.14606741573033707,0.15294117647058825,compound 19 (Steed 2022),DHQKBEDPXLHXAJ-OAQYLSRUSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-46F5C2C02CE5,81411,C[NH+](C)Cc1cccc(CNc2csc(C(=O)N(CC#N)c3ccc(Cl)cc3)c2)c1,O=C(Nc1ccccc1)c1cc(NCc2ccccc2)cs1,-5.15240839453565,0.8682598039215687,0.16666666666666666,0.21794871794871795,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-471B66EC874A,78945,CN(c1cnc2ccccc2c1NC(=O)c1ccccc1Cl)[C@H](C#N)c1ccccc1,O=C(Nc1c(NCc2ccccc2)cnc2ccccc12)c1ccccc1,-3.76479820066214,0.3174019607843137,0.20481927710843373,0.19540229885057472,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-471CA8009E10,94562,CN(c1cc2ccccc2nc1NC(=O)c1ccc([S-])c(Cl)c1)[C@H](C#N)c1ccccc1,O=C(Nc1nc2ccccc2cc1NCc1ccccc1)c1ccccc1,-3.97060511347441,0.40625,0.25316455696202533,0.2692307692307692,Ward2024 compound 6,LKLACXNGVWXYAW-UHFFFAOYSA-N,10.1021/acsmedchemlett.3c00480,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-472161FD1CB3,82882,Cc1ccc(Cl)cc1N(C)C(=O)c1sccc1NCc1cccc(CN(C)C)c1,O=C(Nc1ccccc1)c1sccc1NCc1ccccc1,-2.60245460393226,0.12683823529411764,0.21333333333333335,0.21333333333333335,Ward2024 compound 1,DVUDEYVEBQKKMF-UHFFFAOYSA-N,10.1021/acsmedchemlett.3c00480,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-47220BE834AE,78051,C[NH+](C)Cc1ccc(C(=O)Nc2nc3ccccc3cc2N(CC#N)Cc2cccc(Cl)c2)cc1,O=C(Nc1nc2ccccc2cc1NCc1ccccc1)c1ccccc1,-5.55803664405348,0.9307598039215687,0.2619047619047619,0.35135135135135137,Ward2024 compound 8,APMKTVCBYUVFFM-UHFFFAOYSA-N,10.1021/acsmedchemlett.3c00480,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-47675EC0C4D5,67843,Cc1ccccc1C[C@@H]([NH2+]Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1)C(=O)[O-],c1ccc(CC[NH2+]Cc2ccc(OCc3ccccc3)c(OCc3ccccc3)c2)cc1,-5.4109022547373,0.914828431372549,0.28378378378378377,0.36764705882352944,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-47A17AC8C7BD,41059,CC(C)c1ccc([C@H]([NH3+])CNc2nc(-c3ccccc3)nc3ccccc23)cc1,c1ccc(CCNc2nc(-c3ccccc3)nc3ccccc23)cc1,-5.0080116053514,0.8253676470588236,0.24,0.25333333333333335,compound 18 (Steed 2022),DCLANSSFVIGXHQ-OAQYLSRUSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-47BAC8FD9A9F,73409,C[NH+](C)Cc1cccc(CNc2c(C(=O)Nc3ccccc3N)sc3ccccc23)c1,O=C(Nc1ccccc1)c1sc2ccccc2c1NCc1ccccc1,-4.6952770336704,0.7181372549019608,0.20238095238095238,0.2236842105263158,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-4862FE6420AB,72898,CC(=O)c1ccc(CC(=O)Nc2c[nH+]c3ccccc3c2NCc2cccc(C[NH+](C)C)c2)cc1,O=C(Cc1ccccc1)Nc1c[nH+]c2ccccc2c1NCc1ccccc1,-5.04320666313949,0.8370098039215687,0.23863636363636365,0.2972972972972973,compound 18 (Steed 2022),DCLANSSFVIGXHQ-OAQYLSRUSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-48C487957C1E,66849,NC(=O)CN(C(=O)c1sc2ccccc2c1CSc1ccccc1Cl)c1ccccc1,O=C(Nc1ccccc1)c1sc2ccccc2c1CSc1ccccc1,-3.83958463930576,0.3517156862745098,0.1875,0.18292682926829268,compound 17 (Steed 2022),HXWNUGNSPIOUKJ-HNNXBMFYSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
