compound_id,historical_alias,SMILES,docking_score,mmgbsa_score,docking_features,quickprop_features,admet_features
ATP-HTVS-0715C99C3A28,99362,C[NH+](C)Cc1cccc(CNc2cc(Cl)sc2C(=O)Nc2ccc(N)cc2)c1,-4.31020815903779,unknown,"{""glide_ecoul"": -8.08311462402344, ""glide_eff_state_penalty"": 0.0431, ""glide_einternal"": 1.60792720317841, ""glide_emodel"": -55.3897642554351, ""glide_energy"": -40.33447265625, ""glide_evdw"": -32.2513580322266, ""glide_gscore"": -4.35330815903779, ""glide_ligand_efficiency"": -0.153936005679921, ""glide_ligand_efficiency_ln"": -0.994922596316552, ""glide_ligand_efficiency_sa"": -0.467440376703035}","{""quickprop_accpthb"": 5.5, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.013424, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 2.0, ""quickprop_ciqplogs"": -4.256, ""quickprop_cns"": 1.0, ""quickprop_dip_2_v"": 0.0102659, ""quickprop_dipole"": 3.54, ""quickprop_donorhb"": 2.5, ""quickprop_ea_ev"": 0.761, ""quickprop_fisa"": 99.554, ""quickprop_fosa"": 172.133, ""quickprop_glob"": 0.852616, ""quickprop_humanoralabsorption"": 2.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 17.0, ""quickprop_ip_ev"": 7.781, ""quickprop_jm"": 0.0015738140434555, ""quickprop_metab"": 7.0, ""quickprop_mol_mw"": 414.952, ""quickprop_nando"": 5.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 28.0, ""quickprop_percenthumanoralabsorption"": 79.882, ""quickprop_pisa"": 271.492, ""quickprop_psa"": 75.847, ""quickprop_qplogbb"": 0.222, ""quickprop_qplogherg"": -6.664, ""quickprop_qplogkhsa"": 0.471, ""quickprop_qplogkp"": -5.755, ""quickprop_qplogpc16"": 13.482, ""quickprop_qplogpo_w"": 3.399, ""quickprop_qplogpoct"": 20.393, ""quickprop_qplogpw"": 11.153, ""quickprop_qplogs"": -2.666, ""quickprop_qppcaco"": 70.086, ""quickprop_qppmdck"": 128.104, ""quickprop_qppolrz"": 40.149, ""quickprop_ringatoms"": 17.0, ""quickprop_rotor"": 8.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 1.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 647.814, ""quickprop_stars"": 1.0, ""quickprop_volume"": 1220.556, ""quickprop_wpsa"": 104.635}",{}
ATP-HTVS-0743B9964B99,20417,CN(C(=O)c1cc(-c2ccc(C[NH+](C)C)c(F)c2)nc2ccccc12)c1cccc(N)c1,-4.32395435766192,unknown,"{""glide_ecoul"": -7.60866355895996, ""glide_eff_state_penalty"": 0.0539, ""glide_einternal"": 6.98209619522095, ""glide_emodel"": -51.9132670064163, ""glide_energy"": -40.4021892547607, ""glide_evdw"": -32.7935256958008, ""glide_gscore"": -4.37785435766192, ""glide_ligand_efficiency"": -0.135123573676935, ""glide_ligand_efficiency_ln"": -0.968251247224693, ""glide_ligand_efficiency_sa"": -0.428990605505349}","{""quickprop_accpthb"": 7.0, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0116332, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 1.0, ""quickprop_ciqplogs"": -5.379, ""quickprop_cns"": 1.0, ""quickprop_dip_2_v"": 0.0265543, ""quickprop_dipole"": 6.0, ""quickprop_donorhb"": 1.5, ""quickprop_ea_ev"": 1.191, ""quickprop_fisa"": 98.237, ""quickprop_fosa"": 249.621, ""quickprop_glob"": 0.8039127, ""quickprop_humanoralabsorption"": 3.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 22.0, ""quickprop_ip_ev"": 8.417, ""quickprop_jm"": 0.001147871418312, ""quickprop_metab"": 5.0, ""quickprop_mol_mw"": 428.508, ""quickprop_nando"": 5.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 32.0, ""quickprop_percenthumanoralabsorption"": 95.173, ""quickprop_pisa"": 358.058, ""quickprop_psa"": 67.901, ""quickprop_qplogbb"": -0.337, ""quickprop_qplogherg"": -7.139, ""quickprop_qplogkhsa"": 0.654, ""quickprop_qplogkp"": -3.555, ""quickprop_qplogpc16"": 14.203, ""quickprop_qplogpo_w"": 4.129, ""quickprop_qplogpoct"": 22.293, ""quickprop_qplogpw"": 12.376, ""quickprop_qplogs"": -5.017, ""quickprop_qppcaco"": 289.215, ""quickprop_qppmdck"": 211.801, ""quickprop_qppolrz"": 47.676, ""quickprop_ringatoms"": 22.0, ""quickprop_rotor"": 6.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 0.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 31.043, ""quickprop_sasa"": 736.959, ""quickprop_stars"": 0.0, ""quickprop_volume"": 1355.91, ""quickprop_wpsa"": 31.043}",{}
ATP-HTVS-07D9286D8737,76898,CC(=O)[C@H](Nc1cnc2ccccc2c1NC(=O)c1ccc(C[NH+](C)C)cc1)c1ccccc1,-4.23957689882345,unknown,"{""glide_ecoul"": -7.27418565750122, ""glide_eff_state_penalty"": 0.0894, ""glide_einternal"": 6.30406904220581, ""glide_emodel"": -55.5601222637043, ""glide_energy"": -42.033215045929, ""glide_evdw"": -34.7590293884277, ""glide_gscore"": -4.32897689882345, ""glide_ligand_efficiency"": -0.12469343820069, ""glide_ligand_efficiency_ln"": -0.936641453054156, ""glide_ligand_efficiency_sa"": -0.403958333461985}","{""quickprop_accpthb"": 8.5, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0149342, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 1.0, ""quickprop_ciqplogs"": -5.251, ""quickprop_cns"": 1.0, ""quickprop_dip_2_v"": 0.0177069, ""quickprop_dipole"": 5.12, ""quickprop_donorhb"": 2.0, ""quickprop_ea_ev"": 0.867, ""quickprop_fisa"": 94.594, ""quickprop_fosa"": 258.584, ""quickprop_glob"": 0.7804752, ""quickprop_humanoralabsorption"": 3.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 22.0, ""quickprop_ip_ev"": 8.071, ""quickprop_jm"": 0.0031776136218696, ""quickprop_metab"": 7.0, ""quickprop_mol_mw"": 452.555, ""quickprop_nando"": 6.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 34.0, ""quickprop_percenthumanoralabsorption"": 96.351, ""quickprop_pisa"": 451.742, ""quickprop_psa"": 82.713, ""quickprop_qplogbb"": -0.555, ""quickprop_qplogherg"": -7.965, ""quickprop_qplogkhsa"": 0.581, ""quickprop_qplogkp"": -2.966, ""quickprop_qplogpc16"": 16.409, ""quickprop_qplogpo_w"": 4.225, ""quickprop_qplogpoct"": 25.162, ""quickprop_qplogpw"": 14.909, ""quickprop_qplogs"": -5.188, ""quickprop_qppcaco"": 313.162, ""quickprop_qppmdck"": 156.033, ""quickprop_qppolrz"": 52.274, ""quickprop_ringatoms"": 22.0, ""quickprop_rotor"": 8.0, ""quickprop_rtvfg"": 1.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 1.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 804.919, ""quickprop_stars"": 1.0, ""quickprop_volume"": 1480.538, ""quickprop_wpsa"": 0.0}",{}
ATP-HTVS-07F3737128F1,86945,CCN(c1cc2ccccc2nc1NC(=O)c1ccc(C)cc1)[C@H](C#N)c1ccccc1,-2.91614400004075,unknown,"{""glide_ecoul"": -2.78039073944092, ""glide_eff_state_penalty"": 0.0, ""glide_einternal"": 2.59460115432739, ""glide_emodel"": -37.65744136832, ""glide_energy"": -32.3780698776245, ""glide_evdw"": -29.5976791381836, ""glide_gscore"": -2.91614400004075, ""glide_ligand_efficiency"": -0.0911295000012733, ""glide_ligand_efficiency_ln"": -0.653004132692332, ""glide_ligand_efficiency_sa"": -0.289318128000481}","{""quickprop_accpthb"": 6.0, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0086676, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 0.0, ""quickprop_ciqplogs"": -7.683, ""quickprop_cns"": -1.0, ""quickprop_dip_2_v"": 0.0353682, ""quickprop_dipole"": 6.832, ""quickprop_donorhb"": 1.0, ""quickprop_ea_ev"": 0.963, ""quickprop_fisa"": 95.102, ""quickprop_fosa"": 187.333, ""quickprop_glob"": 0.840539, ""quickprop_humanoralabsorption"": 1.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 22.0, ""quickprop_ip_ev"": 8.649, ""quickprop_jm"": 0.0088839728104213, ""quickprop_metab"": 4.0, ""quickprop_mol_mw"": 420.513, ""quickprop_nando"": 5.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 32.0, ""quickprop_percenthumanoralabsorption"": 100.0, ""quickprop_pisa"": 409.795, ""quickprop_psa"": 69.049, ""quickprop_qplogbb"": -0.756, ""quickprop_qplogherg"": -6.067, ""quickprop_qplogkhsa"": 0.738, ""quickprop_qplogkp"": -1.157, ""quickprop_qplogpc16"": 14.233, ""quickprop_qplogpo_w"": 4.889, ""quickprop_qplogpoct"": 20.612, ""quickprop_qplogpw"": 10.65, ""quickprop_qplogs"": -6.519, ""quickprop_qppcaco"": 1241.776, ""quickprop_qppmdck"": 625.172, ""quickprop_qppolrz"": 46.078, ""quickprop_ringatoms"": 22.0, ""quickprop_rotor"": 7.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 1.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 692.231, ""quickprop_stars"": 1.0, ""quickprop_volume"": 1319.671, ""quickprop_wpsa"": 0.0}",{}
ATP-HTVS-08126335CB19,67841,Cc1ccc(C[C@H](NCc2ccc(OCc3ccccc3)c(OCc3ccccc3)c2)C(=O)[O-])cc1,-2.40929881919301,unknown,"{""glide_ecoul"": 0.242345690727234, ""glide_eff_state_penalty"": 1.9667, ""glide_einternal"": 7.43184328079224, ""glide_emodel"": -49.2760243651721, ""glide_energy"": -41.578745007515, ""glide_evdw"": -41.8210906982422, ""glide_gscore"": -4.37599881919301, ""glide_ligand_efficiency"": -0.0669249671998058, ""glide_ligand_efficiency_ln"": -0.525643910616096, ""glide_ligand_efficiency_sa"": -0.220981372564454}","{""quickprop_accpthb"": 5.0, ""quickprop_acid"": 1.0, ""quickprop_acxdn_5_sa"": 0.008718, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 1.0, ""quickprop_ciqplogs"": -7.32, ""quickprop_cns"": -1.0, ""quickprop_dip_2_v"": 0.0153463, ""quickprop_dipole"": 4.872, ""quickprop_donorhb"": 2.0, ""quickprop_ea_ev"": -0.038, ""quickprop_fisa"": 96.34, ""quickprop_fosa"": 171.755, ""quickprop_glob"": 0.7975165, ""quickprop_humanoralabsorption"": 1.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 24.0, ""quickprop_ip_ev"": 8.802, ""quickprop_jm"": 0.000725923021521, ""quickprop_metab"": 9.0, ""quickprop_mol_mw"": 481.59, ""quickprop_nando"": 5.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 36.0, ""quickprop_percenthumanoralabsorption"": 88.883, ""quickprop_pisa"": 542.993, ""quickprop_psa"": 69.62, ""quickprop_qplogbb"": -0.771, ""quickprop_qplogherg"": -6.317, ""quickprop_qplogkhsa"": 1.109, ""quickprop_qplogkp"": -2.293, ""quickprop_qplogpc16"": 17.563, ""quickprop_qplogpo_w"": 4.823, ""quickprop_qplogpoct"": 23.711, ""quickprop_qplogpw"": 11.227, ""quickprop_qplogs"": -6.529, ""quickprop_qppcaco"": 76.35, ""quickprop_qppmdck"": 43.163, ""quickprop_qppolrz"": 53.234, ""quickprop_ringatoms"": 24.0, ""quickprop_rotor"": 12.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 2.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 811.088, ""quickprop_stars"": 3.0, ""quickprop_volume"": 1546.905, ""quickprop_wpsa"": 0.0}",{}
ATP-HTVS-081D95190B15,78402,[NH3+][C@@H](C#Cc1cnc2ccccc2c1NC(=O)C#Cc1ccccc1)Cc1cccc(F)c1,-6.07449494060147,unknown,"{""glide_ecoul"": -13.7921752929688, ""glide_eff_state_penalty"": 0.613, ""glide_einternal"": 8.14723205566406, ""glide_emodel"": -72.9698357861518, ""glide_energy"": -47.7470779418945, ""glide_evdw"": -33.9549026489258, ""glide_gscore"": -6.68749494060147, ""glide_ligand_efficiency"": -0.184075604260651, ""glide_ligand_efficiency_ln"": -1.35093622273824, ""glide_ligand_efficiency_sa"": -0.590428819292616}","{""quickprop_accpthb"": 4.5, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0107944, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 1.0, ""quickprop_ciqplogs"": -6.285, ""quickprop_cns"": 0.0, ""quickprop_dip_2_v"": 0.0335372, ""quickprop_dipole"": 6.691, ""quickprop_donorhb"": 3.0, ""quickprop_ea_ev"": 1.225, ""quickprop_fisa"": 108.238, ""quickprop_fosa"": 54.104, ""quickprop_glob"": 0.8119461, ""quickprop_humanoralabsorption"": 3.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 22.0, ""quickprop_ip_ev"": 8.923, ""quickprop_jm"": 0.0041128101627859, ""quickprop_metab"": 5.0, ""quickprop_mol_mw"": 433.484, ""quickprop_nando"": 4.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 33.0, ""quickprop_percenthumanoralabsorption"": 100.0, ""quickprop_pisa"": 523.017, ""quickprop_psa"": 73.538, ""quickprop_qplogbb"": -0.525, ""quickprop_qplogherg"": -7.795, ""quickprop_qplogkhsa"": 0.863, ""quickprop_qplogkp"": -2.966, ""quickprop_qplogpc16"": 15.524, ""quickprop_qplogpo_w"": 4.867, ""quickprop_qplogpoct"": 23.332, ""quickprop_qplogpw"": 12.825, ""quickprop_qplogs"": -5.056, ""quickprop_qppcaco"": 232.479, ""quickprop_qppmdck"": 179.655, ""quickprop_qppolrz"": 47.122, ""quickprop_ringatoms"": 22.0, ""quickprop_rotor"": 8.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 0.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 36.706, ""quickprop_sasa"": 722.064, ""quickprop_stars"": 1.0, ""quickprop_volume"": 1334.772, ""quickprop_wpsa"": 36.706}",{}
ATP-HTVS-08266C4344A3,88675,[NH3+][C@H](C#Cc1cnc2ccccc2c1NC(=O)c1cc(F)cc(F)c1)Cc1cccc(F)c1,-5.33799910271163,unknown,"{""glide_ecoul"": -11.8240804672241, ""glide_eff_state_penalty"": 0.6275, ""glide_einternal"": 3.57116484642029, ""glide_emodel"": -66.2000393142394, ""glide_energy"": -43.3743715286255, ""glide_evdw"": -31.5502910614014, ""glide_gscore"": -5.96549910271163, ""glide_ligand_efficiency"": -0.161757548567019, ""glide_ligand_efficiency_ln"": -1.1871433617629, ""glide_ligand_efficiency_sa"": -0.518842889559968}","{""quickprop_accpthb"": 4.5, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0120505, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 1.0, ""quickprop_ciqplogs"": -6.527, ""quickprop_cns"": 0.0, ""quickprop_dip_2_v"": 0.0208931, ""quickprop_dipole"": 5.112, ""quickprop_donorhb"": 3.0, ""quickprop_ea_ev"": 1.319, ""quickprop_fisa"": 107.24, ""quickprop_fosa"": 51.457, ""quickprop_glob"": 0.8679436, ""quickprop_humanoralabsorption"": 3.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 22.0, ""quickprop_ip_ev"": 8.989, ""quickprop_jm"": 0.0071263258725238, ""quickprop_metab"": 5.0, ""quickprop_mol_mw"": 445.443, ""quickprop_nando"": 4.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 33.0, ""quickprop_percenthumanoralabsorption"": 95.771, ""quickprop_pisa"": 377.662, ""quickprop_psa"": 72.016, ""quickprop_qplogbb"": -0.138, ""quickprop_qplogherg"": -6.196, ""quickprop_qplogkhsa"": 0.716, ""quickprop_qplogkp"": -3.556, ""quickprop_qplogpc16"": 13.226, ""quickprop_qplogpo_w"": 4.492, ""quickprop_qplogpoct"": 22.07, ""quickprop_qplogpw"": 11.895, ""quickprop_qplogs"": -4.24, ""quickprop_qppcaco"": 237.596, ""quickprop_qppmdck"": 466.187, ""quickprop_qppolrz"": 43.01, ""quickprop_ringatoms"": 22.0, ""quickprop_rotor"": 7.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 0.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 110.437, ""quickprop_sasa"": 646.796, ""quickprop_stars"": 0.0, ""quickprop_volume"": 1250.664, ""quickprop_wpsa"": 110.437}",{}
ATP-HTVS-0852D38F8C28,46851,CN(Cc1ccc(C[NH+](C)C)cc1)C(=O)Nc1c(-c2ccccc2)c2cc(Cl)ccc2[nH]c1=O,-1.52630325310868,unknown,"{""glide_ecoul"": -3.50906586647034, ""glide_eff_state_penalty"": 0.0442, ""glide_einternal"": 2.42232942581177, ""glide_emodel"": -40.9668901617089, ""glide_energy"": -37.5314581394196, ""glide_evdw"": -34.0223922729492, ""glide_gscore"": -1.57050325310868, ""glide_ligand_efficiency"": -0.0448912721502554, ""glide_ligand_efficiency_ln"": -0.337203199967841, ""glide_ligand_efficiency_sa"": -0.14543029486138}","{""quickprop_accpthb"": 5.75, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0090275, ""quickprop_amide"": 1.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 1.0, ""quickprop_ciqplogs"": -6.197, ""quickprop_cns"": 1.0, ""quickprop_dip_2_v"": 0.0353008, ""quickprop_dipole"": 7.03, ""quickprop_donorhb"": 1.25, ""quickprop_ea_ev"": 0.929, ""quickprop_fisa"": 96.178, ""quickprop_fosa"": 265.199, ""quickprop_glob"": 0.8499645, ""quickprop_humanoralabsorption"": 3.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 22.0, ""quickprop_ip_ev"": 8.69, ""quickprop_jm"": 0.0027386516507344, ""quickprop_metab"": 3.0, ""quickprop_mol_mw"": 474.989, ""quickprop_nando"": 6.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 34.0, ""quickprop_percenthumanoralabsorption"": 93.998, ""quickprop_pisa"": 279.231, ""quickprop_psa"": 78.373, ""quickprop_qplogbb"": -0.112, ""quickprop_qplogherg"": -4.643, ""quickprop_qplogkhsa"": 0.729, ""quickprop_qplogkp"": -3.795, ""quickprop_qplogpc16"": 14.575, ""quickprop_qplogpo_w"": 4.437, ""quickprop_qplogpoct"": 22.013, ""quickprop_qplogpw"": 11.91, ""quickprop_qplogs"": -4.444, ""quickprop_qppcaco"": 197.185, ""quickprop_qppmdck"": 370.458, ""quickprop_qppolrz"": 48.696, ""quickprop_ringatoms"": 22.0, ""quickprop_rotor"": 6.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 0.0, ""quickprop_saamideo"": 23.351, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 712.124, ""quickprop_stars"": 0.0, ""quickprop_volume"": 1400.189, ""quickprop_wpsa"": 71.515}",{}
ATP-HTVS-08590B5C6743,87873,C[NH+](C)Cc1ccccc1C(=O)Nc1ncc(C#Cc2cccc(O)c2)nc1-c1ccccc1,-4.88985591725625,unknown,"{""glide_ecoul"": -12.8602304458618, ""glide_eff_state_penalty"": 0.0607, ""glide_einternal"": 3.30299472808838, ""glide_emodel"": -65.5046489240446, ""glide_energy"": -47.656361579895, ""glide_evdw"": -34.7961311340332, ""glide_gscore"": -4.95055591725625, ""glide_ligand_efficiency"": -0.143819291684007, ""glide_ligand_efficiency_ln"": -1.08030632793461, ""glide_ligand_efficiency_sa"": -0.465918674043213}","{""quickprop_accpthb"": 7.25, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.012391, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 1.0, ""quickprop_ciqplogs"": -5.775, ""quickprop_cns"": 1.0, ""quickprop_dip_2_v"": 0.0223983, ""quickprop_dipole"": 5.763, ""quickprop_donorhb"": 2.0, ""quickprop_ea_ev"": 0.901, ""quickprop_fisa"": 100.882, ""quickprop_fosa"": 163.479, ""quickprop_glob"": 0.7599471, ""quickprop_humanoralabsorption"": 3.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 24.0, ""quickprop_ip_ev"": 8.802, ""quickprop_jm"": 0.0008855005595982, ""quickprop_metab"": 4.0, ""quickprop_mol_mw"": 448.523, ""quickprop_nando"": 6.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 34.0, ""quickprop_percenthumanoralabsorption"": 100.0, ""quickprop_pisa"": 563.097, ""quickprop_psa"": 78.66, ""quickprop_qplogbb"": -0.685, ""quickprop_qplogherg"": -8.828, ""quickprop_qplogkhsa"": 0.811, ""quickprop_qplogkp"": -2.69, ""quickprop_qplogpc16"": 17.399, ""quickprop_qplogpo_w"": 4.821, ""quickprop_qplogpoct"": 25.058, ""quickprop_qplogpw"": 14.533, ""quickprop_qplogs"": -6.015, ""quickprop_qppcaco"": 272.982, ""quickprop_qppmdck"": 134.511, ""quickprop_qppolrz"": 53.424, ""quickprop_ringatoms"": 24.0, ""quickprop_rotor"": 8.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 1.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 827.458, ""quickprop_stars"": 1.0, ""quickprop_volume"": 1482.677, ""quickprop_wpsa"": 0.0}",{}
ATP-HTVS-086F5E4227DC,20162,C[NH+](C)Cc1ccc(CNc2ccc(-c3ccc(C#N)cc3)s2)cc1,-4.91629733977056,unknown,"{""glide_ecoul"": -8.69424343109131, ""glide_eff_state_penalty"": 0.0403, ""glide_einternal"": 2.26065874099731, ""glide_emodel"": -54.2576435533922, ""glide_energy"": -38.2649068832397, ""glide_evdw"": -29.5706634521484, ""glide_gscore"": -4.95659733977056, ""glide_ligand_efficiency"": -0.196651893590822, ""glide_ligand_efficiency_ln"": -1.16530979906813, ""glide_ligand_efficiency_sa"": -0.575013624495748}","{""quickprop_accpthb"": 4.5, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0065719, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 1.0, ""quickprop_ciqplogs"": -5.448, ""quickprop_cns"": 1.0, ""quickprop_dip_2_v"": 0.0672732, ""quickprop_dipole"": 8.944, ""quickprop_donorhb"": 1.0, ""quickprop_ea_ev"": 0.923, ""quickprop_fisa"": 94.001, ""quickprop_fosa"": 226.051, ""quickprop_glob"": 0.7927822, ""quickprop_humanoralabsorption"": 3.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 17.0, ""quickprop_ip_ev"": 8.226, ""quickprop_jm"": 8.27186202149e-05, ""quickprop_metab"": 5.0, ""quickprop_mol_mw"": 347.477, ""quickprop_nando"": 3.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 25.0, ""quickprop_percenthumanoralabsorption"": 96.279, ""quickprop_pisa"": 329.956, ""quickprop_psa"": 44.083, ""quickprop_qplogbb"": -0.311, ""quickprop_qplogherg"": -7.185, ""quickprop_qplogkhsa"": 0.712, ""quickprop_qplogkp"": -3.576, ""quickprop_qplogpc16"": 12.758, ""quickprop_qplogpo_w"": 4.195, ""quickprop_qplogpoct"": 18.196, ""quickprop_qplogpw"": 8.837, ""quickprop_qplogs"": -6.047, ""quickprop_qppcaco"": 317.239, ""quickprop_qppmdck"": 245.206, ""quickprop_qppolrz"": 40.738, ""quickprop_ringatoms"": 17.0, ""quickprop_rotor"": 6.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 1.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 684.737, ""quickprop_stars"": 0.0, ""quickprop_volume"": 1189.239, ""quickprop_wpsa"": 34.729}",{}
ATP-HTVS-08A6E1F87809,61538,Cc1c(N)cccc1CNc1nc(NCc2ccc(C[NH+](C)C)cc2)c2ccccc2[nH+]1,-4.18003369774354,unknown,"{""glide_ecoul"": -6.1861138343811, ""glide_eff_state_penalty"": 0.0549, ""glide_einternal"": 2.02304863929749, ""glide_emodel"": -56.382920881429, ""glide_energy"": -38.8999238014221, ""glide_evdw"": -32.713809967041, ""glide_gscore"": -4.23493369774354, ""glide_ligand_efficiency"": -0.130626053054486, ""glide_ligand_efficiency_ln"": -0.936023488339947, ""glide_ligand_efficiency_sa"": -0.414711867587195}","{""quickprop_accpthb"": 6.0, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0151483, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 1.0, ""quickprop_ciqplogs"": -5.544, ""quickprop_cns"": 0.0, ""quickprop_dip_2_v"": 0.0123759, ""quickprop_dipole"": 4.151, ""quickprop_donorhb"": 3.5, ""quickprop_ea_ev"": 0.572, ""quickprop_fisa"": 92.781, ""quickprop_fosa"": 265.124, ""quickprop_glob"": 0.8137596, ""quickprop_humanoralabsorption"": 3.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 22.0, ""quickprop_ip_ev"": 7.922, ""quickprop_jm"": 0.0102328080791803, ""quickprop_metab"": 8.0, ""quickprop_mol_mw"": 426.563, ""quickprop_nando"": 6.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 32.0, ""quickprop_percenthumanoralabsorption"": 100.0, ""quickprop_pisa"": 383.099, ""quickprop_psa"": 71.255, ""quickprop_qplogbb"": -0.514, ""quickprop_qplogherg"": -7.099, ""quickprop_qplogkhsa"": 0.683, ""quickprop_qplogkp"": -3.078, ""quickprop_qplogpc16"": 15.297, ""quickprop_qplogpo_w"": 4.358, ""quickprop_qplogpoct"": 24.203, ""quickprop_qplogpw"": 13.79, ""quickprop_qplogs"": -4.542, ""quickprop_qppcaco"": 325.803, ""quickprop_qppmdck"": 162.851, ""quickprop_qppolrz"": 47.445, ""quickprop_ringatoms"": 22.0, ""quickprop_rotor"": 9.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 1.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 741.004, ""quickprop_stars"": 0.0, ""quickprop_volume"": 1392.284, ""quickprop_wpsa"": 0.0}",{}
