compound_id,historical_alias,SMILES,docking_score,mmgbsa_score,docking_features,quickprop_features,admet_features
ATP-HTVS-04BA495CA0A4,22531,Cc1cccc([C@@H](CN(C)C)[NH2+]Cc2nc3ccccc3c(-c3ccccc3)c2Cl)c1,-3.00531349655571,unknown,"{""glide_ecoul"": -3.29880332946777, ""glide_eff_state_penalty"": 1.0484, ""glide_einternal"": 6.36533737182617, ""glide_emodel"": -45.3693798795769, ""glide_energy"": -36.9924221038818, ""glide_evdw"": -33.6936187744141, ""glide_gscore"": -4.05371349655571, ""glide_ligand_efficiency"": -0.0969455966630874, ""glide_ligand_efficiency_ln"": -0.677790295270975, ""glide_ligand_efficiency_sa"": -0.304543021343363}","{""quickprop_accpthb"": 4.5, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0069079, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 2.0, ""quickprop_ciqplogs"": -5.39, ""quickprop_cns"": 2.0, ""quickprop_dip_2_v"": 0.0007568, ""quickprop_dipole"": 0.992, ""quickprop_donorhb"": 1.0, ""quickprop_ea_ev"": 0.917, ""quickprop_fisa"": 27.576, ""quickprop_fosa"": 245.941, ""quickprop_glob"": 0.8846353, ""quickprop_humanoralabsorption"": 3.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 22.0, ""quickprop_ip_ev"": 8.767, ""quickprop_jm"": 0.0207881440143027, ""quickprop_metab"": 6.0, ""quickprop_mol_mw"": 429.991, ""quickprop_nando"": 3.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 31.0, ""quickprop_percenthumanoralabsorption"": 100.0, ""quickprop_pisa"": 346.161, ""quickprop_psa"": 27.525, ""quickprop_qplogbb"": 0.782, ""quickprop_qplogherg"": -6.502, ""quickprop_qplogkhsa"": 1.008, ""quickprop_qplogkp"": -4.261, ""quickprop_qplogpc16"": 13.38, ""quickprop_qplogpo_w"": 4.878, ""quickprop_qplogpoct"": 18.73, ""quickprop_qplogpw"": 8.193, ""quickprop_qplogs"": -3.054, ""quickprop_qppcaco"": 337.44, ""quickprop_qppmdck"": 279.29, ""quickprop_qppolrz"": 44.713, ""quickprop_ringatoms"": 22.0, ""quickprop_rotor"": 7.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 0.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 651.425, ""quickprop_stars"": 1.0, ""quickprop_volume"": 1300.755, ""quickprop_wpsa"": 31.747}",{}
ATP-HTVS-052AF9B11E6A,34531,CCCN(C)[C@H](CNCc1ccc(OCc2ccccc2)cn1)c1ccc(Cl)cc1,-1.36010897797717,unknown,"{""glide_ecoul"": -1.41843736171722, ""glide_eff_state_penalty"": 1.9981, ""glide_einternal"": 5.88972234725952, ""glide_emodel"": -39.4537155581784, ""glide_energy"": -34.9430269002914, ""glide_evdw"": -33.5245895385742, ""glide_gscore"": -3.35820897797717, ""glide_ligand_efficiency"": -0.0453369659325724, ""glide_ligand_efficiency_ln"": -0.309031579370683, ""glide_ligand_efficiency_sa"": -0.1408724941073}","{""quickprop_accpthb"": 5.25, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0075779, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 2.0, ""quickprop_ciqplogs"": -4.722, ""quickprop_cns"": 2.0, ""quickprop_dip_2_v"": 0.0115691, ""quickprop_dipole"": 3.933, ""quickprop_donorhb"": 1.0, ""quickprop_ea_ev"": -0.073, ""quickprop_fisa"": 23.084, ""quickprop_fosa"": 285.35, ""quickprop_glob"": 0.8471949, ""quickprop_humanoralabsorption"": 3.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 18.0, ""quickprop_ip_ev"": 8.986, ""quickprop_jm"": 0.0859240196443598, ""quickprop_metab"": 7.0, ""quickprop_mol_mw"": 423.984, ""quickprop_nando"": 4.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 30.0, ""quickprop_percenthumanoralabsorption"": 100.0, ""quickprop_pisa"": 345.024, ""quickprop_psa"": 34.918, ""quickprop_qplogbb"": 0.58, ""quickprop_qplogherg"": -7.102, ""quickprop_qplogkhsa"": 0.772, ""quickprop_qplogkp"": -3.799, ""quickprop_qplogpc16"": 13.694, ""quickprop_qplogpo_w"": 4.838, ""quickprop_qplogpoct"": 18.642, ""quickprop_qplogpw"": 8.113, ""quickprop_qplogs"": -2.895, ""quickprop_qppcaco"": 372.215, ""quickprop_qppmdck"": 341.78, ""quickprop_qppolrz"": 43.587, ""quickprop_ringatoms"": 18.0, ""quickprop_rotor"": 11.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 1.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 692.808, ""quickprop_stars"": 0.0, ""quickprop_volume"": 1337.048, ""quickprop_wpsa"": 39.35}",{}
ATP-HTVS-053279755E30,96641,CN(C(=O)CC(C)(C)c1ccccc1)c1[nH+]cccc1NCc1ccc(C[NH+](C)C)cc1,-2.01240354385726,unknown,"{""glide_ecoul"": -11.703501701355, ""glide_eff_state_penalty"": 2.1958, ""glide_einternal"": 4.27175664901733, ""glide_emodel"": -54.4504209319484, ""glide_energy"": -39.8958978652954, ""glide_evdw"": -28.1923961639404, ""glide_gscore"": -4.20820354385726, ""glide_ligand_efficiency"": -0.0628876107455393, ""glide_ligand_efficiency_ln"": -0.450632009518434, ""glide_ligand_efficiency_sa"": -0.19965571867582}","{""quickprop_accpthb"": 7.0, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0101913, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 1.0, ""quickprop_ciqplogs"": -5.194, ""quickprop_cns"": 1.0, ""quickprop_dip_2_v"": 0.0200731, ""quickprop_dipole"": 5.273, ""quickprop_donorhb"": 1.0, ""quickprop_ea_ev"": 0.364, ""quickprop_fisa"": 35.93, ""quickprop_fosa"": 346.519, ""quickprop_glob"": 0.8748515, ""quickprop_humanoralabsorption"": 1.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 18.0, ""quickprop_ip_ev"": 8.757, ""quickprop_jm"": 0.66953985948747, ""quickprop_metab"": 10.0, ""quickprop_mol_mw"": 430.592, ""quickprop_nando"": 5.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 32.0, ""quickprop_percenthumanoralabsorption"": 100.0, ""quickprop_pisa"": 304.413, ""quickprop_psa"": 49.512, ""quickprop_qplogbb"": 0.107, ""quickprop_qplogherg"": -5.735, ""quickprop_qplogkhsa"": 0.641, ""quickprop_qplogkp"": -2.308, ""quickprop_qplogpc16"": 13.625, ""quickprop_qplogpo_w"": 4.655, ""quickprop_qplogpoct"": 20.691, ""quickprop_qplogpw"": 10.061, ""quickprop_qplogs"": -3.5, ""quickprop_qppcaco"": 1127.4, ""quickprop_qppmdck"": 623.046, ""quickprop_qppolrz"": 46.403, ""quickprop_ringatoms"": 18.0, ""quickprop_rotor"": 9.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 1.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 686.862, ""quickprop_stars"": 1.0, ""quickprop_volume"": 1385.026, ""quickprop_wpsa"": 0.0}",{}
ATP-HTVS-0587EECAF94B,71363,CN(Cc1ccccc1)C(=O)c1sccc1NCc1ccc(C[NH+](C)C)cc1,-3.96144137791356,unknown,"{""glide_ecoul"": -6.56096029281616, ""glide_eff_state_penalty"": 0.0401, ""glide_einternal"": 5.31663131713867, ""glide_emodel"": -46.9757584802366, ""glide_energy"": -36.3348250389099, ""glide_evdw"": -29.7738647460938, ""glide_gscore"": -4.00154137791356, ""glide_ligand_efficiency"": -0.141480049211199, ""glide_ligand_efficiency_ln"": -0.91441698299542, ""glide_ligand_efficiency_sa"": -0.429616756697962}","{""quickprop_accpthb"": 5.0, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 2.0, ""quickprop_ciqplogs"": -4.034, ""quickprop_cns"": 2.0, ""quickprop_dip_2_v"": 0.0488056, ""quickprop_dipole"": 7.724, ""quickprop_donorhb"": 0.0, ""quickprop_ea_ev"": 0.386, ""quickprop_fisa"": 38.634, ""quickprop_fosa"": 253.022, ""quickprop_glob"": 0.8858898, ""quickprop_humanoralabsorption"": 3.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 17.0, ""quickprop_ip_ev"": 8.264, ""quickprop_jm"": 0.139263970450272, ""quickprop_metab"": 6.0, ""quickprop_mol_mw"": 393.546, ""quickprop_nando"": 4.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 28.0, ""quickprop_percenthumanoralabsorption"": 93.858, ""quickprop_pisa"": 288.23, ""quickprop_psa"": 39.571, ""quickprop_qplogbb"": 0.659, ""quickprop_qplogherg"": -6.205, ""quickprop_qplogkhsa"": 0.49, ""quickprop_qplogkp"": -4.573, ""quickprop_qplogpc16"": 12.243, ""quickprop_qplogpo_w"": 4.02, ""quickprop_qplogpoct"": 16.646, ""quickprop_qplogpw"": 6.62, ""quickprop_qplogs"": -1.878, ""quickprop_qppcaco"": 265.054, ""quickprop_qppmdck"": 251.858, ""quickprop_qppolrz"": 40.384, ""quickprop_ringatoms"": 17.0, ""quickprop_rotor"": 8.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 0.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 624.127, ""quickprop_stars"": 0.0, ""quickprop_volume"": 1222.452, ""quickprop_wpsa"": 44.241}",{}
ATP-HTVS-05A72EDFB57A,38883,O=C1c2ccccc2[C@@H](C[NH2+]Cc2cccc(O)c2Cl)N1Cc1ccccc1,-5.97314811529865,unknown,"{""glide_ecoul"": -13.9361028671265, ""glide_eff_state_penalty"": 0.1955, ""glide_einternal"": 5.024094581604, ""glide_emodel"": -70.8662796281026, ""glide_energy"": -46.9344320297241, ""glide_evdw"": -32.9983291625977, ""glide_gscore"": -6.16864811529865, ""glide_ligand_efficiency"": -0.213326718403523, ""glide_ligand_efficiency_ln"": -1.3787779642603, ""glide_ligand_efficiency_sa"": -0.647785559791045}","{""quickprop_accpthb"": 5.25, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0107832, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 1.0, ""quickprop_ciqplogs"": -5.179, ""quickprop_cns"": 1.0, ""quickprop_dip_2_v"": 0.034918, ""quickprop_dipole"": 6.574, ""quickprop_donorhb"": 2.0, ""quickprop_ea_ev"": 0.267, ""quickprop_fisa"": 77.234, ""quickprop_fosa"": 88.02, ""quickprop_glob"": 0.8096205, ""quickprop_humanoralabsorption"": 3.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 21.0, ""quickprop_ip_ev"": 8.965, ""quickprop_jm"": 0.0251698604648153, ""quickprop_metab"": 5.0, ""quickprop_mol_mw"": 392.884, ""quickprop_nando"": 4.0, ""quickprop_noncon"": 1.0, ""quickprop_nonhatm"": 28.0, ""quickprop_percenthumanoralabsorption"": 100.0, ""quickprop_pisa"": 488.818, ""quickprop_psa"": 61.315, ""quickprop_qplogbb"": -0.161, ""quickprop_qplogherg"": -7.67, ""quickprop_qplogkhsa"": 0.607, ""quickprop_qplogkp"": -2.611, ""quickprop_qplogpc16"": 14.42, ""quickprop_qplogpo_w"": 4.333, ""quickprop_qplogpoct"": 20.82, ""quickprop_qplogpw"": 11.795, ""quickprop_qplogs"": -4.582, ""quickprop_qppcaco"": 457.5, ""quickprop_qppmdck"": 363.037, ""quickprop_qppolrz"": 43.547, ""quickprop_ringatoms"": 21.0, ""quickprop_rotor"": 7.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 0.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 688.537, ""quickprop_stars"": 1.0, ""quickprop_volume"": 1237.557, ""quickprop_wpsa"": 34.465}",{}
ATP-HTVS-05E9E2FC066B,70657,CCN(c1c(NC(=O)c2ccccc2C[NH+](C)C)c[nH+]c2ccccc12)[C@@H](C#N)c1ccccc1,-4.72622512874464,unknown,"{""glide_ecoul"": -10.1595678329468, ""glide_eff_state_penalty"": 0.1818, ""glide_einternal"": 2.65188765525818, ""glide_emodel"": -59.4569042870394, ""glide_energy"": -40.36194896698, ""glide_evdw"": -30.2023811340332, ""glide_gscore"": -4.90802512874464, ""glide_ligand_efficiency"": -0.135035003678418, ""glide_ligand_efficiency_ln"": -1.0375113086747, ""glide_ligand_efficiency_sa"": -0.441708450705191}","{""quickprop_accpthb"": 8.0, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0110764, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 1.0, ""quickprop_ciqplogs"": -6.695, ""quickprop_cns"": 1.0, ""quickprop_dip_2_v"": 0.0136654, ""quickprop_dipole"": 4.433, ""quickprop_donorhb"": 1.0, ""quickprop_ea_ev"": 1.171, ""quickprop_fisa"": 89.994, ""quickprop_fosa"": 199.403, ""quickprop_glob"": 0.8531388, ""quickprop_humanoralabsorption"": 3.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 22.0, ""quickprop_ip_ev"": 8.754, ""quickprop_jm"": 0.0119749805510937, ""quickprop_metab"": 6.0, ""quickprop_mol_mw"": 463.581, ""quickprop_nando"": 6.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 35.0, ""quickprop_percenthumanoralabsorption"": 100.0, ""quickprop_pisa"": 432.862, ""quickprop_psa"": 70.004, ""quickprop_qplogbb"": -0.405, ""quickprop_qplogherg"": -6.699, ""quickprop_qplogkhsa"": 0.567, ""quickprop_qplogkp"": -2.852, ""quickprop_qplogpc16"": 15.375, ""quickprop_qplogpo_w"": 4.33, ""quickprop_qplogpoct"": 22.734, ""quickprop_qplogpw"": 12.373, ""quickprop_qplogs"": -4.736, ""quickprop_qppcaco"": 346.249, ""quickprop_qppmdck"": 173.925, ""quickprop_qppolrz"": 49.758, ""quickprop_ringatoms"": 22.0, ""quickprop_rotor"": 9.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 0.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 722.259, ""quickprop_stars"": 0.0, ""quickprop_volume"": 1438.206, ""quickprop_wpsa"": 0.0}",{}
ATP-HTVS-0659C124A83C,70241,C[NH+](C)Cc1ccc(CNc2cc(CO)nc(Cl)c2OCc2ccccc2)cc1,-3.45404571440084,unknown,"{""glide_ecoul"": -6.04562473297119, ""glide_eff_state_penalty"": 0.0569, ""glide_einternal"": 3.50474190711975, ""glide_emodel"": -47.529841060372, ""glide_energy"": -37.09876537323, ""glide_evdw"": -31.0531406402588, ""glide_gscore"": -3.51094571440084, ""glide_ligand_efficiency"": -0.119105024634512, ""glide_ligand_efficiency_ln"": -0.790888881555692, ""glide_ligand_efficiency_sa"": -0.365928370797608}","{""quickprop_accpthb"": 6.45, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0116513, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 1.0, ""quickprop_ciqplogs"": -4.991, ""quickprop_cns"": 1.0, ""quickprop_dip_2_v"": 0.0265293, ""quickprop_dipole"": 6.042, ""quickprop_donorhb"": 2.0, ""quickprop_ea_ev"": 0.252, ""quickprop_fisa"": 75.864, ""quickprop_fosa"": 284.633, ""quickprop_glob"": 0.7642181, ""quickprop_humanoralabsorption"": 3.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 18.0, ""quickprop_ip_ev"": 8.543, ""quickprop_jm"": 0.0025758243378287, ""quickprop_metab"": 8.0, ""quickprop_mol_mw"": 411.93, ""quickprop_nando"": 5.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 29.0, ""quickprop_percenthumanoralabsorption"": 100.0, ""quickprop_pisa"": 361.241, ""quickprop_psa"": 57.449, ""quickprop_qplogbb"": -0.357, ""quickprop_qplogherg"": -7.796, ""quickprop_qplogkhsa"": 0.598, ""quickprop_qplogkp"": -2.748, ""quickprop_qplogpc16"": 15.184, ""quickprop_qplogpo_w"": 4.653, ""quickprop_qplogpoct"": 21.841, ""quickprop_qplogpw"": 11.674, ""quickprop_qplogs"": -5.456, ""quickprop_qppcaco"": 471.389, ""quickprop_qppmdck"": 525.026, ""quickprop_qppolrz"": 45.944, ""quickprop_ringatoms"": 18.0, ""quickprop_rotor"": 10.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 1.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 782.89, ""quickprop_stars"": 0.0, ""quickprop_volume"": 1376.036, ""quickprop_wpsa"": 61.152}",{}
ATP-HTVS-069ABDEDA86E,60193,C[NH+](C)Cc1ccc(CNc2nc(NCc3cccc(OCC#N)c3)c3ccccc3[nH+]2)cc1,-4.26179409221933,unknown,"{""glide_ecoul"": -9.38448619842529, ""glide_eff_state_penalty"": 0.0619, ""glide_einternal"": 5.61153650283813, ""glide_emodel"": -61.8340585265105, ""glide_energy"": -45.3148756027222, ""glide_evdw"": -35.9303894042969, ""glide_gscore"": -4.32369409221933, ""glide_ligand_efficiency"": -0.125346885065274, ""glide_ligand_efficiency_ln"": -0.941549854246471, ""glide_ligand_efficiency_sa"": -0.406075247633513}","{""quickprop_accpthb"": 7.25, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0124522, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 1.0, ""quickprop_ciqplogs"": -6.735, ""quickprop_cns"": -2.0, ""quickprop_dip_2_v"": 0.0304561, ""quickprop_dipole"": 6.743, ""quickprop_donorhb"": 2.0, ""quickprop_ea_ev"": 0.581, ""quickprop_fisa"": 116.923, ""quickprop_fosa"": 272.732, ""quickprop_glob"": 0.7672065, ""quickprop_humanoralabsorption"": 1.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 22.0, ""quickprop_ip_ev"": 8.014, ""quickprop_jm"": 0.0001114599096579, ""quickprop_metab"": 6.0, ""quickprop_mol_mw"": 452.558, ""quickprop_nando"": 7.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 34.0, ""quickprop_percenthumanoralabsorption"": 94.925, ""quickprop_pisa"": 433.738, ""quickprop_psa"": 80.601, ""quickprop_qplogbb"": -1.025, ""quickprop_qplogherg"": -8.093, ""quickprop_qplogkhsa"": 0.716, ""quickprop_qplogkp"": -3.153, ""quickprop_qplogpc16"": 16.642, ""quickprop_qplogpo_w"": 4.628, ""quickprop_qplogpoct"": 24.017, ""quickprop_qplogpw"": 13.09, ""quickprop_qplogs"": -6.456, ""quickprop_qppcaco"": 192.319, ""quickprop_qppmdck"": 92.118, ""quickprop_qppolrz"": 50.671, ""quickprop_ringatoms"": 22.0, ""quickprop_rotor"": 11.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 1.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 823.392, ""quickprop_stars"": 0.0, ""quickprop_volume"": 1492.902, ""quickprop_wpsa"": 0.0}",{}
ATP-HTVS-06CA19E03C57,93825,CC(=O)c1ccccc1C(=O)Nc1c[nH+]c2ccccc2c1NCCc1ccc(N(C)C)cc1,-4.2587937861896,unknown,"{""glide_ecoul"": -5.84705018997192, ""glide_eff_state_penalty"": 0.0974, ""glide_einternal"": 3.02007818222046, ""glide_emodel"": -52.7624347732222, ""glide_energy"": -40.5100598335266, ""glide_evdw"": -34.6630096435547, ""glide_gscore"": -4.3561937861896, ""glide_ligand_efficiency"": -0.125258640770282, ""glide_ligand_efficiency_ln"": -0.94088700248877, ""glide_ligand_efficiency_sa"": -0.405789370374397}","{""quickprop_accpthb"": 7.5, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0154147, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 0.0, ""quickprop_ciqplogs"": -6.687, ""quickprop_cns"": -1.0, ""quickprop_dip_2_v"": 0.0793646, ""quickprop_dipole"": 10.396, ""quickprop_donorhb"": 2.0, ""quickprop_ea_ev"": 0.98, ""quickprop_fisa"": 91.507, ""quickprop_fosa"": 224.556, ""quickprop_glob"": 0.8635184, ""quickprop_humanoralabsorption"": 3.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 22.0, ""quickprop_ip_ev"": 8.33, ""quickprop_jm"": 0.580325004948501, ""quickprop_metab"": 5.0, ""quickprop_mol_mw"": 452.555, ""quickprop_nando"": 6.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 34.0, ""quickprop_percenthumanoralabsorption"": 100.0, ""quickprop_pisa"": 372.02, ""quickprop_psa"": 80.012, ""quickprop_qplogbb"": -0.737, ""quickprop_qplogherg"": -5.515, ""quickprop_qplogkhsa"": 0.524, ""quickprop_qplogkp"": -1.127, ""quickprop_qplogpc16"": 14.524, ""quickprop_qplogpo_w"": 4.413, ""quickprop_qplogpoct"": 23.717, ""quickprop_qplogpw"": 13.08, ""quickprop_qplogs"": -4.765, ""quickprop_qppcaco"": 1343.202, ""quickprop_qppmdck"": 680.543, ""quickprop_qppolrz"": 46.762, ""quickprop_ringatoms"": 22.0, ""quickprop_rotor"": 8.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 0.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 688.083, ""quickprop_stars"": 0.0, ""quickprop_volume"": 1361.824, ""quickprop_wpsa"": 0.0}",{}
ATP-HTVS-06E5BAB39855,49667,OC[C@H](Cc1ccccc1Cl)[NH2+]Cc1nc2ccccc2n1Cc1ccccc1,-5.39055779577526,unknown,"{""glide_ecoul"": -12.1051406860352, ""glide_eff_state_penalty"": 0.6076, ""glide_einternal"": 11.6458263397217, ""glide_emodel"": -64.8122088300706, ""glide_energy"": -45.5990753173828, ""glide_evdw"": -33.4939346313477, ""glide_gscore"": -5.99815779577526, ""glide_ligand_efficiency"": -0.185881303302595, ""glide_ligand_efficiency_ln"": -1.23430104248101, ""glide_ligand_efficiency_sa"": -0.571086255075971}","{""quickprop_accpthb"": 4.7, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0100883, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 1.0, ""quickprop_ciqplogs"": -5.714, ""quickprop_cns"": 1.0, ""quickprop_dip_2_v"": 0.0096493, ""quickprop_dipole"": 3.477, ""quickprop_donorhb"": 2.0, ""quickprop_ea_ev"": 0.064, ""quickprop_fisa"": 65.489, ""quickprop_fosa"": 112.437, ""quickprop_glob"": 0.8529696, ""quickprop_humanoralabsorption"": 3.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 21.0, ""quickprop_ip_ev"": 8.531, ""quickprop_jm"": 0.254013092692696, ""quickprop_metab"": 5.0, ""quickprop_mol_mw"": 405.926, ""quickprop_nando"": 4.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 29.0, ""quickprop_percenthumanoralabsorption"": 100.0, ""quickprop_pisa"": 454.213, ""quickprop_psa"": 43.756, ""quickprop_qplogbb"": -0.115, ""quickprop_qplogherg"": -6.803, ""quickprop_qplogkhsa"": 0.683, ""quickprop_qplogkp"": -2.325, ""quickprop_qplogpc16"": 14.154, ""quickprop_qplogpo_w"": 4.68, ""quickprop_qplogpoct"": 19.783, ""quickprop_qplogpw"": 10.422, ""quickprop_qplogs"": -3.879, ""quickprop_qppcaco"": 591.243, ""quickprop_qppmdck"": 434.419, ""quickprop_qppolrz"": 42.537, ""quickprop_ringatoms"": 21.0, ""quickprop_rotor"": 9.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 0.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 658.859, ""quickprop_stars"": 1.0, ""quickprop_volume"": 1252.685, ""quickprop_wpsa"": 26.72}",{}
ATP-HTVS-071084F9408F,96642,CN(C(=O)CC(C)(C)c1ccccc1)c1cc(NCc2cccc(C[NH+](C)C)c2)cc[nH+]1,-4.35035063556848,unknown,"{""glide_ecoul"": -7.43285369873047, ""glide_eff_state_penalty"": 0.0694, ""glide_einternal"": 3.35433459281921, ""glide_emodel"": -61.5973101102697, ""glide_energy"": -44.4668731689453, ""glide_evdw"": -37.0340194702148, ""glide_gscore"": -4.41975063556848, ""glide_ligand_efficiency"": -0.135948457361515, ""glide_ligand_efficiency_ln"": -0.974162093383331, ""glide_ligand_efficiency_sa"": -0.431609447959631}","{""quickprop_accpthb"": 7.0, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0094788, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 1.0, ""quickprop_ciqplogs"": -5.194, ""quickprop_cns"": 1.0, ""quickprop_dip_2_v"": 0.0115428, ""quickprop_dipole"": 4.056, ""quickprop_donorhb"": 1.0, ""quickprop_ea_ev"": -0.046, ""quickprop_fisa"": 44.442, ""quickprop_fosa"": 318.563, ""quickprop_glob"": 0.8293575, ""quickprop_humanoralabsorption"": 3.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 18.0, ""quickprop_ip_ev"": 8.536, ""quickprop_jm"": 0.102830746556414, ""quickprop_metab"": 9.0, ""quickprop_mol_mw"": 430.592, ""quickprop_nando"": 5.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 32.0, ""quickprop_percenthumanoralabsorption"": 100.0, ""quickprop_pisa"": 375.485, ""quickprop_psa"": 51.225, ""quickprop_qplogbb"": -0.011, ""quickprop_qplogherg"": -6.81, ""quickprop_qplogkhsa"": 0.727, ""quickprop_qplogkp"": -2.214, ""quickprop_qplogpc16"": 14.584, ""quickprop_qplogpo_w"": 4.91, ""quickprop_qplogpoct"": 21.363, ""quickprop_qplogpw"": 10.727, ""quickprop_qplogs"": -4.408, ""quickprop_qppcaco"": 936.175, ""quickprop_qppmdck"": 509.648, ""quickprop_qppolrz"": 48.69, ""quickprop_ringatoms"": 18.0, ""quickprop_rotor"": 9.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 1.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 738.49, ""quickprop_stars"": 1.0, ""quickprop_volume"": 1425.221, ""quickprop_wpsa"": 0.0}",{}
