compound_id,canonical_smiles,target,organism,activity_type,activity_value,unit,reference,source_level,confidence,task_type
CHEMBL186,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,64.0,μg/mL,"ChEMBL | Genetic and biochemical characterization of the first extended-spectrum CARB-type beta-lactamase, RTG-4, from Acinetobacter baumannii. | DOI:10.1128/aac.01164-08",B,high,Antibacterial
CHEMBL186,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,4.0,μg/mL,"ChEMBL | Genetic and biochemical characterization of the first extended-spectrum CARB-type beta-lactamase, RTG-4, from Acinetobacter baumannii. | DOI:10.1128/aac.01164-08",B,high,Antibacterial
CHEMBL186,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,1.0,μg/mL,"ChEMBL | Genetic and biochemical characterization of the first extended-spectrum CARB-type beta-lactamase, RTG-4, from Acinetobacter baumannii. | DOI:10.1128/aac.01164-08",B,high,Antibacterial
CHEMBL65794,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CS[C@H]12)c1csc(N)n1,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,32.0,μg/mL,"ChEMBL | Genetic and biochemical characterization of the first extended-spectrum CARB-type beta-lactamase, RTG-4, from Acinetobacter baumannii. | DOI:10.1128/aac.01164-08",B,high,Antibacterial
CHEMBL65794,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CS[C@H]12)c1csc(N)n1,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,64.0,μg/mL,"ChEMBL | Genetic and biochemical characterization of the first extended-spectrum CARB-type beta-lactamase, RTG-4, from Acinetobacter baumannii. | DOI:10.1128/aac.01164-08",B,high,Antibacterial
CHEMBL65794,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CS[C@H]12)c1csc(N)n1,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,2.0,μg/mL,"ChEMBL | Genetic and biochemical characterization of the first extended-spectrum CARB-type beta-lactamase, RTG-4, from Acinetobacter baumannii. | DOI:10.1128/aac.01164-08",B,high,Antibacterial
CHEMBL65794,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CS[C@H]12)c1csc(N)n1,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,2.0,μg/mL,"ChEMBL | Genetic and biochemical characterization of the first extended-spectrum CARB-type beta-lactamase, RTG-4, from Acinetobacter baumannii. | DOI:10.1128/aac.01164-08",B,high,Antibacterial
CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,0.25,μg/mL,"ChEMBL | Genetic and biochemical characterization of the first extended-spectrum CARB-type beta-lactamase, RTG-4, from Acinetobacter baumannii. | DOI:10.1128/aac.01164-08",B,high,Antibacterial
CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,0.25,μg/mL,"ChEMBL | Genetic and biochemical characterization of the first extended-spectrum CARB-type beta-lactamase, RTG-4, from Acinetobacter baumannii. | DOI:10.1128/aac.01164-08",B,high,Antibacterial
CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,0.25,μg/mL,"ChEMBL | Genetic and biochemical characterization of the first extended-spectrum CARB-type beta-lactamase, RTG-4, from Acinetobacter baumannii. | DOI:10.1128/aac.01164-08",B,high,Antibacterial
CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,0.25,μg/mL,"ChEMBL | Genetic and biochemical characterization of the first extended-spectrum CARB-type beta-lactamase, RTG-4, from Acinetobacter baumannii. | DOI:10.1128/aac.01164-08",B,high,Antibacterial
CHEMBL1082,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,32.0,μg/mL,"ChEMBL | Genetic and biochemical characterization of the first extended-spectrum CARB-type beta-lactamase, RTG-4, from Acinetobacter baumannii. | DOI:10.1128/aac.01164-08",B,high,Antibacterial
CHEMBL1082,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,32.0,μg/mL,"ChEMBL | Genetic and biochemical characterization of the first extended-spectrum CARB-type beta-lactamase, RTG-4, from Acinetobacter baumannii. | DOI:10.1128/aac.01164-08",B,high,Antibacterial
CHEMBL1082,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,32.0,μg/mL,"ChEMBL | Genetic and biochemical characterization of the first extended-spectrum CARB-type beta-lactamase, RTG-4, from Acinetobacter baumannii. | DOI:10.1128/aac.01164-08",B,high,Antibacterial
CHEMBL1082,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,8.0,μg/mL,"ChEMBL | Genetic and biochemical characterization of the first extended-spectrum CARB-type beta-lactamase, RTG-4, from Acinetobacter baumannii. | DOI:10.1128/aac.01164-08",B,high,Antibacterial
CHEMBL1449,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,8.0,μg/mL,"ChEMBL | Genetic and biochemical characterization of the first extended-spectrum CARB-type beta-lactamase, RTG-4, from Acinetobacter baumannii. | DOI:10.1128/aac.01164-08",B,high,Antibacterial
CHEMBL1449,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,8.0,μg/mL,"ChEMBL | Genetic and biochemical characterization of the first extended-spectrum CARB-type beta-lactamase, RTG-4, from Acinetobacter baumannii. | DOI:10.1128/aac.01164-08",B,high,Antibacterial
CHEMBL702,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,16.0,μg/mL,"ChEMBL | Genetic and biochemical characterization of the first extended-spectrum CARB-type beta-lactamase, RTG-4, from Acinetobacter baumannii. | DOI:10.1128/aac.01164-08",B,high,Antibacterial
CHEMBL702,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,128.0,μg/mL,"ChEMBL | Genetic and biochemical characterization of the first extended-spectrum CARB-type beta-lactamase, RTG-4, from Acinetobacter baumannii. | DOI:10.1128/aac.01164-08",B,high,Antibacterial
CHEMBL702,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,4.0,μg/mL,"ChEMBL | Genetic and biochemical characterization of the first extended-spectrum CARB-type beta-lactamase, RTG-4, from Acinetobacter baumannii. | DOI:10.1128/aac.01164-08",B,high,Antibacterial
CHEMBL127,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,0.064,μg/mL,"ChEMBL | GES-11, a novel integron-associated GES variant in Acinetobacter baumannii. | DOI:10.1128/aac.00072-09",B,high,Antibacterial
CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,0.125,μg/mL,"ChEMBL | GES-11, a novel integron-associated GES variant in Acinetobacter baumannii. | DOI:10.1128/aac.00072-09",B,high,Antibacterial
CHEMBL186,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,0.19,μg/mL,"ChEMBL | GES-11, a novel integron-associated GES variant in Acinetobacter baumannii. | DOI:10.1128/aac.00072-09",B,high,Antibacterial
CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,0.75,μg/mL,"ChEMBL | GES-11, a novel integron-associated GES variant in Acinetobacter baumannii. | DOI:10.1128/aac.00072-09",B,high,Antibacterial
CHEMBL1730,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,1.0,μg/mL,"ChEMBL | GES-11, a novel integron-associated GES variant in Acinetobacter baumannii. | DOI:10.1128/aac.00072-09",B,high,Antibacterial
CHEMBL158,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,1.0,μg/mL,"ChEMBL | GES-11, a novel integron-associated GES variant in Acinetobacter baumannii. | DOI:10.1128/aac.00072-09",B,high,Antibacterial
CHEMBL44354,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,1.5,μg/mL,"ChEMBL | GES-11, a novel integron-associated GES variant in Acinetobacter baumannii. | DOI:10.1128/aac.00072-09",B,high,Antibacterial
CHEMBL127,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,1.5,μg/mL,"ChEMBL | GES-11, a novel integron-associated GES variant in Acinetobacter baumannii. | DOI:10.1128/aac.00072-09",B,high,Antibacterial
CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,4.0,μg/mL,"ChEMBL | GES-11, a novel integron-associated GES variant in Acinetobacter baumannii. | DOI:10.1128/aac.00072-09",B,high,Antibacterial
CHEMBL127,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,6.0,μg/mL,"ChEMBL | GES-11, a novel integron-associated GES variant in Acinetobacter baumannii. | DOI:10.1128/aac.00072-09",B,high,Antibacterial
CHEMBL996,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,8.0,μg/mL,"ChEMBL | GES-11, a novel integron-associated GES variant in Acinetobacter baumannii. | DOI:10.1128/aac.00072-09",B,high,Antibacterial
CHEMBL996,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,12.0,μg/mL,"ChEMBL | GES-11, a novel integron-associated GES variant in Acinetobacter baumannii. | DOI:10.1128/aac.00072-09",B,high,Antibacterial
CHEMBL186,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,64.0,μg/mL,"ChEMBL | GES-11, a novel integron-associated GES variant in Acinetobacter baumannii. | DOI:10.1128/aac.00072-09",B,high,Antibacterial
CHEMBL996,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,192.0,μg/mL,"ChEMBL | GES-11, a novel integron-associated GES variant in Acinetobacter baumannii. | DOI:10.1128/aac.00072-09",B,high,Antibacterial
CHEMBL1201760,N[C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,0.015,μg/mL,"ChEMBL | Besifloxacin, a novel fluoroquinolone, has broad-spectrum in vitro activity against aerobic and anaerobic bacteria. | DOI:10.1128/aac.00418-09",B,high,Antibacterial
CHEMBL32,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,0.03,μg/mL,"ChEMBL | Besifloxacin, a novel fluoroquinolone, has broad-spectrum in vitro activity against aerobic and anaerobic bacteria. | DOI:10.1128/aac.00418-09",B,high,Antibacterial
CHEMBL8,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,0.06,μg/mL,"ChEMBL | Besifloxacin, a novel fluoroquinolone, has broad-spectrum in vitro activity against aerobic and anaerobic bacteria. | DOI:10.1128/aac.00418-09",B,high,Antibacterial
CHEMBL5315124,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,0.03,μg/mL,"ChEMBL | Besifloxacin, a novel fluoroquinolone, has broad-spectrum in vitro activity against aerobic and anaerobic bacteria. | DOI:10.1128/aac.00418-09",B,high,Antibacterial
CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,0.12,μg/mL,"ChEMBL | Besifloxacin, a novel fluoroquinolone, has broad-spectrum in vitro activity against aerobic and anaerobic bacteria. | DOI:10.1128/aac.00418-09",B,high,Antibacterial
CHEMBL1747,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,0.12,μg/mL,"ChEMBL | Besifloxacin, a novel fluoroquinolone, has broad-spectrum in vitro activity against aerobic and anaerobic bacteria. | DOI:10.1128/aac.00418-09",B,high,Antibacterial
CHEMBL44354,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,2.0,μg/mL,"ChEMBL | Besifloxacin, a novel fluoroquinolone, has broad-spectrum in vitro activity against aerobic and anaerobic bacteria. | DOI:10.1128/aac.00418-09",B,high,Antibacterial
CHEMBL186,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,4.0,μg/mL,"ChEMBL | OXA-143, a novel carbapenem-hydrolyzing class D beta-lactamase in Acinetobacter baumannii. | DOI:10.1128/aac.00856-09",B,high,Antibacterial
CHEMBL186,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,2.0,μg/mL,"ChEMBL | OXA-143, a novel carbapenem-hydrolyzing class D beta-lactamase in Acinetobacter baumannii. | DOI:10.1128/aac.00856-09",B,high,Antibacterial
CHEMBL186,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,1.0,μg/mL,"ChEMBL | OXA-143, a novel carbapenem-hydrolyzing class D beta-lactamase in Acinetobacter baumannii. | DOI:10.1128/aac.00856-09",B,high,Antibacterial
CHEMBL1730,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,16.0,μg/mL,"ChEMBL | OXA-143, a novel carbapenem-hydrolyzing class D beta-lactamase in Acinetobacter baumannii. | DOI:10.1128/aac.00856-09",B,high,Antibacterial
CHEMBL1730,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,8.0,μg/mL,"ChEMBL | OXA-143, a novel carbapenem-hydrolyzing class D beta-lactamase in Acinetobacter baumannii. | DOI:10.1128/aac.00856-09",B,high,Antibacterial
CHEMBL44354,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,256.0,μg/mL,"ChEMBL | OXA-143, a novel carbapenem-hydrolyzing class D beta-lactamase in Acinetobacter baumannii. | DOI:10.1128/aac.00856-09",B,high,Antibacterial
CHEMBL44354,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,2.0,μg/mL,"ChEMBL | OXA-143, a novel carbapenem-hydrolyzing class D beta-lactamase in Acinetobacter baumannii. | DOI:10.1128/aac.00856-09",B,high,Antibacterial
CHEMBL44354,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,2.0,μg/mL,"ChEMBL | OXA-143, a novel carbapenem-hydrolyzing class D beta-lactamase in Acinetobacter baumannii. | DOI:10.1128/aac.00856-09",B,high,Antibacterial
CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,32.0,μg/mL,"ChEMBL | OXA-143, a novel carbapenem-hydrolyzing class D beta-lactamase in Acinetobacter baumannii. | DOI:10.1128/aac.00856-09",B,high,Antibacterial
CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,0.19,μg/mL,"ChEMBL | OXA-143, a novel carbapenem-hydrolyzing class D beta-lactamase in Acinetobacter baumannii. | DOI:10.1128/aac.00856-09",B,high,Antibacterial
CHEMBL127,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,32.0,μg/mL,"ChEMBL | OXA-143, a novel carbapenem-hydrolyzing class D beta-lactamase in Acinetobacter baumannii. | DOI:10.1128/aac.00856-09",B,high,Antibacterial
CHEMBL127,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,0.19,μg/mL,"ChEMBL | OXA-143, a novel carbapenem-hydrolyzing class D beta-lactamase in Acinetobacter baumannii. | DOI:10.1128/aac.00856-09",B,high,Antibacterial
CHEMBL702,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,16.0,μg/mL,"ChEMBL | OXA-143, a novel carbapenem-hydrolyzing class D beta-lactamase in Acinetobacter baumannii. | DOI:10.1128/aac.00856-09",B,high,Antibacterial
CHEMBL702,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,4.0,μg/mL,"ChEMBL | OXA-143, a novel carbapenem-hydrolyzing class D beta-lactamase in Acinetobacter baumannii. | DOI:10.1128/aac.00856-09",B,high,Antibacterial
CHEMBL1449,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,4.0,μg/mL,"ChEMBL | OXA-143, a novel carbapenem-hydrolyzing class D beta-lactamase in Acinetobacter baumannii. | DOI:10.1128/aac.00856-09",B,high,Antibacterial
CHEMBL1082,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,32.0,μg/mL,"ChEMBL | OXA-143, a novel carbapenem-hydrolyzing class D beta-lactamase in Acinetobacter baumannii. | DOI:10.1128/aac.00856-09",B,high,Antibacterial
CHEMBL702,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,8.0,μg/mL,"ChEMBL | OXA-143, a novel carbapenem-hydrolyzing class D beta-lactamase in Acinetobacter baumannii. | DOI:10.1128/aac.00856-09",B,high,Antibacterial
CHEMBL702,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,4.0,μg/mL,"ChEMBL | OXA-143, a novel carbapenem-hydrolyzing class D beta-lactamase in Acinetobacter baumannii. | DOI:10.1128/aac.00856-09",B,high,Antibacterial
CHEMBL1082,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,8.0,μg/mL,"ChEMBL | OXA-143, a novel carbapenem-hydrolyzing class D beta-lactamase in Acinetobacter baumannii. | DOI:10.1128/aac.00856-09",B,high,Antibacterial
CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,4.0,μg/mL,ChEMBL | Overexpression of the naturally occurring blaOXA-51 gene in Acinetobacter baumannii mediated by novel insertion sequence ISAba9. | DOI:10.1128/aac.00292-09,B,high,Antibacterial
CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,64.0,μg/mL,ChEMBL | Overexpression of the naturally occurring blaOXA-51 gene in Acinetobacter baumannii mediated by novel insertion sequence ISAba9. | DOI:10.1128/aac.00292-09,B,high,Antibacterial
CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,64.0,μg/mL,ChEMBL | Overexpression of the naturally occurring blaOXA-51 gene in Acinetobacter baumannii mediated by novel insertion sequence ISAba9. | DOI:10.1128/aac.00292-09,B,high,Antibacterial
