compound_id,canonical_smiles,target,organism,activity_type,activity_value,unit,reference,source_level,confidence,task_type
CHEMBL15373,NC1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CCC2)C1,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,0.4,μg/mL,ChEMBL | Artificial neural network applied to prediction of fluorquinolone antibacterial activity by topological methods. | DOI:10.1021/jm980448z,B,high,Antibacterial
CHEMBL274980,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CCC2)CCN1,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,0.4,μg/mL,ChEMBL | Artificial neural network applied to prediction of fluorquinolone antibacterial activity by topological methods. | DOI:10.1021/jm980448z,B,high,Antibacterial
CHEMBL2367599,CNCCCN(C)C(=O)[C@H]1NC(=O)[C@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)[C@H]4NC(=O)[C@@H](Cc5ccc(c(Cl)c5)Oc5cc3cc(c5O)Oc3ccc(cc3Cl)[C@H]2O)NC(=O)[C@H](N)c2ccc(O)c(c2)Oc2cc(O)cc4c2)c2ccc(O)c(c2)-c2c(O)cc(O)cc21,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,2.0,μg/mL,ChEMBL | Synthesis and biological properties of N63-carboxamides of teicoplanin antibiotics. Structure-activity relationships. | DOI:10.1021/jm00131a007,B,high,Antibacterial
CHEMBL702,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,2.0,μg/mL,ChEMBL | The synthesis and evaluation of 6-alkylidene-2'beta-substituted penam sulfones as beta-lactamase inhibitors. | DOI:10.1016/s0960-894x(99)00325-x,B,high,Antibacterial
CHEMBL702,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,4.0,μg/mL,ChEMBL | The synthesis and evaluation of 6-alkylidene-2'beta-substituted penam sulfones as beta-lactamase inhibitors. | DOI:10.1016/s0960-894x(99)00325-x,B,high,Antibacterial
CHEMBL702,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,32.0,μg/mL,ChEMBL | The synthesis and evaluation of 6-alkylidene-2'beta-substituted penam sulfones as beta-lactamase inhibitors. | DOI:10.1016/s0960-894x(99)00325-x,B,high,Antibacterial
CHEMBL702,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,64.0,μg/mL,ChEMBL | The synthesis and evaluation of 6-alkylidene-2'beta-substituted penam sulfones as beta-lactamase inhibitors. | DOI:10.1016/s0960-894x(99)00325-x,B,high,Antibacterial
CHEMBL702,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,16.0,μg/mL,ChEMBL | The synthesis and evaluation of 6-alkylidene-2'beta-substituted penam sulfones as beta-lactamase inhibitors. | DOI:10.1016/s0960-894x(99)00325-x,B,high,Antibacterial
CHEMBL702,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,2.0,μg/mL,ChEMBL | The synthesis and evaluation of 6-alkylidene-2'beta-substituted penam sulfones as beta-lactamase inhibitors. | DOI:10.1016/s0960-894x(99)00325-x,B,high,Antibacterial
CHEMBL80524,CC[C@H]1OC(=O)[C@H](C)[C@H]2OC3(CCN(C(=O)c4cccc(O)n4)CC3)O[C@](C)(C[C@@H](C)CN[C@H](C)[C@@H](O)[C@]1(C)O)[C@H](O[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1O)[C@H]2C,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,6.25,μg/mL,"ChEMBL | Synthesis and SAR of azalide 3,6-ketal aromatic derivatives as potent Gram-positive and Gram-negative antibacterial agents. | DOI:10.1016/s0960-894x(02)00434-1",B,high,Antibacterial
CHEMBL431595,CC[C@H]1OC(=O)[C@H](C)[C@H]2OC3(CCN(CCc4ccccc4)CC3)O[C@](C)(C[C@@H](C)CN[C@H](C)[C@@H](O)[C@]1(C)O)[C@H](O[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1O)[C@H]2C,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,0.1,μg/mL,"ChEMBL | Synthesis and SAR of azalide 3,6-ketal aromatic derivatives as potent Gram-positive and Gram-negative antibacterial agents. | DOI:10.1016/s0960-894x(02)00434-1",B,high,Antibacterial
CHEMBL1788210,COC[C@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)c4scc5n4c3c2N(C)C5)CCO1,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,0.39,μg/mL,ChEMBL | Synthesis and antibacterial activity of thiazolopyrazine-incorporated tetracyclic quinolone antibacterial agents. 2. | DOI:10.1021/jm00043a018,B,high,Antibacterial
CHEMBL1788210,COC[C@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)c4scc5n4c3c2N(C)C5)CCO1,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,0.39,μg/mL,ChEMBL | Synthesis and antibacterial activity of thiazolopyrazine-incorporated tetracyclic quinolone antibacterial agents. 2. | DOI:10.1021/jm00043a018,B,high,Antibacterial
CHEMBL45586,Cc1c(N2CCOCC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,0.03,μg/mL,ChEMBL | Studies on 6-aminoquinolones: synthesis and antibacterial evaluation of 6-amino-8-methylquinolones. | DOI:10.1021/jm950558v,B,high,Antibacterial
CHEMBL45586,Cc1c(N2CCOCC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,0.03,μg/mL,ChEMBL | Studies on 6-aminoquinolones: synthesis and antibacterial evaluation of 6-amino-8-methylquinolones. | DOI:10.1021/jm950558v,B,high,Antibacterial
CHEMBL125318,Cc1c(N2CCC(C)CC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,0.03,μg/mL,ChEMBL | Studies on 6-aminoquinolones: synthesis and antibacterial evaluation of 6-amino-8-methylquinolones. | DOI:10.1021/jm950558v,B,high,Antibacterial
CHEMBL125318,Cc1c(N2CCC(C)CC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,0.03,μg/mL,ChEMBL | Studies on 6-aminoquinolones: synthesis and antibacterial evaluation of 6-amino-8-methylquinolones. | DOI:10.1021/jm950558v,B,high,Antibacterial
CHEMBL15210,NCC1CCCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,0.4,μg/mL,ChEMBL | Artificial neural network applied to prediction of fluorquinolone antibacterial activity by topological methods. | DOI:10.1021/jm980448z,B,high,Antibacterial
CHEMBL278008,Nc1c(F)c(N2CCC(N)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,0.013,μg/mL,ChEMBL | Artificial neural network applied to prediction of fluorquinolone antibacterial activity by topological methods. | DOI:10.1021/jm980448z,B,high,Antibacterial
CHEMBL81351,CC[C@H]1OC(=O)[C@H](C)[C@H]2OC3(CCN(C(=O)c4ccccn4)CC3)O[C@](C)(C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O)[C@H](O[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1O)[C@H]2C,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,1.56,μg/mL,"ChEMBL | Synthesis and SAR of azalide 3,6-ketal aromatic derivatives as potent Gram-positive and Gram-negative antibacterial agents. | DOI:10.1016/s0960-894x(02)00434-1",B,high,Antibacterial
CHEMBL309630,CC[C@H]1OC(=O)[C@H](C)[C@H]2OC3(CCN(C(=O)c4cncc(Cl)c4Cl)CC3)O[C@](C)(C[C@@H](C)CN[C@H](C)[C@@H](O)[C@]1(C)O)[C@H](O[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1O)[C@H]2C,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,3.13,μg/mL,"ChEMBL | Synthesis and SAR of azalide 3,6-ketal aromatic derivatives as potent Gram-positive and Gram-negative antibacterial agents. | DOI:10.1016/s0960-894x(02)00434-1",B,high,Antibacterial
CHEMBL15532,COc1c(N2CCC(CN)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,0.05,μg/mL,ChEMBL | Artificial neural network applied to prediction of fluorquinolone antibacterial activity by topological methods. | DOI:10.1021/jm980448z,B,high,Antibacterial
CHEMBL275359,COc1c(N2CCC(N)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,0.025,μg/mL,ChEMBL | Artificial neural network applied to prediction of fluorquinolone antibacterial activity by topological methods. | DOI:10.1021/jm980448z,B,high,Antibacterial
CHEMBL15224,COc1c(N2CCC(C)(CN)C2)c(F)c(N)c2c(=O)c(C(=O)O)cn(C3CC3)c12,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,0.1,μg/mL,ChEMBL | Artificial neural network applied to prediction of fluorquinolone antibacterial activity by topological methods. | DOI:10.1021/jm980448z,B,high,Antibacterial
CHEMBL14866,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CCC2)CC(C)N1,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,0.4,μg/mL,ChEMBL | Artificial neural network applied to prediction of fluorquinolone antibacterial activity by topological methods. | DOI:10.1021/jm980448z,B,high,Antibacterial
CHEMBL14894,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCC(CNC)C3)cc21,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,3.1,μg/mL,ChEMBL | Artificial neural network applied to prediction of fluorquinolone antibacterial activity by topological methods. | DOI:10.1021/jm980448z,B,high,Antibacterial
CHEMBL2367644,N[C@H]1C(=O)N[C@@H]2Cc3ccc(c(Cl)c3)Oc3cc4cc(c3O)Oc3ccc(cc3Cl)[C@@H](O)[C@@H]3NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@@H](NC2=O)c2cc(O)cc(c2)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(O)cc(O)cc1[C@@H](C(=O)NCCCN1CCOCC1)NC3=O,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,8.0,μg/mL,ChEMBL | Synthesis and biological properties of N63-carboxamides of teicoplanin antibiotics. Structure-activity relationships. | DOI:10.1021/jm00131a007,B,high,Antibacterial
CHEMBL385602,CC(=O)NC1C(O[C@@H]2c3ccc(c(Cl)c3)Oc3cc4cc(c3O)Oc3ccc(cc3Cl)C[C@H]3NC(=O)[C@H](N)c5ccc(O)c(c5)Oc5cc(O)cc(c5)[C@H](NC3=O)C(=O)N[C@H]4C(=O)N[C@H]3C(=O)N[C@@H]2C(=O)N[C@H](C(=O)NCCCN(C)C)c2cc(O)cc(O)c2-c2cc3ccc2O)OC(CO)C(O)C1O,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,64.0,μg/mL,ChEMBL | Synthesis and biological properties of N63-carboxamides of teicoplanin antibiotics. Structure-activity relationships. | DOI:10.1021/jm00131a007,B,high,Antibacterial
CHEMBL34134,COC1/C=C/OC2(C)Oc3c(C)c(O)c4c(O)c(c5sc(N6CCN(Cc7ccccc7)CC6)nc5c4c3C2=O)NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,32.0,μg/mL,ChEMBL | Synthesis and biological activity of some derivatives of rifamycin P. | DOI:10.1021/jm00167a029,B,high,Antibacterial
CHEMBL287780,NCC1CCC(N)C(OC2C(N)CC(N)C(OC3CC(N)C(O)C(CO)O3)C2O)O1,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,62.5,μg/mL,"ChEMBL | Chemical modification of aminoglycosides. 3. Synthesis of 2""-deoxykanamycins from neamine. | DOI:10.1021/jm00144a023",B,high,Antibacterial
CHEMBL771,N[C@@H]1CONC1=O,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,0.25,μg/mL,ChEMBL | The lysine pathway as a target for a new genera of synthetic antibacterial antibiotics? | DOI:10.1021/jm00156a021,B,high,Antibacterial
CHEMBL771,N[C@@H]1CONC1=O,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,0.5,μg/mL,ChEMBL | The lysine pathway as a target for a new genera of synthetic antibacterial antibiotics? | DOI:10.1021/jm00156a021,B,high,Antibacterial
CHEMBL771,N[C@@H]1CONC1=O,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,32.0,μg/mL,ChEMBL | The lysine pathway as a target for a new genera of synthetic antibacterial antibiotics? | DOI:10.1021/jm00156a021,B,high,Antibacterial
CHEMBL771,N[C@@H]1CONC1=O,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,128.0,μg/mL,ChEMBL | The lysine pathway as a target for a new genera of synthetic antibacterial antibiotics? | DOI:10.1021/jm00156a021,B,high,Antibacterial
CHEMBL529,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,1.56,μg/mL,"ChEMBL | Synthesis and SAR of azalide 3,6-ketal aromatic derivatives as potent Gram-positive and Gram-negative antibacterial agents. | DOI:10.1016/s0960-894x(02)00434-1",B,high,Antibacterial
CHEMBL309642,CC[C@H]1OC(=O)[C@H](C)[C@H]2OC3(CCN(C(=O)c4ccccn4)CC3)O[C@](C)(C[C@@H](C)CN[C@H](C)[C@@H](O)[C@]1(C)O)[C@H](O[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1O)[C@H]2C,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,1.56,μg/mL,"ChEMBL | Synthesis and SAR of azalide 3,6-ketal aromatic derivatives as potent Gram-positive and Gram-negative antibacterial agents. | DOI:10.1016/s0960-894x(02)00434-1",B,high,Antibacterial
CHEMBL139107,Cc1c(N2CCN(C)CC2)c(N)cc2c(=O)c(C(=O)O)cn(-c3ccc(O)cc3)c12,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,0.125,μg/mL,ChEMBL | Studies on 6-aminoquinolones: synthesis and antibacterial evaluation of 6-amino-8-methylquinolones. | DOI:10.1021/jm950558v,B,high,Antibacterial
CHEMBL139107,Cc1c(N2CCN(C)CC2)c(N)cc2c(=O)c(C(=O)O)cn(-c3ccc(O)cc3)c12,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,0.125,μg/mL,ChEMBL | Studies on 6-aminoquinolones: synthesis and antibacterial evaluation of 6-amino-8-methylquinolones. | DOI:10.1021/jm950558v,B,high,Antibacterial
CHEMBL14919,NCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,0.025,μg/mL,ChEMBL | Artificial neural network applied to prediction of fluorquinolone antibacterial activity by topological methods. | DOI:10.1021/jm980448z,B,high,Antibacterial
CHEMBL15416,NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2C(F)(F)F)C1,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,0.1,μg/mL,ChEMBL | Artificial neural network applied to prediction of fluorquinolone antibacterial activity by topological methods. | DOI:10.1021/jm980448z,B,high,Antibacterial
CHEMBL15511,CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,0.05,μg/mL,ChEMBL | Artificial neural network applied to prediction of fluorquinolone antibacterial activity by topological methods. | DOI:10.1021/jm980448z,B,high,Antibacterial
CHEMBL15465,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCC(N)C3)c(OC)c21,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,0.2,μg/mL,ChEMBL | Artificial neural network applied to prediction of fluorquinolone antibacterial activity by topological methods. | DOI:10.1021/jm980448z,B,high,Antibacterial
CHEMBL6265,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CCCC4)c3c2F)C1,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,0.8,μg/mL,"ChEMBL | 1-Substituted 7-[3-[(ethylamino)methyl]-1-pyrrolidinyl]-6,8- difluoro-1,4-dihydro-4-oxo-3-quinolinecarboxylic acids. New quantitative structure-activity relationships at N1 for the quinolone antibacterials. | DOI:10.1021/jm00400a017",B,high,Antibacterial
CHEMBL6265,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CCCC4)c3c2F)C1,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,3.1,μg/mL,"ChEMBL | 1-Substituted 7-[3-[(ethylamino)methyl]-1-pyrrolidinyl]-6,8- difluoro-1,4-dihydro-4-oxo-3-quinolinecarboxylic acids. New quantitative structure-activity relationships at N1 for the quinolone antibacterials. | DOI:10.1021/jm00400a017",B,high,Antibacterial
CHEMBL330153,CNCC1CN(c2c(F)cc3c(=O)c(C(=O)O)c4scc5n4c3c2N(C)C5)CCO1,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,0.2,μg/mL,ChEMBL | Synthesis and antibacterial activity of thiazolopyrazine-incorporated tetracyclic quinolone antibacterial agents. 2. | DOI:10.1021/jm00043a018,B,high,Antibacterial
CHEMBL330153,CNCC1CN(c2c(F)cc3c(=O)c(C(=O)O)c4scc5n4c3c2N(C)C5)CCO1,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,0.2,μg/mL,ChEMBL | Synthesis and antibacterial activity of thiazolopyrazine-incorporated tetracyclic quinolone antibacterial agents. 2. | DOI:10.1021/jm00043a018,B,high,Antibacterial
CHEMBL139580,Cc1c(N2CCCCCC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,2.0,μg/mL,ChEMBL | Studies on 6-aminoquinolones: synthesis and antibacterial evaluation of 6-amino-8-methylquinolones. | DOI:10.1021/jm950558v,B,high,Antibacterial
CHEMBL139580,Cc1c(N2CCCCCC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,0.03,μg/mL,ChEMBL | Studies on 6-aminoquinolones: synthesis and antibacterial evaluation of 6-amino-8-methylquinolones. | DOI:10.1021/jm950558v,B,high,Antibacterial
CHEMBL139440,Cc1c(N2CCC(C)CC2)c(N(C)C)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,64.0,μg/mL,ChEMBL | Studies on 6-aminoquinolones: synthesis and antibacterial evaluation of 6-amino-8-methylquinolones. | DOI:10.1021/jm950558v,B,high,Antibacterial
CHEMBL139440,Cc1c(N2CCC(C)CC2)c(N(C)C)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,64.0,μg/mL,ChEMBL | Studies on 6-aminoquinolones: synthesis and antibacterial evaluation of 6-amino-8-methylquinolones. | DOI:10.1021/jm950558v,B,high,Antibacterial
CHEMBL15087,NC1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,0.05,μg/mL,ChEMBL | Artificial neural network applied to prediction of fluorquinolone antibacterial activity by topological methods. | DOI:10.1021/jm980448z,B,high,Antibacterial
CHEMBL15531,CCC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CCN1,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,0.1,μg/mL,ChEMBL | Artificial neural network applied to prediction of fluorquinolone antibacterial activity by topological methods. | DOI:10.1021/jm980448z,B,high,Antibacterial
CHEMBL15089,CCCCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,0.1,μg/mL,ChEMBL | Artificial neural network applied to prediction of fluorquinolone antibacterial activity by topological methods. | DOI:10.1021/jm980448z,B,high,Antibacterial
CHEMBL14714,COc1c(N2CCC(N)CC2)c(F)c(N)c2c(=O)c(C(=O)O)cn(C3CC3)c12,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,0.1,μg/mL,ChEMBL | Artificial neural network applied to prediction of fluorquinolone antibacterial activity by topological methods. | DOI:10.1021/jm980448z,B,high,Antibacterial
CHEMBL416160,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CC(C)N1,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,0.4,μg/mL,ChEMBL | Artificial neural network applied to prediction of fluorquinolone antibacterial activity by topological methods. | DOI:10.1021/jm980448z,B,high,Antibacterial
CHEMBL15335,CC(C)n1cc(C(=O)O)c(=O)c2cc(F)c(N3CCC(N)C3)cc21,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,0.8,μg/mL,ChEMBL | Artificial neural network applied to prediction of fluorquinolone antibacterial activity by topological methods. | DOI:10.1021/jm980448z,B,high,Antibacterial
CHEMBL15260,CCNCC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,0.1,μg/mL,ChEMBL | Artificial neural network applied to prediction of fluorquinolone antibacterial activity by topological methods. | DOI:10.1021/jm980448z,B,high,Antibacterial
CHEMBL290078,COC1/C=C/OC2(C)Oc3c(C)c(O)c4c(O)c(c5sc(N6CCN(C)CC6)nc5c4c3C2=O)NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,2.0,μg/mL,ChEMBL | Synthesis and biological activity of some derivatives of rifamycin P. | DOI:10.1021/jm00167a029,B,high,Antibacterial
CHEMBL2367626,N[C@H]1C(=O)N[C@@H]2Cc3ccc(c(Cl)c3)Oc3cc4cc(c3O)Oc3ccc(cc3Cl)[C@@H](O)[C@@H]3NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@@H](NC2=O)c2cc(O)cc(c2)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(O)cc(O)cc1[C@@H](C(=O)NCCN1CCCC1)NC3=O,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,8.0,μg/mL,ChEMBL | Synthesis and biological properties of N63-carboxamides of teicoplanin antibiotics. Structure-activity relationships. | DOI:10.1021/jm00131a007,B,high,Antibacterial
CHEMBL267628,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CCCCC4)c3c2F)C1,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,3.1,μg/mL,"ChEMBL | 1-Substituted 7-[3-[(ethylamino)methyl]-1-pyrrolidinyl]-6,8- difluoro-1,4-dihydro-4-oxo-3-quinolinecarboxylic acids. New quantitative structure-activity relationships at N1 for the quinolone antibacterials. | DOI:10.1021/jm00400a017",B,high,Antibacterial
CHEMBL267628,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CCCCC4)c3c2F)C1,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,6.3,μg/mL,"ChEMBL | 1-Substituted 7-[3-[(ethylamino)methyl]-1-pyrrolidinyl]-6,8- difluoro-1,4-dihydro-4-oxo-3-quinolinecarboxylic acids. New quantitative structure-activity relationships at N1 for the quinolone antibacterials. | DOI:10.1021/jm00400a017",B,high,Antibacterial
CHEMBL80958,CC[C@H]1OC(=O)[C@H](C)[C@H]2OC3(CCN(CCc4ccnc5ccccc45)CC3)O[C@](C)(C[C@@H](C)CN[C@H](C)[C@@H](O)[C@]1(C)O)[C@H](O[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1O)[C@H]2C,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,1.56,μg/mL,"ChEMBL | Synthesis and SAR of azalide 3,6-ketal aromatic derivatives as potent Gram-positive and Gram-negative antibacterial agents. | DOI:10.1016/s0960-894x(02)00434-1",B,high,Antibacterial
CHEMBL139445,Cc1c(N2CCN(C)CC2)c(N)cc2c(=O)c(C(=O)O)cn(-c3ccc(F)cc3)c12,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,1.0,μg/mL,ChEMBL | Studies on 6-aminoquinolones: synthesis and antibacterial evaluation of 6-amino-8-methylquinolones. | DOI:10.1021/jm950558v,B,high,Antibacterial
CHEMBL139445,Cc1c(N2CCN(C)CC2)c(N)cc2c(=O)c(C(=O)O)cn(-c3ccc(F)cc3)c12,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,1.0,μg/mL,ChEMBL | Studies on 6-aminoquinolones: synthesis and antibacterial evaluation of 6-amino-8-methylquinolones. | DOI:10.1021/jm950558v,B,high,Antibacterial
CHEMBL136779,Cc1c(N2CCCCC2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,0.125,μg/mL,ChEMBL | Studies on 6-aminoquinolones: synthesis and antibacterial evaluation of 6-amino-8-methylquinolones. | DOI:10.1021/jm950558v,B,high,Antibacterial
CHEMBL136779,Cc1c(N2CCCCC2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,0.03,μg/mL,ChEMBL | Studies on 6-aminoquinolones: synthesis and antibacterial evaluation of 6-amino-8-methylquinolones. | DOI:10.1021/jm950558v,B,high,Antibacterial
CHEMBL15372,CCOc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,whole-cell antibacterial activity (Escherichia coli),Escherichia coli,MIC,0.1,μg/mL,ChEMBL | Artificial neural network applied to prediction of fluorquinolone antibacterial activity by topological methods. | DOI:10.1021/jm980448z,B,high,Antibacterial
